,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,trending,conda_dependent_project_count,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
155,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,29.0,12.0,25.0,18.0,18.0,167.0,2018-03-23 20:36:58.000,0.4.1,,4029.0,14.0,97.0,97.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2553.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,101848.0,3.0,,,,,,,,,,,,,,,,,,,,,,
156,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,19,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,117.0,,8.0,5.0,44.0,3.0,4.0,54.0,2021-11-06 14:18:45.000,0.4.0,,680467.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,2021-11-06 14:16:09.000,12.0,679064.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,47733.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,90.0,,171.0,32.0,11.0,73.0,57.0,848.0,2019-05-06 03:28:50.000,1.3.0,99827.0,1883.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
158,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,,54.0,19.0,51.0,15.0,29.0,506.0,2022-02-11 15:19:00.000,1.0.0,,2026.0,11.0,9.0,9.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,487.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,11736.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66452.0,,,,,,,,,,,,,,,,,
159,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,458.0,2020-02-16 07:15:03.000,0.2.0,,2458.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,2458.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
160,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,515.0,,78.0,35.0,116.0,48.0,65.0,376.0,2020-05-27 00:10:19.202,2.0.0,,1962.0,32.0,2.0,2.0,16.0,,,,,,,,2.0,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,1962.0,,,,,,,,,,,,
161,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,18,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2022-08-12 17:58:32.000000,2022-08-12 17:58:32,126.0,1.0,31.0,15.0,60.0,42.0,46.0,330.0,2020-08-11 16:50:08.000,0.1.3,,1545.0,7.0,154.0,154.0,14.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,12.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,36815.0,3.0,,,,,,,,,,,,,,,,,,,,,,
162,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,18,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2022-09-30 20:37:01.000000,2022-06-22 18:38:58,342.0,,50.0,6.0,71.0,13.0,44.0,268.0,2021-10-02 05:04:29.585,0.8.1,,1258.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,811.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,9813.0,3.0,,,,,,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,70.0,,,,,,,,,,,,
163,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,18,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-11-02 18:56:35.000000,2022-10-24 18:02:18,40.0,4.0,35.0,5.0,37.0,4.0,35.0,237.0,2021-10-01 15:42:18.000,2.1.0,,18980.0,8.0,,,12.0,https://pypi.org/project/jupyterlab-execute-time,2021-10-01 15:42:18.000,,15726.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,22703.0,2.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,2223.0,,,,,,,,,,,,
164,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,253.0,,75.0,36.0,28.0,4.0,54.0,190.0,2021-07-14 17:32:33.000,2.4.11,,2294.0,19.0,1.0,,9.0,https://pypi.org/project/sas_kernel,2021-07-14 17:32:33.000,1.0,2264.0,https://anaconda.org/anaconda/sas_kernel,2022-03-05 07:03:16.530,1882.0,3.0,,,,,,,,,,,,,,,,,,,,,,
165,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,426.0,,35.0,28.0,58.0,59.0,34.0,173.0,2019-10-03 18:34:08.594,3.0.0,,128.0,17.0,15.0,10.0,9.0,,,,,,,,2.0,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,128.0,,,,,,,,,,,,
166,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,18,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2022-10-19 08:54:16.000000,2022-10-19 08:54:15,493.0,102.0,17.0,9.0,199.0,11.0,33.0,117.0,2022-09-23 15:26:01.000,0.0.44,1483.0,1105.0,38.0,,,10.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,284.0,https://anaconda.org/conda-forge/fps-auth,2022-09-24 10:28:49.968,5658.0,3.0,,,,,,,,,,,,,,,,,,,,,,
167,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,18,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-08-23 16:41:28.248000,2022-08-23 15:09:07,107.0,4.0,26.0,8.0,36.0,17.0,17.0,98.0,2022-08-24 12:33:17.000,0.2.2,,63016.0,12.0,8.0,,8.0,https://pypi.org/project/ipytree,2021-03-03 12:59:31.000,8.0,61465.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,52028.0,3.0,,,,,,ipytree,https://www.npmjs.com/package/ipytree,2022-08-23 15:10:34.820,,369.0,,,,,,,,,,,,
168,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-08-19 16:01:16.000000,2022-04-22 08:28:24,150.0,,41.0,10.0,39.0,35.0,32.0,81.0,2020-12-07 11:49:55.000,0.15.0,,2923.0,17.0,22.0,21.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,2022-04-22 08:27:58.000,1.0,2388.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,21431.0,3.0,,,,,,,,,,,,,,,,,,,,,,
169,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,22.0,12.0,3.0,2.0,3.0,998.0,2017-08-19 16:11:38.000,0.0.2,,1131.0,2.0,31.0,31.0,3.0,https://pypi.org/project/py-heat-magic,2017-08-19 16:11:38.000,,1131.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
170,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-10-02 18:23:16.000000,2022-10-02 18:23:13,291.0,8.0,82.0,38.0,57.0,15.0,84.0,755.0,,,,81.0,7.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,3142.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,400.0,,,,,,,,,,,,,,,,,
171,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-07-20 22:12:04.000000,2022-06-23 14:30:59,221.0,,62.0,14.0,80.0,27.0,32.0,482.0,2022-05-10 19:49:24.000,0.7.0,,4831.0,112.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-06-23 14:41:47.000,,3097.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2022-05-11 10:48:15.511,25288.0,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,1012.0,,,,,,,,,,,,
172,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,67.0,36.0,123.0,13.0,127.0,434.0,2020-03-08 20:03:38.000,3.0.4,5427.0,57.0,15.0,,,28.0,,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,678.0,,,,,,,,,,,,,,,,,
173,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,17,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2022-11-03 10:16:35.000000,2022-11-03 09:49:40,512.0,56.0,83.0,35.0,208.0,39.0,115.0,379.0,,,,,,,,31.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
174,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-06-13 13:36:59.000000,2022-06-13 13:36:58,532.0,,20.0,13.0,24.0,11.0,188.0,325.0,2020-02-02 22:32:28.000,0.1.6,,120.0,26.0,18.0,17.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,1.0,120.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
175,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,372.0,,31.0,9.0,119.0,5.0,68.0,231.0,2022-04-10 08:38:48.000,2.8.0,74086.0,1157.0,32.0,,,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
176,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-07-26 15:26:35.721000,2022-07-25 12:51:22,614.0,,26.0,6.0,140.0,23.0,39.0,228.0,2022-07-25 13:09:54.000,npm@3.1.0,2.0,1014.0,29.0,1.0,1.0,25.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,48.0,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,21379.0,3.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,76.0,,,,,,,,,,,,
177,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,BSD-3-Clause,2018-01-23 18:18:38.000,2022-07-08 05:34:02.000000,2021-03-10 20:56:11,71.0,,22.0,39.0,34.0,12.0,19.0,211.0,2021-03-10 20:57:44.000,4.14.3,,1319.0,12.0,3.0,3.0,5.0,,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1319.0,,,,,,,,,,,,
178,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,False,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-10-24 23:01:37.000000,2021-07-04 21:12:58,69.0,,37.0,13.0,62.0,22.0,10.0,204.0,2021-07-05 14:42:11.336,0.6.1,,5625.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,2021-01-15 16:35:10.000,6.0,4779.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,12450.0,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,431.0,,,,,,,,,,,,
179,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,34.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,499.0,4.0,22.0,17.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,499.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
180,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,41.0,20.0,22.0,14.0,80.0,175.0,2017-06-02 21:19:27.000,0.5.0,88.0,1262.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,84500.0,3.0,,,,,,,,,,,,,,,,,,,,,,
181,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:29:11.000000,2022-06-14 16:28:41,139.0,,15.0,15.0,8.0,,41.0,152.0,2022-06-14 16:29:11.000,2.0.1,,357.0,10.0,13.0,12.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,1.0,357.0,,,,3.0,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,
182,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,17,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2022-10-21 18:13:55.000000,2022-10-17 10:37:20,1508.0,3.0,23.0,10.0,319.0,70.0,307.0,144.0,,,,2321.0,,,,19.0,,,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-08-19 15:47:03.596875,3.0,162526.0,,,,,,,,,,,,,,,,,
183,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-07-21 13:47:17.000000,2022-07-21 13:47:16,311.0,,15.0,4.0,71.0,6.0,62.0,82.0,2022-04-11 20:18:27.000,0.4.4,,2432.0,25.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,2019-06-29 16:55:52.000,8.0,1048.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,14491.0,2.0,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,,901.0,,,,,,,,,,,,
184,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,17,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,16.0,7.0,12.0,9.0,5.0,80.0,2018-08-10 16:52:09.000,0.1.0,,2718.0,4.0,302.0,298.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,2718.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
185,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,72.0,2020-06-18 03:31:10.000,0.5.10,,854.0,23.0,30.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,854.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
186,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,17,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-10-24 18:51:58.317000,2022-10-24 13:53:46,214.0,3.0,10.0,3.0,68.0,2.0,32.0,56.0,2022-10-24 14:01:03.094,3.3.2,3252.0,6897.0,33.0,,,9.0,https://pypi.org/project/jupyter-archive,2022-04-08 13:50:50.000,,3727.0,https://anaconda.org/conda-forge/jupyter-archive,2022-10-24 18:51:58.317,31587.0,3.0,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-10-24 14:00:10.199,,2230.0,,,,,,,,,,,,
187,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,False,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,26.0,4.0,28.0,6.0,17.0,42.0,2021-10-28 11:35:32.000,1.0.0,,5609.0,8.0,73.0,70.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,5609.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
188,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,17,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-11-02 14:25:07.564000,2022-11-02 14:24:22,176.0,16.0,8.0,3.0,14.0,43.0,74.0,40.0,2022-11-02 14:28:00.834,0.20.1,,938.0,23.0,1.0,,4.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,627.0,,,,3.0,,,,,,ipysigma,https://www.npmjs.com/package/ipysigma,2022-11-02 14:25:07.564,,311.0,medialab/ipysigma,,,,,,,,,,,
189,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2022-10-12 13:17:36.580000,2022-09-01 10:51:55,178.0,6.0,3.0,2.0,22.0,2.0,4.0,13.0,2022-09-01 10:53:14.353,0.7.0,,1236.0,11.0,61.0,53.0,4.0,https://pypi.org/project/ipyscales,2021-01-05 12:56:20.000,1.0,152.0,https://anaconda.org/conda-forge/ipyscales,2022-10-12 13:17:36.580,54989.0,3.0,,,,,,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2022-09-01 10:39:34.683,7.0,47.0,,,,,,,,,,,,
190,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1057.0,,,,1727.0,,,,9.0,,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131299.0,,,,,,,,,,,,,,,,,
191,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,46.0,63.0,42.0,930.0,2019-07-16 04:35:55.953,0.11.0,,477.0,14.0,3.0,3.0,8.0,,,,,,,,2.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,477.0,,,,,,,,,,,,
192,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,16,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2022-05-08 10:19:47.000000,2021-08-23 11:44:08,105.0,,113.0,15.0,15.0,42.0,28.0,755.0,2021-08-23 11:45:07.000,1.2.3,,6676.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,6676.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
193,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,34.0,63.0,26.0,12.0,12.0,564.0,2018-01-08 14:52:15.000,0.1.15,,2262.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,2262.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
194,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,18.0,,12.0,11.0,7.0,5.0,5.0,300.0,2021-09-18 19:13:12.000,0.0.3,,2429.0,3.0,166.0,163.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,2353.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,2066.0,3.0,,,,,,,,,,,,,,,,,,,,,,
