,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
156,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,18,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-11-16 18:18:22.867000,2020-11-09 20:41:43,210.0,,72.0,22.0,31.0,26.0,102.0,414.0,2018-11-30 21:07:39.000,0.16.1,,1791.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000,1.0,977.0,https://anaconda.org/conda-forge/matlab_kernel,2021-11-16 18:18:22.867,12224.0,3.0,,,,,,,,,,,,,,,,,,,,,
157,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,18,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-02-02 19:18:44.000000,2022-02-02 19:18:43,505.0,10.0,20.0,14.0,12.0,10.0,188.0,305.0,2020-02-02 22:32:28.000,0.1.6,,138.0,26.0,15.0,14.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000,1.0,138.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
158,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06,56.0,,22.0,11.0,11.0,2.0,9.0,279.0,2019-11-28 16:00:27.000,0.1.3,,4273.0,4.0,38.0,35.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000,3.0,4232.0,https://anaconda.org/conda-forge/treon,2021-06-27 03:31:14.557,333.0,3.0,,,,,,,,,,,,,,,,,,,,,
159,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,18,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32,125.0,,26.0,15.0,58.0,35.0,45.0,277.0,2020-08-11 16:50:08.000,0.1.3,,833.0,7.0,70.0,70.0,14.0,https://pypi.org/project/nteract-testbook,BSD-3-Clause,2020-08-11 16:50:08.000,,19.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,12218.0,3.0,,,,,,,,,,,,,,,,,,,,,
160,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,18,True,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-01-13 08:54:26.000000,2021-04-15 20:39:36,590.0,,20.0,9.0,103.0,43.0,41.0,209.0,2021-01-05 06:49:22.791,0.2.6,,296.0,46.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000,37.0,,,,,3.0,,,,,,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,296.0,,,,,,,,,,,
161,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,True,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24,31.0,,35.0,12.0,1.0,19.0,7.0,209.0,2020-03-12 16:09:39.000,0.0.8,,15645.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000,15.0,15369.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,4975.0,3.0,,,,,,,,,,,,,,,,,,,,,
162,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,18,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2021-10-02 03:21:44.554000,2021-10-01 15:21:38,35.0,,24.0,6.0,32.0,2.0,27.0,193.0,2021-10-01 15:42:18.000,2.1.0,,10867.0,7.0,,,10.0,https://pypi.org/project/jupyterlab-execute-time,BSD-3-Clause,2021-10-01 15:42:18.000,,7155.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,9238.0,2.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,3002.0,,,,,,,,,,,
163,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,True,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2022-01-18 10:19:53.000000,2021-02-03 03:28:02,214.0,,51.0,7.0,20.0,30.0,7.0,163.0,2022-01-18 10:19:53.000,2.1.1,2380.0,2412.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2022-01-18 10:19:53.000,,2354.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,904.0,,,,,,,,,,,,,,,,
164,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,18,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-02-01 18:21:52.000000,2022-02-01 18:14:07,1534.0,56.0,12.0,3.0,159.0,81.0,38.0,161.0,2022-01-28 17:00:39.000,2.1.19,,,469.0,3.0,3.0,13.0,https://pypi.org/project/naas,AGPL-3.0,2022-02-01 18:21:52.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
165,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,18,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2021-12-29 14:55:57.000000,2021-12-21 12:15:24,450.0,2.0,27.0,7.0,16.0,27.0,53.0,151.0,2021-10-28 16:33:40.000,0.6.0,,1489.0,41.0,,,11.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-10-28 16:33:40.000,,506.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914,18684.0,3.0,,,,,,,,,,,,,,,,,,,,,
166,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-02-03 13:31:58.000000,2022-02-03 13:31:52,1460.0,23.0,22.0,12.0,297.0,86.0,269.0,141.0,,,,2150.0,,,,18.0,,MIT,,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,131157.0,,,,,,,,,,,,,,,,
167,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-01-22 03:19:35.000000,2021-08-26 08:02:18,111.0,,24.0,4.0,28.0,5.0,16.0,130.0,2021-08-26 08:02:17.096,3.1.1,,1848.0,12.0,174.0,174.0,7.0,https://pypi.org/project/theme-darcula,BSD-3-Clause,2021-08-26 08:01:55.000,,,https://anaconda.org/conda-forge/theme-darcula,2021-09-20 17:55:41.101,2108.0,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096,,1638.0,,,,,,,,,,,
168,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,146.0,,37.0,10.0,36.0,30.0,30.0,75.0,2020-12-07 11:49:55.000,0.15.0,,2008.0,16.0,21.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000,1.0,1541.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,14498.0,3.0,,,,,,,,,,,,,,,,,,,,,
169,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,18,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2021-10-28 11:35:32.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,27.0,5.0,17.0,39.0,2021-10-28 11:35:32.000,1.0.0,,4548.0,8.0,60.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2021-10-28 11:35:32.000,3.0,4548.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
170,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36,60.0,,96.0,22.0,40.0,63.0,42.0,897.0,2019-07-16 04:35:55.953,0.11.0,,533.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,2.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,533.0,,,,,,,,,,,
171,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,90.0,,143.0,30.0,10.0,62.0,57.0,744.0,2019-05-06 03:28:50.000,1.3.0,70939.0,1612.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
172,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,17,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42,696.0,2.0,11.0,31.0,133.0,44.0,139.0,679.0,2021-08-17 16:20:34.000,0.7.4,15.0,18.0,10.0,151.0,151.0,44.0,,MIT,,,,,,,3.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1561.0,,,,,,,,,,,,,,iruby,,
173,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-02-01 13:08:55.000000,2022-01-14 14:51:09,336.0,1.0,67.0,36.0,121.0,13.0,127.0,433.0,2020-03-08 20:03:38.000,3.0.4,5320.0,61.0,15.0,,,28.0,,BSD-3-Clause,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,657.0,,,,,,,,,,,,,,,,
174,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:13:12.000000,2021-09-18 19:09:46,18.0,,9.0,11.0,6.0,5.0,5.0,285.0,2021-09-18 19:13:12.000,0.0.3,,3785.0,3.0,136.0,133.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2021-09-18 19:13:12.000,3.0,3720.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1177.0,2.0,,,,,,,,,,,,,,,,,,,,,
175,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,False,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,50.0,12.0,16.0,37.0,26.0,265.0,2017-09-08 07:23:49.000,0.4.3,,1515.0,9.0,9.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000,9.0,1515.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
176,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,3.0,45.0,14.0,8.0,15.0,11.0,212.0,2020-02-03 15:59:07.000,1.0.0,1759.0,1426.0,8.0,,,7.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43732.0,,,,,,,,,,,,,,,,
177,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,31.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,1017.0,4.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000,5.0,1017.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
178,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-01-22 02:09:56.000000,2021-07-04 21:12:58,69.0,,34.0,12.0,51.0,20.0,10.0,192.0,2021-07-05 14:42:11.336,0.6.1,,3246.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000,6.0,2357.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,6482.0,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,581.0,,,,,,,,,,,
179,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,17,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24,252.0,,71.0,35.0,27.0,3.0,52.0,182.0,2021-07-14 17:27:18.000,2.4.11,,857.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000,2.0,835.0,https://anaconda.org/anaconda/sas_kernel,2021-07-17 06:02:51.203,1170.0,3.0,,,,,,,,,,,,,,,,,,,,,
180,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,True,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-01-22 02:06:26.000000,2021-05-22 01:41:35,98.0,,7.0,5.0,19.0,8.0,22.0,160.0,2021-05-22 01:50:04.000,3.1.0,,6076.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,BSD-3-Clause,2021-05-22 01:50:04.000,4.0,3918.0,,,,2.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,2158.0,,,,,,,,,,,
181,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000,2022-01-26 18:45:40.000000,2022-01-26 18:45:40,130.0,13.0,15.0,15.0,8.0,1.0,40.0,144.0,2022-01-25 21:48:48.000,1.0.0,,297.0,9.0,7.0,6.0,5.0,https://pypi.org/project/igv-jupyter,MIT,2022-01-25 21:48:48.000,1.0,297.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
182,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-01-22 02:48:54.000000,2021-10-08 10:02:41,150.0,,16.0,8.0,57.0,11.0,33.0,140.0,2021-10-08 10:09:24.361,0.7.2,,4007.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-10-08 10:08:30.000,,,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,18775.0,2.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,2130.0,,,,,,,,,,,
183,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000,2022-01-16 03:04:13.000000,2022-01-16 03:04:13,107.0,22.0,22.0,8.0,32.0,18.0,20.0,126.0,2013-10-13 16:56:18.000,0.1.4,,977.0,5.0,23.0,17.0,9.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000,6.0,,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,67421.0,2.0,,,,,,,,,,,,,,,,,,,,,
184,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,17,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-01-22 09:04:46.000000,2022-01-22 09:04:45,189.0,14.0,5.0,7.0,58.0,9.0,18.0,91.0,2021-11-13 10:58:20.000,0.5.2,30.0,2909.0,12.0,2.0,,6.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-11-13 10:58:14.000,2.0,2464.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,8621.0,2.0,,,,,,ipylab,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,125.0,,,,,,,,,,,
185,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-01-22 02:51:39.000000,2021-08-10 09:03:01,103.0,,23.0,8.0,29.0,16.0,13.0,86.0,2021-03-03 12:59:31.000,0.2.1,,14151.0,11.0,5.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000,5.0,12950.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,28768.0,3.0,,,,,,ipytree,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,380.0,,,,,,,,,,,
186,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,158.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,609.0,23.0,28.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000,4.0,609.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
187,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,17,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-01-23 19:36:42.000000,2022-01-23 19:36:41,197.0,2.0,8.0,3.0,51.0,2.0,29.0,51.0,2021-12-08 08:31:33.000,2.3.1,3251.0,10192.0,30.0,,,8.0,https://pypi.org/project/jupyter-archive,BSD-3-Clause,2021-10-13 09:53:41.000,,,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346,19463.0,3.0,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2021-10-13 09:53:59.119,,9381.0,,,,,,,,,,,
188,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,17,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000,2022-02-02 15:57:55.000000,2021-12-10 13:35:55,86.0,1.0,11.0,4.0,49.0,2.0,4.0,36.0,2021-11-19 19:10:31.000,1.7.0,,51291.0,23.0,35.0,16.0,3.0,https://pypi.org/project/ipyvue,MIT,2021-10-28 09:32:48.000,9.0,45876.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,41460.0,3.0,,,,,,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,4033.0,,,,,,,,,,,
189,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,66.0,90.0,39.0,46.0,1040.0,,,,1959.0,,,,9.0,,Apache-2.0,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131269.0,,,,,,,,,,,,,,,,
190,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,16,True,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41,196.0,,176.0,35.0,28.0,13.0,14.0,944.0,2021-06-14 15:07:13.000,1.1.0,,,10.0,6.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000,6.0,,,,,3.0,,,,,,,,,,,-4.0,,,,,,,,,,
191,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,16,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-01-05 21:59:02.000000,2021-10-21 20:09:40,141.0,,85.0,46.0,39.0,23.0,63.0,674.0,,,4941.0,154.0,2.0,,,7.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
192,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,True,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,57.0,,31.0,63.0,25.0,11.0,11.0,549.0,2018-01-08 14:52:15.000,0.1.15,,1197.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000,2.0,1197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
193,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-01-27 10:55:58.000000,2022-01-27 10:55:57,361.0,36.0,70.0,34.0,96.0,45.0,45.0,308.0,,,,,,,,25.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
194,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,True,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-01-22 02:42:37.000000,2021-02-24 06:31:50,31.0,,30.0,11.0,20.0,16.0,10.0,283.0,2020-06-27 13:40:43.778,0.2.1,,5526.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,5526.0,,,,,,,,,,,
195,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,True,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,71.0,,20.0,39.0,29.0,12.0,19.0,204.0,2021-03-10 20:57:44.000,4.14.3,,1663.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1663.0,,,,,,,,,,,
