,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
133,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,21,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-12-18 16:07:56.000000,2022-12-18 16:07:56,423.0,1.0,63.0,24.0,52.0,30.0,149.0,424.0,2022-11-29 02:05:39.186,0.35.1,103.0,13429.0,114.0,7.0,,20.0,https://pypi.org/project/octave_kernel,2022-11-29 02:05:39.186,7.0,7232.0,https://anaconda.org/conda-forge/octave_kernel,2022-11-29 06:02:13.184,464715.0,2.0,,,,,,,,,,,,,,,,,,,,,,
134,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,21,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-02-19 13:16:50.000000,2022-11-29 20:28:15,127.0,,37.0,15.0,65.0,44.0,47.0,348.0,2020-08-11 16:50:08.000,0.1.3,,1594.0,7.0,210.0,210.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,17.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,44174.0,3.0,,,,,,,,,,,,,,,,,,,,,,
135,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,21,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-03-15 01:17:23.000000,2023-03-15 01:17:22,356.0,13.0,53.0,6.0,89.0,12.0,46.0,279.0,2021-10-02 05:04:29.585,0.8.1,,1622.0,16.0,39.0,39.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,1197.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,11695.0,3.0,,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,36.0,,,,,,,,,,,,,,,,
136,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,21,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,21.0,8.0,117.0,67.0,41.0,224.0,2021-01-05 06:49:22.791,0.2.6,,3137.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:47:54.000,39.0,3022.0,,,,3.0,,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,2.0,115.0,,,,,,,,,,,,,,,,
137,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,21,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2023-03-15 11:51:05.000000,2023-03-14 10:04:23,136.0,5.0,42.0,20.0,93.0,17.0,81.0,211.0,2023-03-14 10:13:01.307,3.0.7,,50548.0,19.0,18.0,2.0,18.0,https://pypi.org/project/jupyter-bokeh,2022-09-20 16:25:47.708,14.0,36745.0,https://anaconda.org/conda-forge/jupyter_bokeh,2023-03-15 00:56:17.536,46120.0,2.0,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2023-03-14 10:13:01.307,2.0,12406.0,,,,,,,,,,,,,,,,
138,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,23.0,20.0,109.0,35.0,39.0,190.0,2021-12-15 14:37:42.138,0.0.0,,59887.0,19.0,14.0,13.0,7.0,https://pypi.org/project/bookstore,2019-12-09 16:49:29.000,1.0,59887.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
139,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,21,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-03-15 03:17:02.000000,2022-07-20 12:02:54,113.0,,35.0,4.0,46.0,21.0,16.0,177.0,2022-07-20 12:04:00.552,4.0.0,,3755.0,13.0,1223.0,1221.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,2433.0,https://anaconda.org/conda-forge/theme-darcula,2022-07-20 16:15:49.885,14864.0,1.0,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,2.0,676.0,,,,,,,,,,,,,,,,
140,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,21,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-02-04 11:00:49.000000,2023-02-04 11:00:45,342.0,20.0,10.0,4.0,16.0,41.0,150.0,83.0,2023-01-18 10:34:00.939,0.24.1,,1190.0,29.0,23.0,20.0,6.0,https://pypi.org/project/ipysigma,2023-01-18 10:34:00.939,1.0,710.0,,,,3.0,,ipysigma,https://www.npmjs.com/package/ipysigma,2023-01-18 10:31:17.105,2.0,480.0,,,,,,,medialab/ipysigma,,,,,,,,,
141,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,21,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-03-13 10:22:52.000000,2023-03-13 10:22:44,521.0,8.0,61.0,11.0,133.0,29.0,70.0,61.0,2022-09-09 11:33:03.525,1.1.0,,5237.0,12.0,50.0,50.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,5237.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
142,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,True,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-01-06 01:49:20.000000,2022-04-28 20:49:58,640.0,,577.0,42.0,254.0,52.0,39.0,5973.0,2020-10-27 19:53:29.453,5.11.0,,144.0,71.0,2.0,,27.0,,,,,,,,3.0,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,2.0,144.0,,,,,,,,,,,,,,,,
143,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,187.0,34.0,31.0,13.0,14.0,1023.0,2021-06-14 15:07:13.000,1.1.0,,12166.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,6.0,12166.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
144,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-03-14 17:39:07.000000,2023-01-10 15:02:24,169.0,1.0,83.0,24.0,100.0,39.0,123.0,961.0,2021-04-10 13:07:39.934,3.0.9,,15759.0,11.0,5.0,5.0,19.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,2021-04-10 13:07:22.000,,10732.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,13313.0,2.0,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,,4449.0,,,,,,,,,,,,,,,,
145,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,20,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-01-07 04:35:11.000000,2021-06-29 12:29:51,101.0,,65.0,27.0,52.0,41.0,25.0,556.0,2021-04-29 10:22:28.814,0.9.0,,7361.0,11.0,13.0,13.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,3062.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,13331.0,2.0,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,3694.0,,,,,,,,,,,,,,,,
146,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-03-14 16:42:36.000000,2022-11-18 19:34:59,438.0,,65.0,15.0,122.0,36.0,55.0,543.0,2021-09-15 15:34:35.000,3.1.0,,4521.0,16.0,9.0,5.0,22.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,2.0,3270.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,8538.0,2.0,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,2.0,1008.0,,,,,,,,,,,,,,,,
147,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,,55.0,21.0,51.0,16.0,29.0,517.0,2022-02-11 15:19:00.000,1.0.0,,1624.0,11.0,10.0,10.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,177.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,12719.0,3.0,,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66459.0,,,,,,,,,,,
148,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-03-14 15:25:47.000000,2022-09-05 14:24:06,238.0,,98.0,31.0,83.0,28.0,37.0,348.0,2021-11-27 17:02:34.000,3.0.1,,7546.0,23.0,9.0,5.0,16.0,https://pypi.org/project/jupyterlab-github,2021-11-27 16:59:30.000,2.0,1292.0,,,,2.0,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,2.0,6254.0,,,,,,,,,,,,,,,,
149,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,False,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-03-04 10:34:32.000000,2022-02-15 08:27:46,176.0,,29.0,5.0,59.0,27.0,21.0,280.0,2021-02-04 22:39:49.000,0.8.0,,16532.0,20.0,4.0,2.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,11134.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2022-09-02 08:38:51.500,20148.0,2.0,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,,4593.0,,,,,,,,,,,,,,,,
150,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,20,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-02-16 13:40:19.000000,2023-02-16 13:40:18,633.0,2.0,46.0,15.0,220.0,4.0,111.0,266.0,2022-05-04 07:37:18.000,0.3.21,920.0,4751.0,50.0,119.0,112.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,3107.0,https://anaconda.org/conda-forge/retrolab,2022-05-04 08:31:56.164,34585.0,3.0,,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,4.0,38.0,,,,,,,,,,,,,,,,
151,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,20,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2023-03-14 22:08:59.000000,2022-12-28 12:48:39,43.0,1.0,38.0,4.0,39.0,7.0,37.0,257.0,2022-12-28 12:53:08.808,2.3.1,,312870.0,10.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-execute-time,2022-12-28 12:53:08.808,,309322.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2022-12-28 16:26:29.965,33972.0,2.0,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,2.0,2242.0,,,,,,,,,,,,,,,,
152,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-02-19 06:25:42.000000,2023-02-19 06:09:43,378.0,4.0,35.0,9.0,122.0,5.0,71.0,245.0,2023-02-19 06:27:03.000,2.8.2,83178.0,1223.0,34.0,,,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
153,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,20,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2023-03-03 20:58:14.000000,2023-03-02 14:54:55,1789.0,16.0,22.0,2.0,215.0,35.0,127.0,233.0,2023-01-26 14:36:27.520,2.10.1,,2229.0,564.0,3.0,3.0,18.0,https://pypi.org/project/naas,2023-01-26 14:36:27.520,,2229.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
154,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,20,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-03-15 10:58:02.000000,2023-02-08 18:57:02,180.0,12.0,17.0,7.0,75.0,15.0,36.0,168.0,2023-02-08 19:04:01.721,0.7.3,,7624.0,19.0,6.0,3.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,1.0,2638.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-03-09 08:15:57.373,66121.0,2.0,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,2.0,2112.0,,,,,,,,,,,,,,,,
155,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,20,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-03-08 10:22:05.823000,2023-03-08 10:15:16,358.0,20.0,21.0,16.0,92.0,12.0,35.0,105.0,2023-03-08 10:22:18.488,1.3.0,,1589.0,15.0,5.0,2.0,6.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,692.0,,,,2.0,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2023-03-08 10:22:05.823,2.0,897.0,,,,,,,,,,,,,,,,
156,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,20,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-01-11 00:33:05.122000,2023-01-11 00:31:54,157.0,7.0,44.0,12.0,43.0,38.0,32.0,86.0,2023-01-11 00:33:05.122,0.17.0,,2811.0,18.0,23.0,22.0,18.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-01-11 00:33:05.122,1.0,2257.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2022-11-10 08:37:30.936,24413.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,19,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,462.0,2020-02-16 07:15:03.000,0.2.0,,16213.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,16213.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
158,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,19,True,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2022-11-07 11:02:02.457000,2022-05-09 10:21:01,216.0,,75.0,25.0,33.0,26.0,104.0,454.0,2022-05-09 10:21:42.000,0.17.1,,2063.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2022-05-09 10:21:12.000,5.0,975.0,https://anaconda.org/conda-forge/matlab_kernel,2022-11-07 11:02:02.457,30464.0,3.0,,,,,,,,,,,,,,,,,,,,,,
159,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,19,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-03-09 15:40:33.000000,2023-03-09 15:40:32,97.0,1.0,71.0,25.0,11.0,5.0,50.0,416.0,2020-06-09 08:23:50.000,0.8.0,,4605.0,16.0,22.0,,9.0,https://pypi.org/project/appmode,2020-06-09 08:23:50.000,22.0,1535.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,196488.0,3.0,-3.0,,,,,,,,,,,,,,,,,,,,,
160,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,19,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-01-05 16:15:48.000000,2022-04-28 22:45:01,515.0,,79.0,36.0,118.0,50.0,65.0,386.0,2020-05-27 00:10:19.202,2.0.0,,720.0,32.0,6.0,4.0,16.0,,,,,,,,2.0,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,2.0,720.0,,,,,,,,,,,,,,,,
161,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-02-03 16:13:40.000000,2022-12-10 17:49:24,81.0,,40.0,13.0,74.0,37.0,11.0,215.0,2022-12-10 18:10:00.475,0.5.2,,3589.0,7.0,16.0,6.0,14.0,https://pypi.org/project/sidecar,2022-12-10 18:10:00.475,8.0,2837.0,https://anaconda.org/conda-forge/sidecar,2022-12-10 22:58:53.725,15257.0,2.0,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,2.0,304.0,,,,,,,,,,,,,,,,
162,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,19,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-03-16 13:29:59.912000,2023-01-13 14:14:25,262.0,2.0,77.0,36.0,29.0,,58.0,192.0,2022-12-01 21:51:02.000,2.4.13,,4299.0,20.0,1.0,,11.0,https://pypi.org/project/sas_kernel,2022-12-01 21:49:02.222,1.0,4270.0,https://anaconda.org/anaconda/sas_kernel,2023-03-16 13:29:59.912,1932.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,31.0,12.0,25.0,19.0,20.0,172.0,2018-03-23 20:36:58.000,0.4.1,,6970.0,14.0,107.0,107.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,5439.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,111820.0,3.0,,,,,,,,,,,,,,,,,,,,,,
164,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,19,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2023-03-16 12:06:14.000000,2023-03-09 12:14:59,1583.0,63.0,25.0,10.0,399.0,51.0,381.0,148.0,,,,2263.0,,,,20.0,,,,,,,,3.0,,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2023-03-14 16:53:08.475080,3.0,167498.0,,,,,,,,,,,
165,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,19,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2023-03-15 04:42:54.000000,2022-11-23 09:34:00,111.0,,26.0,8.0,43.0,19.0,17.0,104.0,2022-08-24 12:33:17.000,0.2.2,,73954.0,12.0,10.0,2.0,9.0,https://pypi.org/project/ipytree,2022-08-23 15:13:01.647,8.0,72104.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,64627.0,3.0,,ipytree,https://www.npmjs.com/package/ipytree,2022-08-23 15:10:34.820,,504.0,,,,,,,,,,,,,,,,
166,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,19,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2023-03-15 02:16:19.000000,2023-03-15 02:16:17,325.0,12.0,15.0,4.0,79.0,6.0,62.0,88.0,2022-04-11 20:18:27.000,0.4.4,,1898.0,25.0,16.0,6.0,5.0,https://pypi.org/project/jupyterlab_iframe,2019-06-29 16:55:52.000,8.0,801.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,18497.0,2.0,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,2.0,553.0,,,,,,,,,,,,,,,,
167,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,90.0,,172.0,32.0,11.0,73.0,57.0,909.0,2019-05-06 03:28:50.000,1.3.0,116389.0,2041.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
168,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-02-03 04:21:45.711711,2023-01-11 06:17:33,718.0,1.0,19.0,31.0,140.0,45.0,143.0,760.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,174.0,174.0,46.0,,,,,,,,3.0,,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1834.0,,,,,,,,,iruby,,
169,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,335.0,,61.0,20.0,86.0,43.0,99.0,502.0,2020-09-05 22:35:32.000,2.3.0,,12288.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,995335.0,3.0,,,,,,,,,,,,,,,,,,,,,,
