,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
127,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,21,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-03-31 13:53:45.000000,2022-03-22 08:54:46,367.0,44.0,29.0,9.0,119.0,3.0,65.0,214.0,2022-03-22 09:11:27.000,2.7.9,63241.0,1129.0,31.0,,,18.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
128,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,21,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,2019-07-19 09:06:19.000,2022-03-31 00:49:46.000000,2022-03-16 04:44:52,644.0,34.0,26.0,8.0,237.0,30.0,48.0,204.0,2022-03-08 18:11:54.000,1.1.11,,2433.0,31.0,3.0,,12.0,https://pypi.org/project/ipydatagrid,BSD-3-Clause,2022-03-07 21:41:08.000,3.0,1216.0,https://anaconda.org/conda-forge/ipydatagrid,2022-03-08 05:41:00.267,11888.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2022-03-07 21:43:41.571,,303.0,,,,,,,,,,,,,,,,,
129,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-03-29 08:51:41.000000,2022-03-29 08:51:41,229.0,8.0,39.0,4.0,53.0,5.0,26.0,53.0,2021-11-15 20:11:03.000,1.3.0,,3910.0,8.0,82.0,73.0,13.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2021-11-15 20:11:03.000,9.0,3910.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
130,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,21,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-03-28 19:36:23.000000,2022-03-21 23:43:49,488.0,4.0,49.0,9.0,114.0,21.0,69.0,47.0,2021-10-19 17:25:45.000,1.0.5,,5825.0,11.0,35.0,35.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-10-19 17:25:45.000,,5825.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
131,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2022-03-29 17:20:36.000000,2022-03-25 21:26:26,2361.0,1.0,352.0,91.0,872.0,158.0,1095.0,3788.0,2021-06-02 09:44:54.000,2.16.3,,,90.0,,,89.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
132,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,True,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,180.0,34.0,31.0,13.0,14.0,955.0,2021-06-14 15:07:13.000,1.1.0,,6916.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000,6.0,6916.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
133,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2022-03-22 23:51:47.000000,2022-02-17 09:42:09,713.0,17.0,17.0,31.0,135.0,44.0,140.0,698.0,2021-08-17 16:20:34.000,0.7.4,15.0,18.0,10.0,156.0,156.0,44.0,,MIT,,,,,,,2.0,,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1591.0,,,,,,,,,iruby,,
134,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,20,False,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2022-03-22 10:45:28.000000,2019-07-22 16:06:53,86.0,,109.0,23.0,26.0,40.0,53.0,573.0,2019-07-22 16:07:09.000,0.7.2,2838.0,6187.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000,27.0,4575.0,https://anaconda.org/conda-forge/bash_kernel,2021-11-16 13:29:31.555,47215.0,2.0,,,,,,,,,,,,,,,,,,,,,,
135,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,20,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,2020-04-23 20:56:54.000,2022-03-24 18:18:25.000000,2022-03-24 18:17:50,320.0,6.0,40.0,11.0,5.0,9.0,63.0,494.0,2021-12-24 13:13:45.000,0.13.1,,15683.0,73.0,1.0,,9.0,https://pypi.org/project/datapane,Apache-2.0,2021-12-29 21:25:31.000,1.0,14509.0,https://anaconda.org/conda-forge/datapane,2021-12-29 22:00:20.421,23486.0,3.0,,,,,,,,,,,,,,,,,,,,,,
136,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,4.0,53.0,18.0,51.0,14.0,29.0,482.0,2022-02-11 15:19:00.000,1.0.0,,2166.0,11.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2022-02-11 15:19:00.000,,410.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,9243.0,2.0,,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66423.0,,,,,,,,,,,
137,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,20,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-03-24 11:53:30.000000,2022-03-07 20:39:10,198.0,13.0,53.0,14.0,71.0,26.0,30.0,451.0,2021-05-25 18:05:21.000,0.6.0,,10461.0,102.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2022-03-07 15:46:50.000,,4896.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2021-05-30 13:00:25.332,17630.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,4913.0,3.0,,,,,,,,,,,,,,,,
138,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,44.0,5.0,26.0,4.0,5.0,426.0,2021-12-06 15:27:43.000,1.2.0,,26974.0,19.0,112.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2021-12-06 15:27:43.000,112.0,26974.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
139,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,20,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000,2022-03-27 01:40:21.000000,2022-03-27 01:40:21,625.0,40.0,32.0,14.0,75.0,9.0,72.0,360.0,2021-02-27 04:59:39.000,0.1.5,,1056.0,15.0,18.0,18.0,7.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000,,323.0,https://anaconda.org/conda-forge/tributary,2022-03-12 18:55:19.653,15397.0,3.0,,,,,,,,,,,,,,,,,,,,,,
140,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-03-23 07:09:52.000000,2022-03-23 07:09:49,121.0,5.0,36.0,21.0,66.0,8.0,78.0,195.0,2021-09-30 18:07:43.000,3.0.4,,27568.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000,5.0,5478.0,https://anaconda.org/conda-forge/jupyter_bokeh,2021-11-30 03:54:16.601,18323.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040,,21218.0,,,,,,,,,,,,,,,,,
141,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,18.0,20.0,109.0,35.0,39.0,181.0,2019-12-09 16:49:29.000,2.5.1,,552276.0,19.0,9.0,8.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000,1.0,552276.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
142,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,26.0,12.0,25.0,17.0,18.0,159.0,2018-03-23 20:36:58.000,0.4.1,,8432.0,14.0,75.0,75.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000,,7070.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,83107.0,2.0,,,,,,,,,,,,,,,,,,,,,,
143,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-03-29 18:57:05.000000,2022-03-29 18:57:04,159.0,12.0,16.0,3.0,33.0,4.0,38.0,107.0,2022-03-16 04:55:49.000,0.20.1,,21675.0,24.0,9.0,,13.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2022-03-16 04:55:49.000,9.0,21026.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-03-16 09:12:13.740,10393.0,3.0,,,,,,,,,,,,,,,,,,,,,,
144,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2022-03-29 01:55:15.000000,2021-12-22 18:40:06,219.0,,66.0,12.0,57.0,25.0,43.0,88.0,2021-12-01 19:23:10.000,2.0.1,,2780.0,12.0,37.0,37.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2021-12-01 19:23:10.000,,2523.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2021-12-01 22:22:18.422,8740.0,2.0,,,,,,,,,,,,,,,,,,,,,,
145,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,20,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-03-27 18:46:28.000000,2022-03-27 18:46:28,259.0,35.0,15.0,3.0,50.0,6.0,61.0,79.0,2022-03-20 16:27:26.000,0.4.2,,2408.0,23.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000,8.0,953.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-03-20 21:36:15.385,5097.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-03-20 16:26:53.240,,1224.0,,,,,,,,,,,,,,,,,
146,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,20,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,117.0,3.0,8.0,4.0,43.0,3.0,4.0,49.0,2021-11-06 14:18:45.000,0.4.0,,547079.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2021-11-06 14:16:09.000,12.0,546012.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,27766.0,3.0,,,,,,,,,,,,,,,,,,,,,,
147,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51,702.0,,376.0,122.0,256.0,97.0,683.0,2439.0,2021-02-24 00:04:46.000,1.23.2,,,41.0,,,100.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
148,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-03-08 22:30:52.790000,2022-01-17 13:34:34,472.0,1.0,228.0,59.0,192.0,128.0,113.0,2145.0,,,,3530.0,15.0,,,20.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,137672.0,3.0,,,,,,,,,,,,,,,,,,,,,,
149,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-03-30 17:13:18.000000,2022-02-23 17:12:18,415.0,2.0,60.0,15.0,109.0,49.0,54.0,515.0,2021-09-15 15:34:35.000,3.1.0,,5104.0,16.0,3.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-09-15 15:34:16.000,1.0,3343.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,3023.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,,1630.0,-2.0,,,,,,,,,,,,,,,,
150,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,19,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,,69.0,18.0,9.0,41.0,29.0,449.0,2020-02-16 07:15:03.000,0.2.0,,3034.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000,31.0,3034.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
151,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,335.0,,54.0,18.0,86.0,33.0,98.0,440.0,2020-09-05 22:35:32.000,2.3.0,,8210.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,566551.0,3.0,,,,,,,,,,,,,,,,,,,,,,
152,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,19,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-03-02 03:45:42.000000,2021-08-10 23:33:46,513.0,,71.0,37.0,111.0,40.0,65.0,358.0,2020-05-27 00:10:19.202,2.0.0,,3096.0,32.0,2.0,2.0,15.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,3096.0,,,,,,,,,,,,,,,,,
153,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,19,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-03-27 15:23:56.000000,2022-03-27 15:23:55,514.0,11.0,20.0,14.0,15.0,10.0,188.0,307.0,2020-02-02 22:32:28.000,0.1.6,,314.0,26.0,15.0,14.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000,1.0,314.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
154,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,19,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000,2022-02-28 17:20:02.000000,2022-02-28 17:20:01,340.0,8.0,43.0,4.0,64.0,10.0,44.0,239.0,2021-10-02 05:04:29.585,0.8.1,,1407.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,Apache-2.0,2021-09-29 21:27:13.000,,1049.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,5083.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,76.0,,,,,,,,,,,,,,,,,
155,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000,2022-03-29 12:29:10.000000,2022-03-29 12:29:09,606.0,4.0,22.0,7.0,132.0,16.0,37.0,216.0,2021-09-03 10:15:28.752,3.0.2,2.0,1167.0,27.0,1.0,1.0,24.0,https://pypi.org/project/mamba-gator,BSD-3-Clause,2021-09-03 07:30:09.000,,228.0,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,12495.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,159.0,,,,,,,,,,,,,,,,,
156,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2022-03-31 09:46:58.000000,2021-08-30 21:48:24,31.0,,36.0,12.0,1.0,21.0,7.0,215.0,2020-03-12 16:09:39.000,0.0.8,,13599.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000,15.0,13312.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,5457.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,True,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-03-26 07:55:02.000000,2021-04-15 20:39:36,590.0,,20.0,9.0,106.0,43.0,41.0,210.0,2021-01-05 06:49:22.791,0.2.6,,1363.0,46.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000,37.0,1293.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,70.0,,,,,,,,,,,,,,,,,
158,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,19,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2022-03-24 01:14:04.000000,2020-05-24 13:16:16,426.0,,34.0,30.0,58.0,57.0,34.0,166.0,2019-10-03 18:34:08.594,3.0.0,,118.0,17.0,15.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,118.0,,,,,,,,,,,,,,,,,
159,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,19,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-03-26 15:47:21.000000,2021-08-26 08:02:18,111.0,,24.0,4.0,31.0,6.0,16.0,142.0,2021-08-26 08:02:17.096,3.1.1,,3038.0,12.0,232.0,232.0,7.0,https://pypi.org/project/theme-darcula,BSD-3-Clause,2021-08-26 08:01:55.000,,1498.0,https://anaconda.org/conda-forge/theme-darcula,2021-09-20 17:55:41.101,2338.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096,,1328.0,,,,,,,,,,,,,,,,,
160,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-03-05 00:08:17.000000,2022-03-05 00:08:17,329.0,2.0,94.0,15.0,116.0,45.0,71.0,131.0,2021-04-07 15:14:58.000,1.1.0,,2533.0,9.0,17.0,15.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000,2.0,2533.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
161,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,19,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,28.0,6.0,17.0,40.0,2021-10-28 11:35:32.000,1.0.0,,5567.0,8.0,61.0,58.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2021-10-28 11:35:32.000,3.0,5567.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
162,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,19,False,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53,266.0,,7.0,5.0,35.0,3.0,6.0,28.0,2021-01-04 10:18:03.000,4.2.0,,54120.0,16.0,488.0,464.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000,24.0,51159.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,133250.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,90.0,,149.0,31.0,10.0,64.0,57.0,769.0,2019-05-06 03:28:50.000,1.3.0,76783.0,1706.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
164,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,18,True,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,2019-09-07 00:30:49.000,2022-03-31 08:13:24.000000,2021-08-23 11:44:08,105.0,,108.0,15.0,14.0,42.0,27.0,743.0,2021-08-23 11:45:07.000,1.2.3,,10822.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,MIT,2021-08-23 11:45:07.000,,10822.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
165,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,18,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,4.0,67.0,36.0,123.0,13.0,127.0,435.0,2020-03-08 20:03:38.000,3.0.4,5336.0,61.0,15.0,,,28.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,663.0,,,,,,,,,,,
166,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,18,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-11-16 18:18:22.867000,2020-11-09 20:41:43,210.0,,72.0,22.0,31.0,26.0,102.0,420.0,2018-11-30 21:07:39.000,0.16.1,,2222.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000,1.0,1428.0,https://anaconda.org/conda-forge/matlab_kernel,2021-11-16 18:18:22.867,12712.0,3.0,,,,,,,,,,,,,,,,,,,,,,
