,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
41,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,29,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-07-05 16:29:00.000000,2022-07-05 16:29:00,1965.0,4.0,133.0,45.0,341.0,67.0,221.0,2259.0,2021-10-26 00:11:36.407,1.0.1,,313775.0,27.0,217.0,76.0,40.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,239070.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,580759.0,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,66037.0,,,,,,,,,,,,,,,,
42,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,29,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-07-26 13:33:49.000000,2022-07-26 13:21:25,974.0,3.0,224.0,53.0,116.0,168.0,128.0,1776.0,2019-07-07 19:46:13.862,0.5.2,,82942.0,48.0,881.0,828.0,41.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,75114.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,370245.0,2.0,1.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2132.0,,,,,,widgetti/ipyvolume,,,,,,,,,,
43,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,29,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-07-20 13:52:57.000000,2022-06-25 01:42:59,2391.0,31.0,102.0,18.0,403.0,158.0,263.0,1294.0,2022-03-21 19:31:19.000,3.10.1,,22618.0,66.0,200.0,193.0,41.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,5.0,16063.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,47316.0,1.0,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-03-21 19:22:11.218,2.0,4405.0,,,,,,,,,,,,,,,,
44,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,29,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,156.0,7.0,207.0,33.0,36.0,39.0,22.0,788.0,2022-04-01 20:13:44.000,0.4.2,77.0,460206.0,14.0,1781.0,1742.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,438716.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,172039.0,2.0,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,12887.0,,,,,,,,,,,,,,,,
45,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-07-26 08:29:17.000000,2022-07-26 08:29:17,1212.0,35.0,261.0,32.0,334.0,55.0,238.0,418.0,2022-05-19 17:08:22.000,4.1.0,,29632.0,31.0,123.0,109.0,71.0,https://pypi.org/project/jupyterhub-kubespawner,2022-05-19 17:08:22.000,14.0,29242.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-05-20 01:38:00.807,6244.0,1.0,,,,,,,,,,,,,,,,,,,,,,
46,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-07-21 14:48:40.400000,2021-03-31 14:20:34,1174.0,,2404.0,21.0,322.0,31.0,245.0,12196.0,2022-06-07 15:02:55.365,3.4.3,,151503.0,168.0,2.0,,11.0,,,,,,,,1.0,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-07-21 14:48:40.400,2.0,151503.0,,,,,,,,,,,,,,,,
47,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,,1024.0,160.0,76.0,205.0,198.0,9172.0,2018-11-22 17:02:16.000,0.20.0,,30913.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,30913.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
48,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,28,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-07-28 15:14:53.000000,2022-07-28 15:14:53,1100.0,235.0,257.0,29.0,175.0,46.0,83.0,2559.0,,,,128534.0,56.0,3.0,,24.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,128416.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,1298.0,2.0,,,,,,,,,,,,,,,,,,,,,,
49,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,28,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-07-28 00:41:48.000000,2022-07-28 00:35:17,2365.0,36.0,305.0,45.0,696.0,169.0,323.0,1364.0,2022-02-06 14:43:19.000,2022.02.0,,5455.0,18.0,187.0,162.0,112.0,https://pypi.org/project/jupyter-repo2docker,2022-02-06 14:20:14.000,25.0,5455.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
50,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,28,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-06-17 17:50:59.000000,2021-12-06 21:48:19,1667.0,,175.0,40.0,166.0,73.0,149.0,825.0,2021-02-26 14:01:21.000,2.3.0,,92502.0,43.0,65.0,20.0,29.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,83267.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,401946.0,2.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,3804.0,,,,,,,,,,,,,,,,
51,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-07-28 16:01:43.000000,2022-07-28 16:01:42,7177.0,384.0,144.0,37.0,2526.0,750.0,6883.0,687.0,2022-07-15 17:50:09.000,2022.6.120,,1971.0,27.0,,,252.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-04-12 12:37:00.421,31541.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-07-28 12:54:22.000000,2022-07-21 07:11:51,9621.0,393.0,39.0,24.0,912.0,77.0,496.0,645.0,2022-07-21 07:11:56.000,1.15.0,3130.0,405.0,100.0,25.0,17.0,34.0,,,,,,,,2.0,,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,11.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16460.0,,,,,,,,,,,
53,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-06-23 05:16:34.737000,2022-06-22 16:00:22,584.0,3.0,134.0,26.0,126.0,56.0,88.0,198.0,2022-06-22 16:01:33.000,6.4.4,50.0,3376613.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,3343623.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2473384.0,2.0,,,,,,,,,,,,,,,,,,,,,,
54,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-21 14:51:33.969000,2021-08-10 23:33:21,523.0,,2404.0,30.0,63.0,64.0,51.0,12196.0,2022-06-07 15:06:05.312,5.4.3,,164204.0,159.0,6.0,,14.0,,,,,,,,1.0,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-07-21 14:51:33.969,6.0,164204.0,,,,,,,,,,,,,,,,
55,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,852.0,276.0,93.0,76.0,76.0,6970.0,2019-07-24 15:57:06.000,1.0.0,,235904.0,4.0,131.0,127.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,235904.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
56,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1027.0,2021-02-01 03:34:36.000,1.1.19,,12589.0,92.0,268.0,239.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,11400.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,38051.0,2.0,,,,,,,,,,,,,,,,,,,,,,
57,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,27,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-07-28 14:24:44.000000,2022-07-28 14:24:42,1167.0,153.0,133.0,16.0,1320.0,61.0,215.0,532.0,2022-07-25 16:01:22.000,0.20.0,,9400.0,37.0,37.0,34.0,28.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,9400.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
58,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,27,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-06-25 22:24:01.026000,2022-06-25 19:26:22,372.0,17.0,53.0,21.0,86.0,41.0,82.0,153.0,2022-06-25 19:39:15.000,0.4.0,,127704.0,20.0,136.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,136.0,125468.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-06-25 22:24:01.026,143120.0,2.0,,,,,,,,,,,,,,,,,,,,,,
59,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-05-21 19:17:40.000000,2022-05-21 19:17:40,690.0,2.0,310.0,83.0,257.0,66.0,159.0,4089.0,2022-02-19 00:48:20.000,0.5.1,,26220.0,18.0,107.0,107.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,25132.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,6657.0,2.0,,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,697.0,,,,,,,,,,,,,,,,
60,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-03-15 15:20:24.000000,2020-04-07 18:56:49,405.0,,387.0,89.0,102.0,152.0,125.0,2870.0,2020-04-07 16:43:54.000,1.3.1,,67888.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,81.0,60416.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,348537.0,2.0,,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,896.0,,,,,,,,,,,,,,,,
61,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,26,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2022-07-17 11:55:06.000000,2022-07-09 09:08:49,502.0,11.0,109.0,21.0,58.0,53.0,32.0,909.0,2022-07-17 11:55:06.000,0.5.0,,297839.0,13.0,185.0,,20.0,https://pypi.org/project/jupyter_nbextensions_configurator,2018-12-29 12:36:16.000,185.0,283328.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,1044826.0,2.0,,,,,,,,,,,,,,,,,,,,,,
62,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-07-05 08:59:36.000000,2022-07-05 08:59:36,628.0,5.0,277.0,25.0,204.0,17.0,239.0,427.0,2021-07-22 10:16:21.000,12.1.0,,8973.0,16.0,155.0,129.0,64.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,8682.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,12810.0,2.0,,,,,,,,,,,,,,,,,,,,,,
63,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-07-28 13:13:46.000000,2022-01-05 15:51:17,446.0,,42.0,10.0,84.0,37.0,61.0,382.0,2020-07-30 10:58:32.000,0.9.6,,119547.0,19.0,1778.0,1575.0,29.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,116080.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,218474.0,2.0,,,,,,,,,,,,,,,,,,,,,,
64,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-06-26 13:59:57.000000,2022-06-26 13:59:57,1123.0,3.0,77.0,17.0,108.0,28.0,113.0,284.0,2022-03-29 15:39:45.000,0.29.0,31.0,68581.0,92.0,77.0,,30.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,77.0,60688.0,https://anaconda.org/conda-forge/metakernel,2022-03-29 22:58:53.906,591812.0,1.0,,,,,,,,,,,,,,,,,,,,,,
65,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-06-27 14:03:15.000000,2022-06-22 08:23:11,499.0,16.0,60.0,11.0,146.0,57.0,80.0,165.0,2022-03-19 21:53:15.000,1.1.0,,8570.0,20.0,510.0,492.0,25.0,https://pypi.org/project/nbgitpuller,2022-03-19 21:53:15.000,18.0,7532.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,38413.0,2.0,,,,,,,,,,,,,,,,,,,,,,
66,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-06-13 05:23:20.000000,2022-06-13 05:23:20,990.0,23.0,692.0,182.0,380.0,122.0,166.0,5146.0,2022-04-20 02:55:58.000,0.9.1,,380.0,31.0,1.0,,67.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,380.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
67,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,25,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-06-01 08:42:51.000000,2022-05-15 14:29:21,1200.0,10.0,759.0,42.0,321.0,20.0,305.0,3308.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,136.0,136.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
68,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,25,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-07-20 19:51:50.000000,2022-07-20 19:51:49,164.0,6.0,845.0,5.0,57.0,10.0,15.0,2529.0,2022-06-22 17:35:36.698,3.1.1,,96159.0,102.0,86.0,9.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,,237.0,https://anaconda.org/conda-forge/ipyregulartable,2021-01-08 13:11:27.537,2546.0,2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-07-06 21:23:04.374,77.0,95795.0,,,,,,,,,,,,,,,,
69,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-07-21 13:31:33.000000,2022-07-21 13:31:32,270.0,31.0,845.0,2.0,73.0,3.0,16.0,2529.0,2022-06-22 17:35:36.698,3.1.1,,96850.0,102.0,89.0,11.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,726.0,https://anaconda.org/conda-forge/ipydagred3,2022-05-07 03:39:00.452,8568.0,2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-07-06 21:23:04.374,77.0,95795.0,,,,,,,,,,,,,,,,
70,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-07-20 13:51:29.415140,2022-07-20 02:40:33,2005.0,36.0,835.0,91.0,878.0,27.0,282.0,2153.0,2022-07-20 13:10:17.000,2af29ddd126e13ed6b1aebdd84c7f87992e71290f852f0bccd53df1ed7408594,,2220.0,79.0,,,146.0,,,,,,,,3.0,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-07-20 13:51:29.415140,162.0,193195.0,,,,,,,,,,,
71,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,25,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,2054.0,,255.0,82.0,1292.0,228.0,667.0,977.0,2021-08-16 19:04:35.000,1.2.20210816,,46330.0,19.0,12.0,,52.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,46330.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
72,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,25,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-07-21 03:28:28.000000,2022-06-22 12:18:37,438.0,22.0,50.0,11.0,154.0,42.0,69.0,614.0,2022-05-03 07:59:11.987,0.12.0,,15855.0,31.0,724.0,703.0,18.0,https://pypi.org/project/ipycanvas,2022-05-03 07:57:48.000,20.0,12279.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,73007.0,2.0,,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-05-03 07:59:11.987,1.0,1429.0,,,,,,,,,,,,,,,,
73,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,25,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2022-07-25 16:46:50.000000,2022-07-25 16:46:50,1420.0,9.0,110.0,23.0,593.0,28.0,402.0,575.0,2021-06-11 00:32:29.000,3.0.3,214.0,17128.0,75.0,41.0,2.0,33.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,37.0,4645.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,456317.0,2.0,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,5352.0,,,,,,,,,,,,,,,,
74,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,25,True,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,BSD-3-Clause,2017-04-21 16:05:14.000,2022-07-27 23:57:48.000000,2022-07-27 23:57:48,1198.0,46.0,175.0,42.0,602.0,69.0,467.0,521.0,2022-01-27 22:17:10.000,2.6.0,18716.0,3294.0,32.0,,,101.0,https://pypi.org/project/jupyter_enterprise_gateway,2022-01-27 22:13:14.000,,1257.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2022-04-18 17:30:18.864,95742.0,1.0,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
75,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,25,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-07-28 14:20:06.000000,2022-07-20 16:04:58,895.0,16.0,58.0,23.0,295.0,87.0,105.0,448.0,2022-07-11 19:38:44.000,0.32.2,64.0,16898.0,70.0,14.0,,21.0,https://pypi.org/project/itkwidgets,2022-06-16 15:50:05.000,14.0,9456.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,277449.0,2.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2022-07-11 19:27:50.082,,1135.0,,,,,,,,,,,,,,,,
76,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,25,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,592.0,18.0,59.0,31.0,337.0,13.0,82.0,330.0,2022-02-10 02:01:39.000,3.6.0,,12720.0,39.0,84.0,,11.0,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5947.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,494432.0,2.0,,,,,,,,,,,,,,,,,,,,,,
77,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-07-20 05:42:51.000000,2022-07-08 18:44:35,802.0,10.0,112.0,16.0,187.0,64.0,94.0,244.0,2022-01-24 23:18:09.000,3.2.1,,132908.0,27.0,93.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,89.0,106629.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,746669.0,2.0,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-01-24 23:17:43.903,,8068.0,,,,,,,,,,,,,,,,
