,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
116,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-10-03 10:38:52.000000,2023-10-03 10:38:51,572.0,6.0,63.0,11.0,154.0,30.0,73.0,65.0,2023-05-22 08:28:01.738,1.2.0,,8617.0,13.0,63.0,63.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,8617.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
117,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,22,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-11-01 16:22:50.000000,2023-10-31 10:18:19,130.0,13.0,13.0,6.0,71.0,6.0,7.0,55.0,2023-10-19 10:55:09.000,1.10.1,,158290.0,21.0,597.0,597.0,4.0,https://pypi.org/project/ipyvue,,,151494.0,https://anaconda.org/conda-forge/ipyvue,2023-09-07 16:06:30.904,111831.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,4069.0,,,,,,,widgetti/ipyvue,,,,,,,,,,,,,
118,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,74.0,32.0,3.0,91.0,3208.0,2021-07-13 22:12:59.000,0.13.2,,10105.0,4.0,,,11.0,,,,,,,,3.0,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,545701.0,,,,,,,,,,,,,,,
119,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,21,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-10-30 18:13:43.000000,2023-10-02 16:40:51,692.0,2.0,37.0,7.0,546.0,8.0,280.0,893.0,2023-04-02 18:18:43.000,1.7.0,,81486.0,46.0,,,25.0,https://pypi.org/project/nbqa,,,77995.0,https://anaconda.org/conda-forge/nbqa,2023-06-16 19:23:19.382,129180.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
120,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,21,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,237.0,49.0,12.0,22.0,8.0,885.0,2021-01-22 17:06:54.671,0.4.0,,4772.0,10.0,522.0,518.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,2.0,1370.0,,,,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,3402.0,,,,,,,,2021-01-22 17:06:54.671,2.0,,,,,,,,,,,
121,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,155.0,29.0,108.0,65.0,56.0,847.0,2021-10-12 17:36:36.000,1.8.1,,56052.0,4.0,,,20.0,https://pypi.org/project/witwidget,,,4079.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2082325.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,1185.0,,,,,,,,,,,,,,,,,,,,
122,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2023-09-12 11:35:01.000000,2023-06-18 21:06:46,488.0,,53.0,7.0,138.0,27.0,164.0,761.0,,,,97342.0,42.0,,,42.0,https://pypi.org/project/jupyterlab_code_formatter,,,82672.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,682469.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2262.0,,,,,,,,,,,,,,,,,,,,
123,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,21,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-10-30 21:34:36.000000,2023-09-26 03:18:06,1345.0,7.0,196.0,40.0,752.0,63.0,495.0,577.0,2023-03-18 23:02:09.000,3.2.2,31757.0,4552.0,37.0,,,113.0,https://pypi.org/project/jupyter_enterprise_gateway,,,2269.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2023-06-16 13:24:38.315,133124.0,2.0,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,,,,
124,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,21,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-10-19 17:35:49.000000,2023-08-25 13:35:42,232.0,3.0,70.0,16.0,102.0,30.0,40.0,526.0,2023-08-25 13:39:24.000,0.9.0,,100714.0,8.0,2.0,2.0,18.0,https://pypi.org/project/jupyterlab-nvdashboard,,,99590.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,37033.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,337.0,,,,,,,,,,,,,,,,,,,,
125,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-06-16 13:23:23.036000,2023-05-18 15:12:24,102.0,,68.0,25.0,16.0,4.0,54.0,428.0,2023-05-18 14:28:00.000,0.9.0,,4400.0,9.0,350.0,350.0,9.0,https://pypi.org/project/appmode,,,1374.0,https://anaconda.org/conda-forge/appmode,2023-06-16 13:23:23.036,217901.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
126,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,21,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2023-11-01 06:53:10.000000,2023-11-01 06:53:09,52.0,5.0,39.0,6.0,46.0,9.0,48.0,300.0,2023-08-02 18:16:36.000,3.0.1,,66234.0,12.0,6.0,3.0,17.0,https://pypi.org/project/jupyterlab-execute-time,2023-08-02 18:16:36.000,1.0,63506.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2023-09-21 20:20:06.140,53194.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,1164.0,,,,,,,,2021-01-18 14:16:24.052,2.0,,,,,,,,,,,
127,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,,29.0,6.0,60.0,,44.0,291.0,2021-02-04 22:39:49.000,0.8.0,,19803.0,2.0,146.0,146.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,,,15113.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,30668.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,3761.0,,,,,,,,,,,,,,,,,,,,
128,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,21,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,27.0,19.0,41.0,25.0,25.0,271.0,,,,22653.0,5.0,293.0,293.0,11.0,https://pypi.org/project/nteract-scrapbook,,,22306.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15622.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
129,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,619.0,,20.0,21.0,109.0,34.0,39.0,197.0,2019-12-03 17:50:40.000,2.5.0,,93944.0,6.0,15.0,15.0,7.0,https://pypi.org/project/bookstore,,,93944.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
130,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,21,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2023-11-01 23:17:14.000000,2023-10-27 14:07:09,1678.0,64.0,29.0,10.0,473.0,33.0,448.0,153.0,,,,2068.0,,,,23.0,,,,,,,,3.0,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2023-10-27 14:08:19.964451,5.0,169596.0,,,,,,,,,,,,,,,
131,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,21,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-11-01 05:49:13.000000,2023-10-03 10:41:37,232.0,4.0,47.0,9.0,67.0,27.0,49.0,89.0,2023-06-08 13:14:00.415,1.0.1,,3606.0,20.0,31.0,30.0,21.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-01-11 00:33:05.122,1.0,3013.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,30852.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
132,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,21,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-10-26 14:17:38.000000,2023-10-26 14:17:37,234.0,8.0,13.0,4.0,88.0,2.0,36.0,67.0,2023-08-15 15:28:38.000,3.4.0,3269.0,23669.0,28.0,97.0,97.0,10.0,https://pypi.org/project/jupyter-archive,,,21688.0,https://anaconda.org/conda-forge/jupyter-archive,2023-08-16 14:54:33.988,56567.0,2.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,501.0,,,,,,,,,,,,,,,,,,,,
133,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-10-03 10:43:22.000000,2023-10-03 10:43:21,442.0,8.0,49.0,7.0,131.0,5.0,43.0,61.0,2023-06-16 08:44:01.377,1.6.1,,2648.0,13.0,106.0,97.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2023-06-16 08:44:01.377,9.0,2648.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
134,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,20,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-09-25 10:00:46.000000,2023-08-05 06:50:25,531.0,2.0,270.0,64.0,223.0,154.0,123.0,2795.0,,,,5499.0,20.0,,,26.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-09-10 19:24:00.969,225474.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
135,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-08-18 00:03:30.000000,2023-06-02 22:48:38,718.0,,397.0,119.0,269.0,125.0,703.0,2684.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
136,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-08-16 07:33:28.000000,2023-01-11 06:17:33,718.0,,22.0,32.0,141.0,45.0,144.0,798.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,210.0,210.0,46.0,,,,,,,,2.0,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,2000.0,,,,,3.0,,,,,,,iruby,,,
137,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,20,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-08-31 16:23:08.000000,2018-12-04 14:43:25,32.0,,79.0,21.0,8.0,22.0,41.0,605.0,2018-01-15 18:11:51.000,0.9.0,,21482.0,8.0,373.0,373.0,3.0,https://pypi.org/project/pivottablejs,,,21453.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2770.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
138,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-10-31 13:45:02.000000,2023-10-31 13:44:58,446.0,3.0,65.0,15.0,131.0,32.0,57.0,579.0,2023-05-31 04:26:11.000,3.2.0,,2349.0,3.0,5.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,,,1451.0,https://anaconda.org/conda-forge/jupyterlab-latex,2023-06-16 19:18:37.104,12449.0,2.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,609.0,,,,,,,,,,,,,,,,,,,,
139,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-08-03 14:11:51.000000,2023-08-03 14:11:49,247.0,,97.0,32.0,90.0,20.0,41.0,386.0,2023-08-03 14:12:11.000,4.0.0,24.0,3532.0,7.0,5.0,5.0,17.0,https://pypi.org/project/jupyterlab-github,,,2303.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1229.0,,,,,,,,,,,,,,,,,,,,
140,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-10-18 00:17:01.000000,2023-10-17 13:34:23,383.0,8.0,53.0,8.0,105.0,11.0,50.0,297.0,,,,1757.0,10.0,45.0,45.0,4.0,https://pypi.org/project/jupyter-flex,,,1165.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,15957.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,173.0,,,,,,,,,,,,,,,,,,,,
141,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-10-26 14:20:47.000000,2023-10-26 14:20:46,625.0,3.0,26.0,6.0,151.0,15.0,41.0,250.0,2023-05-05 13:00:11.000,5.2.1,2.0,1261.0,30.0,4.0,4.0,26.0,https://pypi.org/project/mamba-gator,,,23.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,37609.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,194.0,,,,,,,,,,,,,,,,,,,,
142,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,20,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 18:18:16.177000,2023-08-30 15:29:37,94.0,11.0,40.0,13.0,76.0,37.0,12.0,230.0,2023-08-30 15:33:27.000,0.7.0,,10731.0,8.0,16.0,6.0,16.0,https://pypi.org/project/sidecar,2023-08-30 15:33:27.000,8.0,8991.0,https://anaconda.org/conda-forge/sidecar,2023-08-30 18:18:16.177,20889.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,1126.0,,,,,,,,2021-07-05 14:42:11.336,2.0,,,,,,,,,,,
143,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,22.0,8.0,117.0,67.0,42.0,227.0,2021-01-05 06:49:39.135,0.2.6,,4020.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,3778.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,242.0,,,,,,,,2021-01-05 06:49:22.791,2.0,,,,,,,,,,,
144,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2023-07-19 08:30:24.000000,2023-03-14 10:04:23,136.0,,45.0,21.0,94.0,22.0,82.0,227.0,2023-03-14 10:13:01.307,3.0.7,,53240.0,19.0,23.0,2.0,18.0,https://pypi.org/project/jupyter-bokeh,2023-03-14 10:10:06.309,19.0,46243.0,https://anaconda.org/conda-forge/jupyter_bokeh,2023-06-16 19:19:30.692,72005.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,5241.0,,,,,,,,2023-03-14 10:13:01.307,2.0,,,,,,,,,,,
145,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,35.0,5.0,46.0,21.0,17.0,192.0,2022-07-20 12:04:00.552,4.0.0,,2767.0,13.0,1295.0,1293.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,1706.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,22657.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,331.0,,,,,,,,2022-07-20 12:02:58.154,2.0,,,,,,,,,,,
146,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2023-06-25 05:31:24.530000,2023-06-23 00:48:01,236.0,,75.0,13.0,65.0,29.0,48.0,109.0,,,,10217.0,9.0,45.0,45.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,,,9451.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2023-06-25 05:31:24.530,22225.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
147,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2023-10-03 11:40:54.000000,2023-04-15 13:12:28,431.0,,46.0,12.0,140.0,11.0,30.0,62.0,2022-08-25 15:31:47.000,0.12.3,61.0,292486.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,,,279556.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,543027.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
148,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,20,False,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,,9.0,5.0,47.0,2.0,10.0,38.0,2023-06-14 12:41:06.000,4.3.5,,96011.0,8.0,944.0,944.0,5.0,https://pypi.org/project/ipydatawidgets,,,92142.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,251497.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
149,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,260.0,19.0,39.0,43.0,33.0,1981.0,,,,3313.0,,142.0,142.0,8.0,https://pypi.org/project/colabcode,,,3313.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
150,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2023-10-13 08:07:19.000000,2019-12-08 22:22:20,90.0,,209.0,34.0,13.0,80.0,58.0,987.0,2019-05-06 03:28:50.000,1.3.0,140840.0,2166.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
151,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,102.0,30.0,63.0,64.0,51.0,726.0,2018-04-16 17:16:10.000,0.2.0,,100801.0,1.0,,,14.0,,,,,,,,2.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,100801.0,,,,,,,,,,-9.0,,,,,,,,,,
152,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2023-07-31 14:11:12.000000,2020-11-30 15:55:07,335.0,,62.0,21.0,87.0,41.0,100.0,541.0,2020-09-05 22:35:32.000,2.3.0,,13798.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2023-06-16 13:16:37.337,1228046.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
153,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,19,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2023-10-30 10:05:21.000000,2023-10-30 10:05:21,908.0,8.0,64.0,16.0,407.0,63.0,124.0,392.0,,,,41727.0,85.0,,,21.0,https://pypi.org/project/xeus-python,,,8867.0,https://anaconda.org/conda-forge/xeus-python,2023-09-26 08:47:30.112,1347292.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
154,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,19,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,39.0,16.0,65.0,45.0,47.0,366.0,,,,1627.0,7.0,298.0,298.0,15.0,https://pypi.org/project/nteract-testbook,,,17.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,57981.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
