,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,trending,conda_dependent_project_count,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
13,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-11-09 19:31:04.000000,2022-11-09 19:31:03,2501.0,127.0,246.0,35.0,543.0,164.0,183.0,299.0,2022-10-25 12:29:11.689,7.4.4,433.0,14494415.0,70.0,2189.0,,121.0,https://pypi.org/project/jupyter-client,2022-10-19 22:25:36.304,2189.0,14356787.0,https://anaconda.org/conda-forge/jupyter_client,2022-10-25 18:44:04.506,10870420.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,33,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-11-05 14:54:39.000000,2022-10-18 22:34:20,938.0,23.0,375.0,92.0,343.0,112.0,242.0,4982.0,2022-08-15 04:13:05.241,2.4.0,,847008.0,72.0,2722.0,2536.0,108.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,186.0,840445.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,334713.0,1.0,,,,,,,,,,,,,,,,,,,,,,
15,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,33,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-11-09 15:10:44.000000,2022-11-09 09:34:11,1520.0,574.0,396.0,41.0,480.0,68.0,669.0,3849.0,2022-11-08 23:19:01.444,2.3.9,,61053.0,150.0,77.0,,76.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,77.0,61053.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
16,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-11-09 14:31:50.000000,2022-10-27 16:02:31,1144.0,22.0,347.0,61.0,553.0,210.0,327.0,1310.0,2022-10-19 07:57:17.000,0.17.2,,226987.0,76.0,3221.0,3104.0,81.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,158685.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,914994.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,3.0,56572.0,,,,,,,,,,,,
17,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-11-08 15:14:40.000000,2022-11-08 15:14:40,967.0,73.0,141.0,25.0,192.0,52.0,77.0,191.0,2022-10-10 13:14:07.218,5.7.0,,12396290.0,31.0,8597.0,,69.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8597.0,12252335.0,https://anaconda.org/conda-forge/nbformat,2022-10-10 18:22:46.575,11357927.0,1.0,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-10-10 13:12:21.243,,184.0,,,,,,,,,,,,
18,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-11-10 14:20:41.000000,2022-10-26 19:51:28,11226.0,29.0,571.0,157.0,3969.0,180.0,1521.0,5905.0,2021-10-22 17:46:48.907,7.0.20,1388001.0,57754.0,94.0,38.0,,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,4176.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,33.0,35784.0,,,,,,,,,,,,
19,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,32,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-11-08 19:44:49.000000,2022-10-31 07:52:59,2267.0,2.0,355.0,70.0,463.0,82.0,467.0,5653.0,2022-07-29 11:00:19.211,1.14.1,,458884.0,111.0,3717.0,3553.0,72.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,164.0,442416.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,430465.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,7500.0,,1.0,,,,,,,,,,
20,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,31,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-11-09 14:25:40.000000,2022-09-29 15:04:10,3545.0,16.0,468.0,105.0,961.0,240.0,361.0,3369.0,2022-09-02 15:04:31.743,0.12.36,,149846.0,102.0,143.0,35.0,59.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,130399.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1065518.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,5787.0,,,,,,,,,,,,
21,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,31,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-11-10 08:26:02.000000,2022-11-09 19:41:19,1479.0,347.0,309.0,32.0,288.0,56.0,101.0,2848.0,,,,216095.0,64.0,853.0,850.0,29.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,215968.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,1907.0,2.0,,,,,,,,,,,,,,,,,,,,,,
22,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-09-20 09:05:33.000000,2022-09-03 20:41:19,10292.0,2.0,436.0,81.0,1509.0,51.0,2061.0,2345.0,2022-08-01 21:01:18.000,8.2.3,,1255.0,86.0,584.0,447.0,231.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1255.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
23,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-11-10 14:05:13.000000,2022-11-04 18:17:05,1794.0,68.0,265.0,46.0,1373.0,231.0,1295.0,1475.0,2022-10-04 22:43:16.000,3.12.0,,5197.0,116.0,45.0,38.0,55.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,3.0,2618.0,https://anaconda.org/conda-forge/elyra,2022-10-06 17:22:57.096,22269.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-10-04 22:08:44.045,4.0,1755.0,,,,,,,,,,,,
24,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,31,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-11-09 16:40:10.000000,2022-11-09 16:40:10,2499.0,120.0,326.0,45.0,729.0,182.0,334.0,1412.0,2022-10-18 19:01:00.000,2022.10.0,,5331.0,19.0,194.0,168.0,114.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,5331.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
25,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-11-09 14:25:47.000000,2022-08-22 09:53:38,479.0,5.0,195.0,42.0,229.0,121.0,144.0,1357.0,2022-08-22 10:06:31.028,0.11.2,,250138.0,48.0,4466.0,4375.0,28.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,91.0,206541.0,https://anaconda.org/conda-forge/ipympl,2022-08-22 10:48:52.758,1144661.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-08-22 10:06:31.028,,27245.0,,,,,,,,,,,,
26,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2022-11-01 07:34:39.000000,2022-11-01 07:34:35,331.0,11.0,48.0,10.0,162.0,39.0,62.0,108.0,2022-10-06 16:34:29.294,0.7.0,113.0,9561830.0,33.0,75817.0,75731.0,33.0,https://pypi.org/project/nbclient,2022-07-01 09:13:27.000,86.0,9371012.0,https://anaconda.org/conda-forge/nbclient,2022-10-07 06:52:51.888,6296785.0,2.0,,,,,,,,,,,,,,,,,,,,,,
27,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-11-09 19:14:54.000000,,,,2491.0,,,2181.0,,12436.0,2022-10-24 08:16:04.529,3.5.0,,2145995.0,454.0,2216.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1897.0,1874482.0,https://anaconda.org/conda-forge/jupyterlab,2022-10-24 12:08:41.619,6765649.0,2.0,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-11-04 17:17:38.687,319.0,183648.0,,,,,,,,,,,,
28,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-11-08 11:10:18.535711,2022-11-08 09:44:54,3207.0,67.0,2794.0,192.0,1038.0,25.0,764.0,7318.0,,,,994547.0,,,,223.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-11-08 11:10:18.535711,369.0,87520193.0,,,,,,,,,,,,,,,,,
29,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-10-25 18:42:05.961000,2022-07-17 11:19:32,2629.0,,804.0,137.0,833.0,352.0,452.0,4926.0,2019-01-02 12:28:49.000,0.5.1,,329109.0,17.0,211.0,,130.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,211.0,309637.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-10-25 18:42:05.961,1460471.0,1.0,,,,,,,,,,,,,,,,,,,,,,
30,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-08 20:21:41.000000,2022-11-04 18:35:00,631.0,13.0,306.0,67.0,224.0,44.0,438.0,3708.0,2022-11-04 20:13:09.831,2.9.0,,104538.0,152.0,551.0,539.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,99428.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,168651.0,2.0,,,,,,,,,,,,,,,,,,,,,,
31,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-08 20:21:41.000000,2022-11-04 18:35:00,631.0,13.0,306.0,67.0,224.0,44.0,438.0,3708.0,2022-11-04 20:13:09.831,2.9.0,,104538.0,152.0,551.0,539.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,99428.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,168651.0,1.0,,,,,,,,,,,,,,,,,,,,,,
32,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-11-09 13:27:18.000000,2022-09-21 04:28:58,1380.0,5.0,555.0,60.0,680.0,497.0,675.0,3112.0,2022-08-16 07:22:00.869,0.13.1,,75713.0,42.0,65.0,,111.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,65.0,73744.0,https://anaconda.org/conda-forge/jupyter-book,2022-08-22 02:39:14.822,41349.0,2.0,,,,,,,,,,,,,,,,,,,,,,
33,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-11-09 15:36:59.000000,2022-11-09 15:36:53,2715.0,23.0,915.0,118.0,411.0,55.0,285.0,2300.0,2022-06-20 10:37:35.000,8.4.1,,214415.0,41.0,287.0,,112.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,205320.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,718506.0,2.0,,,,,,,,,,,,,,,,,,,,,,
34,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-11-10 12:50:32.000000,2022-09-28 16:07:11,2497.0,81.0,114.0,17.0,437.0,165.0,278.0,1369.0,2022-08-26 15:33:43.000,3.10.2,,30859.0,67.0,266.0,257.0,45.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,7.0,23076.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,62489.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,2.0,5380.0,,,,,,,,,,,,
35,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-11-10 07:40:33.000000,2022-11-10 07:40:31,1802.0,14.0,257.0,35.0,622.0,89.0,453.0,1181.0,2022-09-30 14:26:03.786,0.39.3,,149123.0,65.0,40.0,16.0,80.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,116743.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-09-30 19:45:23.615,296218.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-09-30 14:25:00.858,4.0,26078.0,,,,,,,,,,,,
