,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
155,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2022-12-08 13:56:06.000000,2022-11-14 17:21:31,131.0,2.0,42.0,19.0,83.0,14.0,79.0,208.0,2022-09-20 16:25:47.708,3.0.5,,48929.0,18.0,9.0,,18.0,https://pypi.org/project/jupyter-bokeh,2021-09-30 18:07:43.000,9.0,37168.0,https://anaconda.org/conda-forge/jupyter_bokeh,2022-09-20 21:36:48.574,38323.0,2.0,,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2022-09-20 16:21:03.440,,10525.0,,,,,,,,,,,
156,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,20.0,20.0,109.0,35.0,39.0,187.0,2019-12-09 16:49:29.000,2.5.1,,28662.0,19.0,14.0,13.0,7.0,https://pypi.org/project/bookstore,2019-12-09 16:49:29.000,1.0,28662.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
157,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,29.0,12.0,25.0,18.0,20.0,171.0,2018-03-23 20:36:58.000,0.4.1,,4452.0,14.0,102.0,102.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2954.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,106383.0,3.0,,,,,,,,,,,,,,,,,,,,,,
158,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,19,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-11-23 09:34:01.000000,2022-11-23 09:34:00,111.0,4.0,26.0,8.0,40.0,19.0,17.0,99.0,2022-08-24 12:33:17.000,0.2.2,,74720.0,12.0,8.0,,9.0,https://pypi.org/project/ipytree,2021-03-03 12:59:31.000,8.0,73133.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,57701.0,3.0,,,,,,,ipytree,https://www.npmjs.com/package/ipytree,2022-08-23 15:10:34.820,,333.0,,,,,,,,,,,
159,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,19,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-01-05 11:08:55.000000,2022-12-28 20:26:38,153.0,3.0,44.0,11.0,41.0,37.0,32.0,84.0,2020-12-07 11:49:55.000,0.15.0,,1857.0,17.0,22.0,21.0,18.0,https://pypi.org/project/jupyterhub-systemdspawner,2022-04-22 08:27:58.000,1.0,1296.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2022-11-10 08:37:30.936,23591.0,3.0,,,,,,,,,,,,,,,,,,,,,,
160,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-12-16 09:46:54.000000,2022-12-16 09:46:51,322.0,149.0,10.0,3.0,16.0,39.0,146.0,63.0,2022-12-16 09:44:32.607,0.23.0,,1854.0,27.0,1.0,,5.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,363.0,,,,3.0,,,,,,,ipysigma,https://www.npmjs.com/package/ipysigma,2022-12-16 09:27:49.098,,1491.0,medialab/ipysigma,,,,,,,,,,
161,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-01-03 01:51:19.000000,2022-12-20 09:20:15,302.0,22.0,43.0,5.0,85.0,5.0,34.0,56.0,2021-11-15 20:11:03.000,1.3.0,,2289.0,8.0,9.0,,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2021-11-15 20:11:03.000,9.0,2289.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
162,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,19,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-09-26 08:51:09.246000,2022-09-22 15:26:02,89.0,,12.0,5.0,54.0,2.0,5.0,46.0,2022-09-22 15:30:48.129,1.8.0,,114177.0,24.0,43.0,20.0,3.0,https://pypi.org/project/ipyvue,2021-10-28 09:32:48.000,13.0,109835.0,https://anaconda.org/conda-forge/ipyvue,2022-09-26 08:51:09.246,66509.0,3.0,,,,,,,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2022-09-22 15:29:28.870,10.0,2720.0,widgetti/ipyvue,,,,,,,,,,
163,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,90.0,,171.0,31.0,11.0,73.0,57.0,878.0,2019-05-06 03:28:50.000,1.3.0,109105.0,1983.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
164,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-11-28 11:28:45.126345,2022-10-19 00:01:06,717.0,2.0,20.0,30.0,139.0,44.0,143.0,745.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,172.0,172.0,45.0,,,,,,,,3.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-11-28 11:28:45.126345,3.0,1787.0,,,,,,,,,,,,,,,iruby,,
165,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,335.0,,60.0,20.0,86.0,38.0,99.0,494.0,2020-09-05 22:35:32.000,2.3.0,,11721.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,926014.0,3.0,,,,,,,,,,,,,,,,,,,,,,
166,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-11-23 09:46:51.000000,2022-11-23 09:46:51,222.0,1.0,64.0,14.0,83.0,28.0,35.0,489.0,2022-05-10 19:49:24.000,0.7.0,,32051.0,113.0,,,18.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-06-23 14:41:47.000,,30626.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2022-05-11 10:48:15.511,27797.0,2.0,,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,674.0,,,,,,,,,,,
167,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,459.0,2020-02-16 07:15:03.000,0.2.0,,1630.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,1630.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
168,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,18,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2022-09-12 14:05:53.294000,2022-09-12 07:55:08,464.0,,37.0,7.0,19.0,32.0,59.0,180.0,2022-09-19 18:15:56.375,0.6.3,,1725.0,44.0,,,14.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,424.0,https://anaconda.org/conda-forge/cdsdashboards,2022-09-12 14:05:53.294,39044.0,3.0,,,,,,,,,,,,,,,,,,,,,,
169,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,426.0,,35.0,28.0,58.0,59.0,34.0,173.0,2019-10-03 18:34:08.594,3.0.0,,39.0,17.0,15.0,10.0,9.0,,,,,,,,2.0,,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,39.0,,,,,,,,,,,
170,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,18,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-11-13 12:48:25.000000,2022-11-13 12:29:58,168.0,10.0,17.0,7.0,69.0,16.0,33.0,163.0,2021-10-08 10:09:24.361,0.7.2,,5494.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,,1688.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,58721.0,2.0,,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,1010.0,,,,,,,,,,,
171,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2023-01-05 12:33:19.000000,2023-01-05 12:30:09,1540.0,33.0,25.0,10.0,353.0,61.0,337.0,145.0,,,,2300.0,,,,20.0,,,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-12-23 15:13:44.039886,3.0,165624.0,,,,,,,,,,,,,,,,,
172,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,117.0,,8.0,5.0,44.0,3.0,4.0,55.0,2021-11-06 14:18:45.000,0.4.0,,660921.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,2021-11-06 14:16:09.000,12.0,659455.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,52800.0,3.0,,,,,,,,,,,,,,,,,,,,,,
173,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-01-04 04:33:48.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,48.0,63.0,42.0,932.0,2019-07-16 04:35:55.953,0.11.0,,279.0,14.0,3.0,3.0,8.0,,,,,,,,2.0,,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,279.0,,,,,,,,,,,
174,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2022-12-22 01:02:27.000000,2021-08-23 11:44:08,105.0,,115.0,15.0,15.0,42.0,28.0,757.0,2021-08-23 11:45:07.000,1.2.3,,5249.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,5249.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
175,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,65.0,36.0,123.0,13.0,127.0,435.0,2020-03-08 20:03:38.000,3.0.4,5441.0,56.0,15.0,,,28.0,,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,701.0,,,,,,,,,,,,,,,,,
176,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,17,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2023-01-05 04:14:26.000000,2022-12-26 22:14:20,540.0,46.0,87.0,33.0,252.0,39.0,129.0,406.0,,,,,,,,31.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
177,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-11-22 01:33:40.000000,2022-11-22 01:33:39,534.0,2.0,20.0,13.0,25.0,11.0,188.0,329.0,2020-02-02 22:32:28.000,0.1.6,,97.0,26.0,19.0,18.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,1.0,97.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
178,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-12-12 23:16:12.000000,2022-12-12 23:16:08,374.0,2.0,34.0,9.0,120.0,4.0,71.0,242.0,2022-04-10 08:38:48.000,2.8.0,78803.0,1193.0,32.0,,,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
179,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-12-08 08:38:24.000000,2022-12-08 08:38:23,617.0,3.0,26.0,6.0,143.0,23.0,39.0,229.0,2022-07-25 13:09:54.000,npm@3.1.0,2.0,1043.0,29.0,1.0,1.0,25.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,51.0,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,24254.0,3.0,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,60.0,,,,,,,,,,,
180,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,34.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,361.0,4.0,22.0,17.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,361.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
181,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,42.0,20.0,22.0,14.0,80.0,175.0,2017-06-02 21:19:27.000,0.5.0,89.0,1266.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,87329.0,3.0,,,,,,,,,,,,,,,,,,,,,,
182,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,5.0,29.0,9.0,22.0,172.0,2021-05-22 01:50:04.000,3.1.0,,2223.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,4.0,1369.0,,,,2.0,,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,854.0,,,,,,,,,,,
183,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,17,True,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:42:58.000000,2022-11-23 11:42:26,83.0,3.0,19.0,6.0,12.0,7.0,23.0,144.0,2022-11-23 11:42:59.000,1.2.0,,4375.0,3.0,6.0,,8.0,https://pypi.org/project/environment_kernels,2018-02-12 12:56:44.000,6.0,4375.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
184,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,17,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2022-12-05 03:43:25.000000,2022-12-05 03:43:24,394.0,15.0,27.0,13.0,96.0,14.0,44.0,131.0,2021-06-04 01:03:11.000,0.3.1,,495.0,7.0,,,10.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,,302.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,5421.0,2.0,,,,,,,,,,,,,,,,,,,,,,
185,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,17,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-11-17 20:43:18.000000,2022-11-17 20:43:17,205.0,4.0,9.0,7.0,73.0,13.0,19.0,125.0,2022-08-25 07:45:36.605,0.6.0,44.0,4804.0,13.0,3.0,,6.0,https://pypi.org/project/ipylab,2021-11-13 10:58:14.000,3.0,4227.0,https://anaconda.org/conda-forge/ipylab,2022-08-25 11:30:14.285,16459.0,2.0,,,,,,,ipylab,https://www.npmjs.com/package/ipylab,2022-08-25 07:45:26.801,,143.0,,,,,,,,,,,
186,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,17,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2022-12-27 09:35:53.000000,2022-12-27 09:35:50,511.0,40.0,20.0,9.0,215.0,12.0,34.0,123.0,2022-12-13 10:15:17.000,0.0.46,1690.0,1216.0,39.0,,,12.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,323.0,https://anaconda.org/conda-forge/fps-auth,2022-12-13 15:42:47.184,7816.0,3.0,,,,,,,,,,,,,,,,,,,,,,
187,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-11-22 01:41:14.000000,2022-11-22 01:41:13,313.0,2.0,15.0,4.0,72.0,6.0,62.0,84.0,2022-04-11 20:18:27.000,0.4.4,,1654.0,25.0,12.0,4.0,5.0,https://pypi.org/project/jupyterlab_iframe,2019-06-29 16:55:52.000,8.0,598.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,16836.0,2.0,,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,,530.0,,,,,,,,,,,
188,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,17,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,80.0,2018-08-10 16:52:09.000,0.1.0,,3565.0,4.0,325.0,321.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,3565.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
189,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,17,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2022-11-07 19:30:19.663000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1306.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,216.0,https://anaconda.org/conda-forge/jupyter_cms,2022-11-07 19:30:19.663,82894.0,3.0,,,,,,,,,,,,,,,,,,,,,,
190,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,72.0,2020-06-18 03:31:10.000,0.5.10,,1085.0,23.0,31.0,27.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,1085.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
191,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,17,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-12-19 08:35:30.000000,2022-11-22 10:29:04,219.0,8.0,11.0,3.0,75.0,2.0,33.0,58.0,2022-11-22 10:35:54.095,3.3.3,3252.0,5985.0,34.0,,,10.0,https://pypi.org/project/jupyter-archive,2022-04-08 13:50:50.000,,4227.0,https://anaconda.org/conda-forge/jupyter-archive,2022-11-22 14:09:41.446,34826.0,3.0,,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-11-22 10:32:08.783,,783.0,,,,,,,,,,,
192,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,17,False,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2022-12-07 12:46:17.000000,2021-09-10 08:58:36,115.0,,38.0,10.0,36.0,17.0,20.0,44.0,2018-06-19 13:50:35.000,0.5.2,,640.0,8.0,50.0,47.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,3.0,640.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
193,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,False,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,26.0,4.0,28.0,6.0,17.0,42.0,2021-10-28 11:35:32.000,1.0.0,,3519.0,8.0,75.0,72.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,3519.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
194,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1059.0,,,,1683.0,,,,9.0,,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131299.0,,,,,,,,,,,,,,,,,
