,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,bitbucket_id
230,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-07-12 00:25:41.000000,2022-11-28 19:10:54,345.0,,30.0,13.0,48.0,9.0,18.0,481.0,,,,40.0,,2.0,2.0,13.0,,,,,,3.0,nbgather,,,https://www.npmjs.com/package/nbgather,,,40.0,,,,,,,,,,,,,,,
231,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,41.0,23.0,6.0,1.0,15.0,451.0,,,,172.0,,,,4.0,https://pypi.org/project/py_d3,172.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
232,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,47.0,12.0,92.0,38.0,37.0,394.0,,,,426.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,426.0,,,,3.0,jupyterlab-sql,,,https://www.npmjs.com/package/jupyterlab-sql,,,,,,,,,,,,,,,,,,
233,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,12.0,32.0,10.0,20.0,345.0,2020-11-15 17:48:03.000,0.9.21,,8.0,8.0,,,19.0,,,,,,3.0,jupyterlab-ielixir,,,https://www.npmjs.com/package/jupyterlab-ielixir,,,5.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,351.0,,,,,,,,,ielixir,
234,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,59.0,,55.0,15.0,17.0,38.0,26.0,292.0,,,,793.0,,,,11.0,https://pypi.org/project/nbopen,793.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
235,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,9.0,22.0,176.0,,,,3312.0,,,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2578.0,,,,3.0,@aquirdturtle/collapsible_headings,,,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,,,734.0,,,,,,,,,,,,,,,
236,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,13,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,9.0,9.0,13.0,6.0,33.0,110.0,,,,33578.0,,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-flake8,33459.0,,,,3.0,jupyterlab-flake8,,,https://www.npmjs.com/package/jupyterlab-flake8,,,119.0,,,,,,,,,,,,,,,
237,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,22.0,7.0,24.0,8.0,8.0,91.0,,,,6113.0,,,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,6053.0,,,,3.0,jupyterlab_sparkmonitor,,,https://www.npmjs.com/package/jupyterlab_sparkmonitor,,,52.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,323.0,,,,,,,,,,
238,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,13,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,17.0,17.0,82.0,,,,65.0,,30.0,30.0,16.0,https://pypi.org/project/niwidgets,65.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
239,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,True,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,14.0,11.0,12.0,3.0,8.0,73.0,,,,243.0,3.0,6.0,6.0,9.0,https://pypi.org/project/allthekernels,113.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,6124.0,3.0,,,,,,,,,,,,,,,,,,,,,,
240,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,False,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,13.0,4.0,20.0,2.0,7.0,60.0,2021-11-04 09:42:14.000,0.11.1,,82.0,15.0,7.0,7.0,4.0,https://pypi.org/project/sshkernel,82.0,,,,3.0,,2021-11-04 09:42:14.000,,,,,,,,,,,,,,,,,,,,
241,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2023-04-05 16:09:42.000000,2023-04-05 16:09:42,36.0,,52.0,11.0,25.0,18.0,14.0,58.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,10.0,10.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
242,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,15.0,5.0,50.0,8.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,133.0,11.0,4.0,2.0,8.0,,,,,,3.0,@jupyterlab/shortcutui,,,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,2.0,133.0,,,,,,,,,,,,,,,
243,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-07-20 12:46:29.000000,2023-07-20 12:46:28,220.0,7.0,2.0,4.0,48.0,5.0,32.0,52.0,2022-03-15 23:37:08.839,0.2.4,,72.0,16.0,3.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,50.0,,,,3.0,jupyterlab_email,2022-03-15 23:37:04.000,,https://www.npmjs.com/package/jupyterlab_email,2022-03-15 23:37:08.839,2.0,22.0,,,,,,,,,,,,,,,
244,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,40.0,7.0,14.0,9.0,8.0,50.0,,,,431.0,1.0,15.0,12.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,431.0,,,,3.0,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,,,,,,
245,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,13,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,7.0,8.0,11.0,39.0,2018-09-27 22:26:32.000,0.1.0,,7122.0,3.0,2.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,7122.0,,,,3.0,,2018-09-27 22:26:32.000,2.0,,,,,,,,,,,,,,,,,,,
246,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,27.0,2017-04-29 22:45:46.000,0.3.1,,1589.0,4.0,131.0,114.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,1589.0,,,,3.0,,2017-04-29 22:45:46.000,17.0,,,,,,,,,,,,,,,,,,,
247,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,13,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,1.0,6.0,5.0,311.0,1.0,32.0,15.0,2020-04-22 09:38:54.000,0.7.3,,989.0,15.0,1.0,,13.0,https://pypi.org/project/jupyter-nbrequirements,989.0,,,,3.0,,2020-04-22 09:38:54.000,1.0,,,,,,,,,,,,,,,,,,,
248,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,13,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2023-06-16 14:16:31.359000,2019-05-06 04:27:05,47.0,,2.0,1.0,,6.0,,13.0,2023-06-16 14:18:00.491,0.4.1,,6920.0,45.0,12.0,,2.0,https://pypi.org/project/ipyaggrid,6311.0,,,,3.0,ipyaggrid,2022-12-17 16:24:31.588,12.0,https://www.npmjs.com/package/ipyaggrid,2023-06-16 14:16:31.359,,609.0,,,,,,,,7.0,,,,,,,
249,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,2017-08-30 13:12:25.000,1.0.0,,1641.0,1.0,106.0,97.0,7.0,https://pypi.org/project/nullauthenticator,1641.0,,,,3.0,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,,
250,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,69.0,11.0,6.0,11.0,,732.0,,,,404.0,,28.0,28.0,,https://pypi.org/project/pigeon-jupyter,404.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
251,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,34.0,21.0,48.0,40.0,20.0,291.0,,,,40.0,,2.0,2.0,6.0,,,,,,3.0,jupyterlab_voyager,,,https://www.npmjs.com/package/jupyterlab_voyager,,,40.0,,,,,,,,,,,,,,,
252,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,12,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,27.0,11.0,4.0,13.0,15.0,214.0,,,,918.0,,,,4.0,https://pypi.org/project/jupyter-datatables,918.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
253,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,12,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,11.0,6.0,1.0,1.0,,158.0,,,,662.0,,10.0,10.0,2.0,https://pypi.org/project/notebookjs,59.0,,,,3.0,notebookjs,,,https://www.npmjs.com/package/notebookjs,,,603.0,,,,,,,,,,,,,,,
254,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
255,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,23.0,27.0,32.0,24.0,10.0,97.0,,,,41.0,,2.0,2.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,12.0,,,,3.0,@jupyterlab/commenting-extension,,,https://www.npmjs.com/package/@jupyterlab/commenting-extension,,,29.0,,,,,,,,,,,,,,,
256,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,False,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,56.0,,9.0,2.0,38.0,7.0,,76.0,2021-12-12 18:33:03.000,1.2.0,,513.0,9.0,5.0,2.0,5.0,https://pypi.org/project/jupyterlab-quickopen,419.0,,,,3.0,@parente/jupyterlab-quickopen,2021-12-12 18:33:03.000,1.0,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580,2.0,94.0,,,,,,,,,,,,,,,
257,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,12,False,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,2018-04-20 16:11:58.000,2023-07-19 14:25:36.000000,2023-07-19 14:25:34,144.0,2.0,9.0,7.0,76.0,2.0,11.0,70.0,2022-04-19 08:14:02.000,3.1.0,,1165.0,5.0,6.0,6.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,611.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2023-06-16 19:26:42.180,10113.0,3.0,jupyterlab-kernelspy,,,https://www.npmjs.com/package/jupyterlab-kernelspy,,,133.0,,,,,,,,,,,,,,,
258,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,166.0,52.0,1.0,11.0,4.0,785.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
259,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,14.0,9.0,6.0,19.0,188.0,2020-04-12 11:15:09.000,1.3,,128.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,128.0,,,,3.0,,2020-04-12 11:15:32.000,,,,,,,,,,,,,,,,,,,,
260,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,11,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,310.0,,10.0,10.0,51.0,60.0,24.0,148.0,,,,55.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
261,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,11,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,145.0,,,,726.0,,3.0,3.0,4.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,,,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,,,726.0,,,,,,,,,,,,,,,
262,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,11,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,137.0,2018-10-05 14:26:44.945,0.1.0,,321.0,2.0,3.0,,3.0,https://pypi.org/project/ipyannotate,310.0,,,,3.0,ipyannotate,2018-07-29 08:53:50.000,1.0,https://www.npmjs.com/package/ipyannotate,2018-10-05 14:26:44.945,2.0,11.0,,,,,,,,,,,,,,,
263,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,11,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-12-30 02:57:55.000000,2019-10-29 13:53:37,74.0,,14.0,10.0,32.0,7.0,3.0,85.0,2019-08-09 15:57:25.000,0.1.1,,57.0,1.0,7.0,7.0,3.0,https://pypi.org/project/ipymaterialui,30.0,,,,3.0,jupyter-materialui,,,https://www.npmjs.com/package/jupyter-materialui,,,27.0,,,,,,,,,,,,,,,
264,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,11,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2023-01-03 15:16:54.000000,2020-10-16 21:38:08,114.0,,6.0,3.0,48.0,2.0,3.0,60.0,2020-03-12 15:14:07.198,1.0.0,,31.0,12.0,4.0,2.0,2.0,,,,,,3.0,jupyterlab-python-bytecode,,,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198,2.0,31.0,,,,,,,,,,,,,,,
265,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,11,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,9.0,12.0,40.0,2020-04-23 22:24:45.000,🐼,1.0,75.0,9.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,75.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
266,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,11,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2023-03-17 18:54:21.000000,2023-03-17 18:52:39,43.0,,11.0,4.0,8.0,3.0,12.0,21.0,2020-03-27 22:25:50.000,1.0.2,,205.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,205.0,,,,3.0,,2020-03-27 22:25:50.000,1.0,,,,,,,,,,,,,,,,,,,
267,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,11,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2023-06-16 16:13:13.990000,2019-07-16 16:58:16,37.0,,15.0,7.0,13.0,6.0,4.0,19.0,2019-07-01 16:01:55.000,0.4.0,,731.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,69.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2023-06-16 16:13:13.990,35768.0,3.0,,2019-07-01 16:01:55.000,,,,,,,,,,,,,,,,,,,,
268,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,11,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,8.0,9.0,23.0,11.0,14.0,15.0,2020-01-15 19:12:57.000,0.5.1,17.0,41.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
269,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,11,False,remote_ikernel,tdaff/remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,12.0,2.0,4.0,11.0,18.0,13.0,2021-12-15 16:24:07.577,0.2.5,,168.0,19.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,168.0,,,,3.0,,2017-08-10 16:57:34.000,4.0,,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
270,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,11,False,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2023-06-16 19:20:23.415000,2023-05-23 20:01:16,689.0,25.0,,2.0,,,,12.0,,,,1046.0,8.0,,,7.0,https://pypi.org/project/tributary,174.0,https://anaconda.org/conda-forge/tributary,2023-06-16 19:20:23.415,32293.0,3.0,,,,,,,,,,,,,,,-6.0,,,,,,,
271,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,59.0,20.0,19.0,33.0,13.0,276.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
272,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,10,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,,5.0,159.0,,,,75.0,,8.0,8.0,3.0,https://pypi.org/project/ipyexperiments,75.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
273,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,10,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,16.0,8.0,14.0,2.0,15.0,146.0,,,,873.0,,7.0,7.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,500.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,,,373.0,,,,,,,,,,,,,,,
274,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,10,True,jupyterlab_darkside_ui,dunovank/jupyterlab_darkside_ui,,https://github.com/dunovank/jupyterlab_darkside_ui,BSD-3-Clause,2021-04-22 15:57:16.000,2023-05-30 13:40:31.000000,2023-05-30 13:40:30,31.0,2.0,9.0,4.0,5.0,,5.0,111.0,,,,662.0,,,,6.0,https://pypi.org/project/jupyterlab_darkside_ui,662.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
