,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-06-29 12:08:58.000000,2023-06-29 11:09:29,2323.0,19.0,369.0,69.0,500.0,99.0,491.0,6043.0,2023-06-04 20:25:56.000,1.14.6,,508368.0,100.0,5336.0,5336.0,78.0,https://pypi.org/project/jupytext,489572.0,https://anaconda.org/conda-forge/jupytext,2023-06-11 21:30:07.018,615819.0,1.0,jupyterlab-jupytext,,,https://www.npmjs.com/package/jupyterlab-jupytext,,,7600.0,,,,,,,,,,,,,,,,
11,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-06-16 13:21:26.060000,2023-05-14 21:34:31,1939.0,10.0,184.0,23.0,253.0,104.0,224.0,368.0,,,,3269674.0,38.0,138718.0,138718.0,120.0,https://pypi.org/project/qtconsole,3221029.0,https://anaconda.org/conda-forge/qtconsole,2023-06-16 13:21:26.060,4134888.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-06-28 14:29:22.000000,2023-06-28 09:26:13,1386.0,14.0,474.0,76.0,677.0,298.0,387.0,4815.0,2023-06-26 10:19:09.000,0.4.1,726.0,264647.0,90.0,9992.0,9915.0,65.0,https://pypi.org/project/voila,255805.0,https://anaconda.org/conda-forge/voila,2023-06-26 11:23:10.382,279021.0,1.0,@jupyter-voila/jupyterlab-preview,2022-03-29 17:15:53.000,75.0,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,353.0,,,,,,,,,,,,,,,,
13,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-06-06 16:50:28.000000,2023-06-06 16:50:15,1019.0,7.0,150.0,25.0,227.0,62.0,78.0,209.0,2023-05-31 13:34:07.390,5.9.0,162.0,14818145.0,36.0,231371.0,222632.0,76.0,https://pypi.org/project/nbformat,14624029.0,https://anaconda.org/conda-forge/nbformat,2023-05-31 13:59:17.447,16681146.0,1.0,nbformat-schema,2022-05-03 15:51:21.000,8737.0,https://www.npmjs.com/package/nbformat-schema,2023-05-31 13:33:39.844,2.0,145.0,,,,,,,,,,,,,,,,
14,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-06-29 14:05:53.000000,2023-06-26 20:06:03,1731.0,79.0,397.0,37.0,440.0,69.0,146.0,3600.0,2023-06-12 18:23:14.000,0.3.3,,187979.0,51.0,1884.0,1884.0,39.0,https://pypi.org/project/evidently,187660.0,https://anaconda.org/conda-forge/evidently,2023-06-12 20:39:40.191,7031.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-06-16 19:24:49.553000,2023-06-11 07:57:10,1422.0,8.0,576.0,62.0,729.0,547.0,724.0,3413.0,2023-03-14 01:24:58.000,0.15.1,,106440.0,42.0,10394.0,10394.0,125.0,https://pypi.org/project/jupyter-book,103435.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,84141.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-05-29 17:53:06.000000,2023-05-29 17:47:50,10342.0,21.0,361.0,79.0,1520.0,53.0,2083.0,2452.0,2023-04-30 10:42:55.000,8.2.4,,1651.0,78.0,487.0,487.0,236.0,https://pypi.org/project/nikola,1651.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,326.0,64.0,563.0,216.0,340.0,1376.0,2023-06-02 07:09:46.000,0.17.3,,191562.0,66.0,4631.0,4631.0,83.0,https://pypi.org/project/ipyleaflet,128674.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1033078.0,1.0,jupyter-leaflet,,,https://www.npmjs.com/package/jupyter-leaflet,,,50735.0,,,,,,,,,,,,,,,,
18,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,32,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-06-22 13:45:34.000000,2023-06-22 13:45:30,361.0,14.0,49.0,12.0,187.0,34.0,68.0,121.0,2023-05-22 15:04:06.000,0.8.0,329.0,10075859.0,32.0,111408.0,111408.0,37.0,https://pypi.org/project/nbclient,9824947.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,10035923.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
19,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,31,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-03-26 09:07:10.000000,2023-03-26 09:07:05,11254.0,,577.0,156.0,3985.0,185.0,1522.0,6038.0,2021-10-22 17:46:48.907,7.0.20,1448786.0,110664.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,3878.0,,,,2.0,@nteract/messaging,2019-07-16 03:59:16.000,5.0,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,35.0,89742.0,,,,,,,,,,,,,,,,
20,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-29 00:07:56.504000,2023-06-28 13:10:47,718.0,46.0,336.0,72.0,253.0,47.0,470.0,4107.0,2023-06-28 20:19:45.000,3.1.6,,152387.0,130.0,755.0,755.0,29.0,https://pypi.org/project/dtale,146248.0,https://anaconda.org/conda-forge/dtale,2023-06-29 00:07:56.504,227156.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
21,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-29 00:07:56.504000,2023-06-28 13:10:47,718.0,46.0,345.0,72.0,253.0,47.0,470.0,4107.0,2023-06-28 20:19:45.000,3.1.6,,152387.0,168.0,772.0,755.0,29.0,https://pypi.org/project/dtale,146248.0,https://anaconda.org/conda-forge/dtale,2023-06-29 00:07:56.504,227156.0,1.0,,2022-06-17 17:45:42.000,17.0,,,,,,,,,,,,,,,,,,,,
22,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,31,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-06-16 13:17:51.662000,2023-06-06 06:37:27,2821.0,56.0,962.0,122.0,466.0,53.0,289.0,2425.0,2023-04-14 13:35:06.415,8.6.1,,133509.0,45.0,290.0,,112.0,https://pypi.org/project/ipyparallel,123550.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,856534.0,1.0,,2015-10-27 13:25:37.000,290.0,,,,,,,,,,,,,,,,,,,,
23,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-06-16 13:22:32.078000,2023-06-16 01:18:19,510.0,2.0,209.0,39.0,246.0,133.0,150.0,1442.0,2023-02-15 19:21:40.000,0.9.3,,238560.0,42.0,7804.0,7804.0,32.0,https://pypi.org/project/ipympl,203544.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1372088.0,2.0,jupyter-matplotlib,,,https://www.npmjs.com/package/jupyter-matplotlib,,,17197.0,,,,,,,,,,,,,,,,
24,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-06-28 16:00:21.000000,2023-04-05 15:30:30,1283.0,11.0,424.0,51.0,390.0,142.0,296.0,1230.0,2023-04-05 15:34:02.134,0.20.5,,26476.0,55.0,329.0,307.0,59.0,https://pypi.org/project/sparkmagic,25146.0,https://anaconda.org/conda-forge/sparkmagic,2023-06-16 13:24:44.059,93140.0,1.0,,2023-01-30 15:51:14.959,22.0,,,,,,,,,,,,,,,,,,,,
25,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,31,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-06-27 16:47:47.000000,2023-06-27 16:47:46,12627.0,29.0,226.0,38.0,890.0,130.0,265.0,402.0,2023-06-27 03:53:04.000,2.7.0,1687.0,14384052.0,100.0,,,507.0,https://pypi.org/project/jupyter_server,14189718.0,https://anaconda.org/conda-forge/jupyter_server,2023-06-27 13:00:55.378,6411578.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
26,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-06-27 22:33:42.000000,,,,2697.0,,,2340.0,,13078.0,2023-06-26 16:53:06.808,3.6.5,,2421236.0,484.0,2490.0,,430.0,https://pypi.org/project/jupyterlab,2009105.0,https://anaconda.org/conda-forge/jupyterlab,2023-06-26 18:55:00.698,8174772.0,2.0,@jupyterlab/ui-components,2022-06-09 13:09:14.000,2140.0,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-06-26 16:53:06.808,350.0,191192.0,,,,,,,,,,,,,,,,
27,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-06-29 10:38:58.104182,2023-06-29 08:52:21,3347.0,51.0,2891.0,189.0,1098.0,21.0,807.0,7766.0,,,,940665.0,,,,233.0,,,,,,2.0,,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-06-29 10:38:58.104182,406.0,89363240.0,,,,,,,,,,,
28,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,30,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,3.0,907.0,269.0,98.0,82.0,81.0,7145.0,2023-05-24 15:58:01.158,1.1.1,,118457.0,9.0,196.0,187.0,31.0,https://pypi.org/project/facets-overview,118457.0,,,,2.0,,2023-01-30 13:48:01.697,9.0,,,,,,,,,,,,,,,,,,,,
29,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,30,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-06-28 21:44:22.000000,2023-06-08 14:23:52,939.0,1.0,378.0,92.0,348.0,125.0,246.0,5278.0,,,,960462.0,17.0,4992.0,4992.0,109.0,https://pypi.org/project/papermill,952555.0,https://anaconda.org/conda-forge/papermill,2023-06-16 16:09:40.383,458661.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
30,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-06-27 11:10:52.000000,2023-04-11 14:07:26,3641.0,3.0,442.0,103.0,1020.0,216.0,364.0,3448.0,2023-04-11 15:00:49.000,0.12.39,,142207.0,61.0,43.0,43.0,62.0,https://pypi.org/project/bqplot,125138.0,https://anaconda.org/conda-forge/bqplot,2023-06-16 13:16:29.498,1177726.0,2.0,bqplot,,,https://www.npmjs.com/package/bqplot,,,3214.0,,,,,,,,,,,,,,,,
31,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-06-28 23:35:36.000000,2023-04-21 20:49:35,292.0,2.0,297.0,49.0,94.0,111.0,42.0,1702.0,2023-02-27 00:06:57.430,0.5.0,,111122.0,19.0,4803.0,4735.0,55.0,https://pypi.org/project/ipython-sql,108351.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,227289.0,1.0,,2022-06-12 04:51:46.000,68.0,,,,,,,,,,,,,,,,,,,,
32,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-06-16 19:21:35.480000,2023-05-28 15:11:21,2631.0,38.0,118.0,17.0,469.0,171.0,305.0,1532.0,2023-05-28 15:29:13.000,4.2.0,,43501.0,46.0,1570.0,1570.0,48.0,https://pypi.org/project/jupyterlab-lsp,30633.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-06-16 19:21:35.480,229704.0,1.0,@krassowski/jupyterlab-lsp,,,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,,,5908.0,,,,,,,,,,,,,,,,
33,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-06-16 13:48:53.000000,2023-06-16 12:25:54,3387.0,13.0,294.0,42.0,910.0,232.0,633.0,1199.0,2023-06-16 12:26:21.000,0.8.4,172.0,5655.0,29.0,460.0,460.0,102.0,https://pypi.org/project/nbgrader,3769.0,https://anaconda.org/conda-forge/nbgrader,2023-06-16 13:21:18.863,145170.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
34,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,30,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-06-29 13:33:53.000000,2023-06-23 07:36:43,1436.0,77.0,294.0,31.0,420.0,74.0,262.0,478.0,2023-05-31 09:13:00.761,6.0.0,,56346.0,35.0,147.0,133.0,80.0,https://pypi.org/project/jupyterhub-kubespawner,55758.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-06-16 19:25:10.727,15898.0,1.0,,2018-01-30 12:48:13.000,14.0,,,,,,,,,,,,,,,,,,,,
35,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-06-29 13:19:55.000000,2023-06-28 08:36:24,1374.0,145.0,348.0,24.0,368.0,47.0,222.0,368.0,2022-09-08 08:55:21.120,15.1.0,,24194.0,31.0,399.0,354.0,112.0,https://pypi.org/project/oauthenticator,23431.0,https://anaconda.org/conda-forge/oauthenticator,2023-06-16 16:14:52.865,38199.0,1.0,,2022-06-09 11:01:21.000,45.0,,,,,,,,,,,,,,,,,,,,
36,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,29,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-06-07 18:04:20.000000,2023-05-31 20:49:34,1634.0,9.0,442.0,44.0,530.0,122.0,702.0,4406.0,2023-02-15 02:45:01.409,2.3.12,,47291.0,153.0,127.0,,86.0,https://pypi.org/project/nbdev,47291.0,,,,2.0,,2022-06-17 20:22:23.000,127.0,,,,,,,,,,,,,,,,,,,,
37,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,29,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-06-22 08:14:31.000000,2023-06-19 16:00:23,1898.0,6.0,291.0,46.0,1455.0,258.0,1349.0,1623.0,2023-03-29 14:23:28.000,3.15.0,,4858.0,126.0,55.0,46.0,58.0,https://pypi.org/project/elyra,3010.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,35435.0,1.0,@elyra/services,2022-07-06 22:27:20.000,3.0,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,806.0,,,,,,,,,,,,,,,,
