,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
137,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000,2022-02-14 05:37:15.000000,2022-02-14 05:37:09,338.0,12.0,41.0,3.0,62.0,9.0,43.0,232.0,2021-10-02 05:04:29.585,0.8.1,,1288.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,Apache-2.0,2021-09-29 21:27:13.000,,962.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,4829.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,42.0,,,,,,,,,,,,,,,,,
138,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2021-11-30 03:54:16.601000,2021-09-30 18:17:17,116.0,,37.0,21.0,61.0,8.0,73.0,193.0,2021-09-30 18:07:43.000,3.0.4,,27693.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000,5.0,6879.0,https://anaconda.org/conda-forge/jupyter_bokeh,2021-11-30 03:54:16.601,16697.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040,,19980.0,,,,,,,,,,,,,,,,,
139,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,18.0,20.0,109.0,35.0,39.0,180.0,2019-12-09 16:49:29.000,2.5.1,,164899.0,19.0,9.0,8.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000,1.0,164899.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
140,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,24.0,12.0,25.0,17.0,18.0,155.0,2018-03-23 20:36:58.000,0.4.1,,8268.0,14.0,70.0,70.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000,,6911.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,81426.0,2.0,,,,,,,,,,,,,,,,,,,,,,
141,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-01-18 11:19:46.000000,2021-05-05 12:02:36,327.0,,94.0,15.0,116.0,45.0,70.0,130.0,2021-04-07 15:14:58.000,1.1.0,,1651.0,9.0,13.0,11.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000,2.0,1651.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
142,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-02-14 05:23:44.000000,2022-02-14 05:23:42,155.0,19.0,14.0,3.0,30.0,3.0,35.0,104.0,2022-01-31 17:46:45.000,0.20.0,,38320.0,23.0,7.0,,12.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2022-01-31 17:46:45.000,7.0,37683.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-01-31 18:18:21.707,9558.0,3.0,,,,,,,,,,,,,,,,,,,,,,
143,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,20,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-02-08 00:00:10.000000,2022-02-08 00:00:09,230.0,30.0,15.0,3.0,40.0,8.0,58.0,77.0,2021-11-30 04:16:27.000,0.4.1,,1859.0,22.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000,8.0,704.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2021-11-30 15:57:17.463,4586.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2021-11-30 04:17:10.018,,937.0,,,,,,,,,,,,,,,,,
144,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,20,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,117.0,5.0,8.0,4.0,43.0,3.0,4.0,49.0,2021-11-06 14:18:45.000,0.4.0,,587742.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2021-11-06 14:16:09.000,12.0,586772.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,24258.0,3.0,,,,,,,,,,,,,,,,,,,,,,
145,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,20,False,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53,266.0,,7.0,5.0,35.0,3.0,6.0,28.0,2021-01-04 10:18:03.000,4.2.0,,66108.0,16.0,463.0,439.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000,24.0,63193.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,128272.0,3.0,,,,,,,,,,,,,,,,,,,,,,
146,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-01-17 13:34:34.000000,2022-01-17 13:34:34,472.0,1.0,222.0,58.0,192.0,125.0,113.0,2099.0,,,,3551.0,15.0,,,20.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611,134941.0,3.0,,,,,,,,,,,,,,,,,,,,,,
147,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,19,False,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2021-11-16 13:29:31.555000,2019-07-22 16:06:53,86.0,,109.0,23.0,25.0,40.0,53.0,569.0,2019-07-22 16:07:09.000,0.7.2,2838.0,7717.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000,27.0,6189.0,https://anaconda.org/conda-forge/bash_kernel,2021-11-16 13:29:31.555,43152.0,3.0,,,,,,,,,,,,,,,,,,,,,,
148,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,19,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,,69.0,18.0,9.0,41.0,29.0,450.0,2020-02-16 07:15:03.000,0.2.0,,3495.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000,31.0,3495.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
149,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,19,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-02-14 12:09:11.000000,2021-07-29 16:32:39,177.0,,36.0,20.0,24.0,19.0,13.0,396.0,2016-12-23 13:07:38.000,1.0.4,,1665.0,5.0,27.0,24.0,3.0,https://pypi.org/project/nbtutor,BSD-3-Clause,2016-12-23 13:07:38.000,3.0,125.0,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101,95495.0,3.0,,,,,,,,,,,,,,,,,,,,,,
150,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,19,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-02-12 08:43:50.000000,2021-08-10 23:33:46,513.0,,71.0,37.0,110.0,40.0,65.0,356.0,2020-05-27 00:10:19.202,2.0.0,,1964.0,32.0,2.0,2.0,15.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,1964.0,,,,,,,,,,,,,,,,,
151,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-02-05 10:53:39.000000,2022-01-12 10:01:35,332.0,16.0,30.0,9.0,112.0,3.0,64.0,214.0,2022-01-12 10:19:16.000,2.7.6,60172.0,1094.0,28.0,,,18.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
152,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000,2022-02-17 10:19:51.000000,2022-02-04 10:12:21,603.0,1.0,21.0,7.0,126.0,16.0,37.0,212.0,2021-09-03 10:15:28.752,3.0.2,2.0,1223.0,27.0,1.0,1.0,24.0,https://pypi.org/project/mamba-gator,BSD-3-Clause,2021-09-03 07:30:09.000,,232.0,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,11746.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,208.0,,,,,,,,,,,,,,,,,
153,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,True,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-02-12 05:22:19.000000,2021-04-15 20:39:36,590.0,,20.0,9.0,104.0,43.0,41.0,210.0,2021-01-05 06:49:22.791,0.2.6,,2753.0,46.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000,37.0,2412.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,341.0,,,,,,,,,,,,,,,,,
154,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,19,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,2019-07-19 09:06:19.000,2022-01-25 22:50:51.000000,2021-12-30 16:55:19,610.0,9.0,26.0,9.0,224.0,25.0,44.0,189.0,2021-12-19 22:06:58.000,1.1.8,,1566.0,28.0,,,10.0,https://pypi.org/project/ipydatagrid,BSD-3-Clause,2021-12-19 21:57:24.000,,527.0,https://anaconda.org/conda-forge/ipydatagrid,2021-12-19 22:56:34.519,10444.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2021-12-08 17:54:39.735,,169.0,,,,,,,,,,,,,,,,,
155,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,19,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2021-12-09 16:25:40.000000,2020-05-24 13:16:16,426.0,,34.0,31.0,57.0,57.0,34.0,161.0,2019-10-03 18:34:08.594,3.0.0,,139.0,17.0,15.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,139.0,,,,,,,,,,,,,,,,,
156,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,19,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-02-04 16:33:56.000000,2022-02-04 16:33:56,452.0,3.0,28.0,7.0,17.0,27.0,53.0,151.0,2021-10-28 16:33:40.000,0.6.0,,1382.0,41.0,,,12.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-10-28 16:33:40.000,,377.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914,19110.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,18,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2022-02-11 04:59:14.000000,2019-07-16 04:37:36,60.0,,96.0,21.0,42.0,63.0,42.0,896.0,2019-07-16 04:35:55.953,0.11.0,,657.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,657.0,,,,,,,,,,,,,,,,,
158,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,18,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-02-14 17:06:52.000000,2022-02-14 17:06:51,338.0,3.0,67.0,36.0,122.0,13.0,127.0,434.0,2020-03-08 20:03:38.000,3.0.4,5329.0,61.0,15.0,,,28.0,,BSD-3-Clause,,,,,,,3.0,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,659.0,,,,,,,,,,,,
159,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,335.0,,54.0,18.0,86.0,33.0,97.0,432.0,2020-09-05 22:35:32.000,2.3.0,,8018.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,545251.0,3.0,,,,,,,,,,,,,,,,,,,,,,
160,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,18,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-11-16 18:18:22.867000,2020-11-09 20:41:43,210.0,,72.0,22.0,31.0,26.0,102.0,417.0,2018-11-30 21:07:39.000,0.16.1,,1718.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000,1.0,896.0,https://anaconda.org/conda-forge/matlab_kernel,2021-11-16 18:18:22.867,12332.0,3.0,,,,,,,,,,,,,,,,,,,,,,
161,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,18,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-02-02 19:18:44.000000,2022-02-02 19:18:43,505.0,10.0,20.0,14.0,12.0,10.0,188.0,305.0,2020-02-02 22:32:28.000,0.1.6,,133.0,26.0,15.0,14.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000,1.0,133.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
162,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06,56.0,,22.0,11.0,11.0,2.0,9.0,281.0,2019-11-28 16:00:27.000,0.1.3,,4609.0,4.0,39.0,36.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000,3.0,4568.0,https://anaconda.org/conda-forge/treon,2021-06-27 03:31:14.557,335.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,18,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32,125.0,,26.0,15.0,58.0,35.0,45.0,281.0,2020-08-11 16:50:08.000,0.1.3,,888.0,7.0,76.0,76.0,14.0,https://pypi.org/project/nteract-testbook,BSD-3-Clause,2020-08-11 16:50:08.000,,13.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,13137.0,3.0,,,,,,,,,,,,,,,,,,,,,,
164,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,True,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24,31.0,,35.0,12.0,1.0,19.0,7.0,211.0,2020-03-12 16:09:39.000,0.0.8,,19888.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000,15.0,19607.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,5070.0,3.0,,,,,,,,,,,,,,,,,,,,,,
165,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,18,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2021-10-02 03:21:44.554000,2021-10-01 15:21:38,35.0,,27.0,6.0,32.0,2.0,27.0,196.0,2021-10-01 15:42:18.000,2.1.0,,12302.0,7.0,,,10.0,https://pypi.org/project/jupyterlab-execute-time,BSD-3-Clause,2021-10-01 15:42:18.000,,8676.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,9684.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,2882.0,,,,,,,,,,,,,,,,,
166,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,18,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,31.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,1177.0,4.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000,5.0,1177.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
167,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2022-02-16 18:42:50.000000,2021-09-21 14:53:24,252.0,,71.0,35.0,28.0,3.0,52.0,183.0,2021-07-14 17:27:18.000,2.4.11,,1047.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000,2.0,1025.0,https://anaconda.org/anaconda/sas_kernel,2021-07-17 06:02:51.203,1176.0,3.0,,,,,,,,,,,,,,,,,,,,,,
168,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,True,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2022-01-18 10:19:53.000000,2021-02-03 03:28:02,214.0,,51.0,7.0,20.0,30.0,7.0,163.0,2022-01-18 10:19:53.000,2.1.1,2380.0,2511.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2022-01-18 10:19:53.000,,2453.0,,,,3.0,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,904.0,,,,,,,,,,,,
169,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-02-03 19:32:51.000000,2022-02-03 13:31:52,1460.0,20.0,22.0,12.0,297.0,87.0,270.0,142.0,,,,2489.0,,,,18.0,,MIT,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,151882.0,,,,,,,,,,,,
170,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-02-13 10:12:07.000000,2021-08-26 08:02:18,111.0,,24.0,4.0,29.0,5.0,16.0,135.0,2021-08-26 08:02:17.096,3.1.1,,2544.0,12.0,184.0,184.0,7.0,https://pypi.org/project/theme-darcula,BSD-3-Clause,2021-08-26 08:01:55.000,,763.0,https://anaconda.org/conda-forge/theme-darcula,2021-09-20 17:55:41.101,2148.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096,,1567.0,,,,,,,,,,,,,,,,,
171,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,146.0,,37.0,10.0,36.0,30.0,30.0,75.0,2020-12-07 11:49:55.000,0.15.0,,2117.0,16.0,21.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000,1.0,1645.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,14644.0,3.0,,,,,,,,,,,,,,,,,,,,,,
172,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,870.0,23.0,28.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000,4.0,870.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
173,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,18,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-02-14 09:20:04.000000,2022-02-12 12:21:40,198.0,3.0,9.0,3.0,53.0,3.0,30.0,51.0,2021-12-08 08:31:33.000,2.3.1,3251.0,9662.0,30.0,,,8.0,https://pypi.org/project/jupyter-archive,BSD-3-Clause,2021-10-13 09:53:41.000,,1541.0,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346,19584.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2021-10-13 09:53:59.119,,7306.0,,,,,,,,,,,,,,,,,
174,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,18,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2021-10-28 11:35:32.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,27.0,5.0,17.0,39.0,2021-10-28 11:35:32.000,1.0.0,,4292.0,8.0,60.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2021-10-28 11:35:32.000,3.0,4292.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
175,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,90.0,,143.0,30.0,10.0,64.0,57.0,753.0,2019-05-06 03:28:50.000,1.3.0,72082.0,1638.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
