,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
122,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,21,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-06-02 22:50:55.000000,2023-06-02 22:48:38,718.0,5.0,390.0,121.0,268.0,116.0,700.0,2646.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,148.0,41.0,43.0,53.0,185.0,2048.0,2021-11-15 23:43:33.000,5.2.1,,3219.0,33.0,75.0,75.0,17.0,,,,,,,,2.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,3219.0,,,,,,,,,,,,,
124,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-06-16 19:25:32.000000,2023-01-10 15:02:24,169.0,,85.0,25.0,102.0,40.0,123.0,994.0,2021-04-10 11:39:23.000,3.0.7,,10177.0,6.0,5.0,5.0,19.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,,,6253.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-06-16 19:25:32.000,18257.0,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,3248.0,,,,,,,,,,,,,
125,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,21,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,66.0,29.0,52.0,42.0,25.0,572.0,,,,4908.0,1.0,1325.0,1325.0,15.0,https://pypi.org/project/jupyterlab-drawio,,,1952.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,17767.0,2.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2273.0,,,,,,,,,,,,,
126,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,21,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-07-12 18:04:30.000000,2023-07-09 18:51:29,443.0,5.0,63.0,14.0,129.0,32.0,57.0,555.0,2023-05-31 04:26:11.000,3.2.0,,2998.0,3.0,5.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,,,2016.0,https://anaconda.org/conda-forge/jupyterlab-latex,2023-06-16 19:18:37.104,10770.0,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,706.0,,,,,,,,,,,,,
127,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,21,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,38.0,20.0,322.0,17.0,245.0,555.0,2020-12-10 14:31:28.000,0.3.7,,82442.0,28.0,,,11.0,,,,,,,,2.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,82442.0,,,,-8.0,,,,,,,,,
128,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,21,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,56.0,21.0,51.0,16.0,29.0,520.0,2022-02-11 15:19:00.000,1.0.0,,1565.0,11.0,11.0,11.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,192.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,13952.0,2.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66463.0,,,,,,,3.0,,,,,,,,,
129,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,21,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-07-08 18:12:38.000000,2023-04-12 13:35:06,229.0,,67.0,16.0,92.0,33.0,38.0,510.0,2023-04-12 13:50:00.731,0.8.0,,58230.0,120.0,5.0,2.0,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-11-23 09:59:00.656,1.0,56916.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,34167.0,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,520.0,2021-04-27 07:19:46.929,2.0,,,,,,,,,,,
130,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,21,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,39.0,16.0,65.0,45.0,47.0,361.0,2020-08-11 16:50:08.000,0.1.3,,1558.0,7.0,247.0,247.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,14.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,49413.0,3.0,,,,,,,,,,,,,,,,,,,,,
131,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,21,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,45.0,14.0,220.0,,111.0,277.0,2022-05-04 07:37:18.000,0.3.21,1270.0,3451.0,50.0,135.0,135.0,17.0,https://pypi.org/project/retrolab,,,1663.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,44329.0,3.0,,,,,,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,44.0,,,,,,,,,,,,,
132,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-06-24 12:37:24.000000,2023-06-19 06:43:35,374.0,3.0,115.0,18.0,141.0,67.0,79.0,156.0,2022-10-05 04:48:28.224,1.2.0,,5258.0,10.0,32.0,28.0,42.0,https://pypi.org/project/batchspawner,2022-10-05 04:48:28.224,4.0,5258.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
133,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,254.0,19.0,39.0,43.0,33.0,1933.0,,,,4162.0,,129.0,129.0,8.0,https://pypi.org/project/colabcode,,,4162.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
134,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-06-23 04:59:44.000000,2023-02-08 18:25:23,1153.0,,218.0,51.0,200.0,,,716.0,,,,10275.0,,,,106.0,https://pypi.org/project/toree,,,10275.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
135,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,20,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2023-06-16 13:16:37.337000,2020-11-30 15:55:07,335.0,,61.0,21.0,86.0,41.0,100.0,527.0,2020-09-05 22:35:32.000,2.3.0,,13216.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2023-06-16 13:16:37.337,1123381.0,2.0,,,,,,,,,,,,,,,,,,,,,
136,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,20,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2023-07-12 15:27:45.000000,2022-11-28 09:20:26,307.0,,64.0,20.0,123.0,63.0,60.0,520.0,,,,64985.0,15.0,6.0,6.0,13.0,https://pypi.org/project/ipysheet,,,62053.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,87138.0,3.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,1319.0,,,,,,,,,,,,,
137,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-06-19 14:56:38.000000,2022-09-05 14:24:06,238.0,,94.0,30.0,84.0,21.0,37.0,365.0,2021-11-27 17:02:34.000,3.0.1,,7291.0,6.0,5.0,5.0,16.0,https://pypi.org/project/jupyterlab-github,,,1418.0,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,5873.0,,,,,,,,,,,,,
138,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,41.0,,55.0,50.0,12.0,20.0,8.0,360.0,,,,8638.0,2.0,424.0,424.0,7.0,https://pypi.org/project/jupyterlab-dash,,,1123.0,,,,3.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,7515.0,,,,,,,,,,,,,
139,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,20,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-07-01 02:33:51.000000,2023-07-01 02:32:42,639.0,11.0,60.0,31.0,398.0,11.0,91.0,352.0,,,,17571.0,28.0,2.0,2.0,14.0,https://pypi.org/project/vega,,,10959.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,562071.0,3.0,,,,,,,,,,,,-5.0,,,,,,,,,
140,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,20,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-06-27 14:10:35.000000,2023-06-14 19:45:36,406.0,1.0,59.0,17.0,119.0,45.0,97.0,292.0,2023-02-19 00:41:36.000,6.1.0,,24068.0,19.0,2.0,2.0,24.0,https://pypi.org/project/dask-labextension,,,4901.0,https://anaconda.org/conda-forge/dask-labextension,2023-06-16 16:15:46.810,895121.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,900.0,,,,,,,,,,,,,
141,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,False,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-06-16 19:24:50.049000,2022-02-15 08:27:46,176.0,,29.0,6.0,59.0,27.0,21.0,291.0,2021-02-04 22:39:49.000,0.8.0,,11171.0,20.0,6.0,2.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,7229.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,25519.0,2.0,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,3063.0,2020-11-23 15:30:52.408,2.0,,,,,,,,,,,
142,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-06-16 19:22:49.073000,2023-05-26 14:01:46,372.0,3.0,52.0,7.0,94.0,9.0,49.0,291.0,,,,1460.0,10.0,44.0,44.0,4.0,https://pypi.org/project/jupyter-flex,,,999.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,14442.0,3.0,,,,,,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,37.0,,,,,,,,,,,,,
143,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,20,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,13.0,12.0,4.0,10.0,288.0,2022-08-04 11:25:18.993,0.1.4,,18981.0,5.0,84.0,77.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,18732.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,6230.0,3.0,,,,,,,,,,,,,,,,,,,,,
144,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,20,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2023-07-05 12:19:18.000000,2023-07-05 12:19:17,1795.0,6.0,21.0,4.0,219.0,41.0,139.0,247.0,2023-03-02 15:00:44.247,2.10.2,,3029.0,565.0,4.0,4.0,20.0,https://pypi.org/project/naas,2023-01-26 14:36:27.520,,3029.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
145,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-06-24 05:16:57.000000,2023-05-05 12:59:07,621.0,2.0,26.0,6.0,148.0,14.0,41.0,245.0,2023-05-05 13:00:11.000,5.2.1,2.0,1229.0,30.0,4.0,4.0,26.0,https://pypi.org/project/mamba-gator,,,125.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,33234.0,3.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,66.0,,,,,,,,,,,,,
146,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,21.0,8.0,117.0,67.0,41.0,225.0,2021-01-05 06:49:39.135,0.2.6,,1780.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,1602.0,,,,3.0,,,,,,nbinteract,https://www.npmjs.com/package/nbinteract,178.0,2021-01-05 06:49:22.791,2.0,,,,,,,,,,,
147,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,619.0,,20.0,21.0,109.0,34.0,39.0,194.0,2019-12-03 17:50:40.000,2.5.0,,53922.0,6.0,14.0,14.0,7.0,https://pypi.org/project/bookstore,,,53922.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
148,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,25.0,5.0,46.0,9.0,16.0,181.0,,,,2223.0,4.0,1276.0,1276.0,7.0,https://pypi.org/project/theme-darcula,,,1112.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,19498.0,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,389.0,,,,,,,,,,,,,
149,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2023-06-16 13:20:41.310000,2018-09-20 15:43:57,188.0,,32.0,12.0,28.0,20.0,20.0,177.0,2018-03-23 20:36:58.000,0.4.1,,4416.0,14.0,120.0,120.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2844.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,121091.0,2.0,,,,,,,,,,,,,,,,,,,,,
150,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,20,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-03-15 11:59:49.000000,2022-12-20 11:05:47,1701.0,,18.0,2.0,1062.0,12.0,25.0,113.0,2021-09-07 13:41:02.000,0.7.0,,21039.0,14.0,401.0,401.0,13.0,https://pypi.org/project/mknotebooks,,,21039.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
151,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,19,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-05-06 04:56:43.000000,2023-05-06 01:38:13,2161.0,2.0,248.0,48.0,640.0,50.0,721.0,2482.0,2015-03-26 05:06:25.000,0.6,,25.0,1.0,,,111.0,,,,,,,,3.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,25.0,,,IHaskell/IHaskell,,,,,,,,,,
152,datapane,Build and share data reports in 100% Python.,https://github.com/datapane/datapane,,others,19,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-07-06 18:33:43.000000,2023-04-21 13:42:57,345.0,8.0,74.0,16.0,119.0,4.0,108.0,1251.0,,,,19445.0,45.0,,,11.0,https://pypi.org/project/datapane,,,17554.0,https://anaconda.org/conda-forge/datapane,2023-06-16 19:20:42.042,68100.0,3.0,,,,,,,,,,,,,,,,,,,,,
153,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,191.0,36.0,33.0,12.0,14.0,1039.0,2019-09-02 14:01:33.000,0.1.2,,12820.0,1.0,,,13.0,https://pypi.org/project/pyforest,,,12820.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
154,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2023-05-18 06:09:30.000000,2019-12-08 22:22:20,90.0,,186.0,34.0,12.0,79.0,58.0,961.0,2019-05-06 03:28:50.000,1.3.0,129220.0,2118.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
155,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-02-03 04:21:45.711711,2023-01-11 06:17:33,718.0,,21.0,31.0,140.0,45.0,144.0,777.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,182.0,182.0,46.0,,,,,,,,3.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1926.0,,,,,,,,,,,,,,iruby,,
156,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,102.0,30.0,63.0,64.0,51.0,727.0,2018-04-16 17:16:10.000,0.2.0,,88425.0,1.0,,,14.0,,,,,,,,2.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,88425.0,,,,,,,,,,,,,
157,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,19,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2023-06-16 16:14:17.776000,2023-04-27 13:42:24,900.0,4.0,63.0,16.0,405.0,62.0,122.0,384.0,,,,29096.0,84.0,,,21.0,https://pypi.org/project/xeus-python,,,5505.0,https://anaconda.org/conda-forge/xeus-python,2023-06-16 16:14:17.776,1297513.0,3.0,,,,,,,,,,,,,,,,,,,,,
158,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-03-27 14:57:36.000000,2023-02-19 06:09:43,378.0,,37.0,10.0,123.0,6.0,71.0,254.0,2023-02-19 06:27:03.000,2.8.2,90933.0,1262.0,34.0,,,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
159,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,19,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-06-16 13:24:59.052000,2023-01-13 14:14:25,262.0,,77.0,37.0,29.0,,58.0,193.0,2022-12-01 21:51:02.000,2.4.13,,5397.0,20.0,1.0,,11.0,https://pypi.org/project/sas_kernel,2022-12-01 21:49:02.222,1.0,5365.0,https://anaconda.org/anaconda/sas_kernel,2023-06-16 13:24:59.052,2229.0,3.0,,,,,,,,,,,,,,,,,,,,,
160,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,19,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2023-07-13 13:52:13.000000,2023-07-13 13:52:13,601.0,38.0,22.0,9.0,270.0,19.0,41.0,153.0,2023-07-05 15:33:48.000,0.1.10,4168.0,1578.0,51.0,,,12.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,346.0,https://anaconda.org/conda-forge/fps-auth,2023-07-05 21:19:09.170,16549.0,3.0,,,,,,,,,,,,,,,,,,,,,
161,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,19,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2023-06-16 16:14:42.506000,2022-11-23 09:34:00,111.0,,28.0,9.0,45.0,21.0,18.0,115.0,2022-08-24 12:33:17.000,0.2.2,,72661.0,12.0,19.0,2.0,9.0,https://pypi.org/project/ipytree,2022-08-23 15:13:01.647,15.0,70638.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,80184.0,3.0,,,,,,ipytree,https://www.npmjs.com/package/ipytree,481.0,2022-08-23 15:10:34.820,2.0,,,,,,,,,,,
162,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,19,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-07-12 15:25:53.000000,2023-03-22 16:23:31,361.0,,22.0,16.0,94.0,12.0,36.0,112.0,2023-03-08 10:22:18.488,1.3.0,,1142.0,15.0,5.0,2.0,7.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,755.0,,,,2.0,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,387.0,2023-03-08 10:22:05.823,2.0,,,,,,,,,,,
163,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-06-15 13:49:54.000000,2023-06-15 13:49:38,354.0,12.0,10.0,5.0,17.0,43.0,152.0,110.0,2023-01-10 16:02:53.000,0.24.0,,930.0,2.0,22.0,22.0,6.0,https://pypi.org/project/ipysigma,,,513.0,,,,3.0,,,,,,ipysigma,https://www.npmjs.com/package/ipysigma,417.0,,,medialab/ipysigma,,,,,,,,,,
