,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,conda_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,47,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2024-03-11 10:40:44.000000,2024-03-07 10:45:12,26937.0,149.0,4402.0,752.0,7036.0,1676.0,5668.0,16108.0,2024-03-04 10:32:50.000,8.22.2,320802.0,42876372.0,184.0,553740.0,516644.0,984.0,https://pypi.org/project/ipython,2024-03-04 10:32:50.000,37096.0,42219145.0,https://anaconda.org/conda-forge/ipython,2024-03-04 14:01:19.927,26188071.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,45,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2024-03-13 15:27:18.000000,2024-03-13 15:27:16,13527.0,39.0,4492.0,322.0,2405.0,1928.0,2917.0,12107.0,2024-02-26 14:30:19.000,7.1.1,16896.0,24302246.0,148.0,279805.0,270678.0,646.0,https://pypi.org/project/notebook,2024-02-26 14:30:10.000,9127.0,23891795.0,https://anaconda.org/conda-forge/jupyter,2023-10-02 14:08:37.561,4084100.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-10-20 20:06:40.614669,1069.0,32397577.0,,,,,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,43,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-03-14 07:49:41.000000,2024-03-14 07:49:40,20426.0,90.0,4097.0,443.0,6006.0,719.0,6847.0,18665.0,,,,5012082.0,58.0,84893.0,84893.0,688.0,https://pypi.org/project/bokeh,,,4702275.0,https://anaconda.org/conda-forge/bokeh,2024-01-25 20:54:18.325,13468004.0,1.0,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,10519.0,,,,,,,,,,,,,,,
4,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,40,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2024-03-10 17:59:47.000000,2024-03-10 15:55:59,4051.0,30.0,538.0,52.0,966.0,529.0,646.0,1646.0,2024-03-04 16:20:06.000,7.16.2,1058.0,25598547.0,99.0,268772.0,260012.0,271.0,https://pypi.org/project/nbconvert,2024-03-04 16:19:57.000,8760.0,25191806.0,https://anaconda.org/conda-forge/nbconvert,2024-03-04 19:54:11.460,16268941.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
5,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,40,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2024-03-13 16:02:56.000000,2024-03-12 12:17:52,2911.0,28.0,369.0,39.0,726.0,269.0,240.0,604.0,2024-02-26 20:27:01.000,6.29.3,2154.0,25825841.0,131.0,353174.0,342438.0,182.0,https://pypi.org/project/ipykernel,2024-02-26 20:26:54.000,10697.0,25817120.0,https://anaconda.org/anaconda/ipykernel,2024-01-22 15:02:52.448,865840.0,1.0,,,,,,,,,39.0,,,,,,,,,,,,,,
6,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,39,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2024-03-14 14:25:58.000000,2024-03-14 12:47:14,3706.0,231.0,442.0,54.0,3211.0,994.0,2289.0,3961.0,2024-01-24 17:43:48.928,1.3.8,,848743.0,363.0,10683.0,10464.0,166.0,https://pypi.org/project/panel,2024-03-13 17:07:12.000,216.0,766615.0,https://anaconda.org/conda-forge/panel,2024-01-27 09:14:49.749,1303215.0,1.0,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,53168.0,,2024-03-13 17:24:15.531,3.0,,,,,,,,,,,,
7,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2024-03-14 08:52:27.000000,2024-02-08 15:35:20,7825.0,10.0,928.0,78.0,1887.0,746.0,1324.0,3018.0,2024-02-22 16:47:17.000,8.1.2,,17008698.0,155.0,9769.0,3.0,212.0,https://pypi.org/project/ipywidgets,2024-02-08 15:31:21.000,9668.0,16621774.0,https://anaconda.org/conda-forge/ipywidgets,2024-02-08 21:24:52.939,12896444.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,79866.0,,2024-02-08 15:12:36.059,98.0,,,,,,,,,,,,
8,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-03-14 14:00:12.000000,2024-03-13 11:22:27,1380.0,12.0,1608.0,151.0,758.0,210.0,557.0,11897.0,2024-02-26 14:50:43.000,4.6.5,68.0,527449.0,56.0,2839.0,2643.0,119.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,196.0,522828.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,420519.0,1.0,,,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,,,
9,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,37,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2024-03-13 11:42:36.000000,2024-03-13 10:15:51,7316.0,130.0,1963.0,267.0,2290.0,183.0,2197.0,7865.0,2023-08-10 09:30:00.000,4.0.2,,211488.0,74.0,3151.0,2755.0,356.0,https://pypi.org/project/jupyterhub,2023-08-10 09:30:00.000,396.0,143754.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1053106.0,1.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2024-03-13 10:21:32.780137,333.0,5124629.0,,,,,,,,,,,,,,,,,,
10,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,36,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2024-03-14 13:27:18.000000,2024-03-14 13:27:18,1987.0,83.0,498.0,44.0,695.0,132.0,198.0,4514.0,2024-02-22 12:45:54.000,0.4.16,17.0,3894942.0,95.0,3139.0,3132.0,59.0,https://pypi.org/project/evidently,2024-02-22 12:45:22.000,7.0,3894489.0,https://anaconda.org/conda-forge/evidently,2024-02-09 20:04:35.286,14070.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2024-02-21 02:04:15.000000,2024-01-13 17:13:08,2445.0,26.0,387.0,71.0,565.0,123.0,535.0,6371.0,2024-01-13 17:42:20.000,1.16.1,,649658.0,126.0,7230.0,6937.0,85.0,https://pypi.org/project/jupytext,2024-01-13 17:42:20.000,290.0,627111.0,https://anaconda.org/conda-forge/jupytext,2024-01-13 18:58:26.560,758858.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,5684.0,,2024-01-13 17:12:47.276,3.0,,,,,,,,,,,,
12,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,34,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2024-03-13 18:59:04.000000,2024-02-08 22:25:17,980.0,11.0,402.0,92.0,386.0,135.0,257.0,5577.0,2023-11-01 22:59:26.000,2.5.0,,1521096.0,74.0,6005.0,5754.0,117.0,https://pypi.org/project/papermill,2023-11-01 22:59:26.000,251.0,1508697.0,https://anaconda.org/conda-forge/papermill,2024-02-29 00:34:38.538,557974.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,34,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2024-03-12 19:20:53.000000,2024-03-11 09:38:53,1529.0,40.0,651.0,61.0,764.0,598.0,742.0,3646.0,2024-01-26 21:10:26.000,1.0.0,,90094.0,47.0,13137.0,12974.0,137.0,https://pypi.org/project/jupyter-book,2024-01-26 14:30:38.000,163.0,86759.0,https://anaconda.org/conda-forge/jupyter-book,2024-02-21 13:26:30.376,123398.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-03-08 13:48:08.000000,2024-03-01 15:29:40,1173.0,12.0,364.0,66.0,599.0,268.0,348.0,1447.0,2024-01-23 17:57:40.189,0.18.2,,174918.0,81.0,7855.0,7682.0,88.0,https://pypi.org/project/ipyleaflet,2024-01-23 17:54:03.000,167.0,137494.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1106828.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,13363.0,,2024-01-23 17:57:40.189,6.0,,,,,,,,,,,,
15,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,34,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2024-02-22 18:19:19.000000,2023-11-25 20:30:31,1971.0,,187.0,23.0,262.0,108.0,230.0,390.0,,,,5532593.0,41.0,166907.0,166907.0,122.0,https://pypi.org/project/qtconsole,,,5429631.0,https://anaconda.org/conda-forge/qtconsole,2023-11-16 21:13:55.750,4633309.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
16,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2024-03-12 15:19:45.712000,2024-03-12 11:58:46,2597.0,8.0,270.0,34.0,644.0,190.0,198.0,350.0,2024-03-12 11:59:02.000,8.6.1,1515.0,29474274.0,94.0,2460.0,,131.0,https://pypi.org/project/jupyter-client,2024-03-12 11:58:55.000,2460.0,29002518.0,https://anaconda.org/conda-forge/jupyter_client,2024-03-12 15:19:45.712,20755173.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
17,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2024-03-13 19:16:24.000000,2024-03-13 19:16:23,1048.0,8.0,159.0,22.0,254.0,66.0,81.0,240.0,2024-03-12 14:34:44.000,5.10.2,232.0,23573398.0,41.0,280072.0,271019.0,80.0,https://pypi.org/project/nbformat,2024-03-12 14:34:34.000,9050.0,23088495.0,https://anaconda.org/conda-forge/nbformat,2024-03-12 16:55:09.902,21333029.0,1.0,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,57.0,,2024-03-12 14:34:40.006,3.0,,,,,,,,,,,,
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2024-02-21 02:14:24.000000,2024-02-07 10:00:20,1443.0,4.0,487.0,77.0,729.0,290.0,426.0,5139.0,2023-10-31 09:04:25.000,0.5.5,1052.0,80701.0,102.0,10966.0,10875.0,68.0,https://pypi.org/project/voila,2023-10-31 09:04:11.000,88.0,72805.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,321106.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,216.0,,2020-05-19 10:24:11.555,3.0,,,,,,,,,,,,
19,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2024-03-02 18:00:17.000000,2024-03-02 18:00:17,10409.0,26.0,441.0,79.0,1554.0,60.0,2109.0,2537.0,2024-01-10 20:52:22.000,8.3.0,103.0,2731.0,88.0,643.0,507.0,239.0,https://pypi.org/project/nikola,2024-01-10 20:49:58.000,136.0,2731.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
20,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,32,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh/blob/main/license,2015-01-21 22:05:27.000,2024-03-12 20:53:22.000000,2024-03-12 20:53:22,10513.0,32.0,614.0,105.0,2612.0,290.0,2215.0,7873.0,2024-03-07 15:12:54.000,0.15.1,9789.0,37470.0,128.0,99.0,,325.0,https://pypi.org/project/xonsh,2024-03-07 15:12:54.000,99.0,37361.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
21,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,32,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2024-03-14 05:58:52.000000,2024-03-14 04:05:37,8668.0,139.0,254.0,43.0,4402.0,341.0,9300.0,1194.0,2024-02-28 17:55:49.000,2024.2.0,,1786.0,34.0,3.0,3.0,269.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,64307.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
22,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,32,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2024-03-14 13:46:14.000000,2024-03-13 16:09:10,12733.0,32.0,258.0,38.0,968.0,150.0,280.0,439.0,2024-03-04 12:06:42.000,2.13.0,2724.0,28021959.0,108.0,,,521.0,https://pypi.org/project/jupyter_server,,,27779159.0,https://anaconda.org/conda-forge/jupyter_server,2024-03-04 14:54:19.683,10194569.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
23,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2024-03-12 12:03:48.000000,,,,3000.0,,,2437.0,,13665.0,2024-03-07 13:48:52.875,4.1.4,,18813948.0,514.0,2938.0,,481.0,https://pypi.org/project/jupyterlab,2024-03-07 13:37:50.000,2549.0,18370267.0,https://anaconda.org/conda-forge/jupyterlab,2024-03-07 14:50:27.399,9822981.0,2.0,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,230138.0,,2024-03-07 13:48:52.875,389.0,,,,,,,,,,,,
24,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-03-12 23:11:39.027000,2024-03-12 09:11:14,5954.0,91.0,942.0,111.0,1626.0,88.0,636.0,7350.0,2024-03-12 18:26:49.000,2.9.0,2399.0,20598.0,51.0,115.0,115.0,93.0,https://pypi.org/project/perspective-python,,,8050.0,https://anaconda.org/conda-forge/perspective,2024-03-12 23:11:39.027,524812.0,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,587.0,,,,,,,,,,,,,,,
25,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,31,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,11273.0,2.0,552.0,151.0,3990.0,190.0,1522.0,6136.0,2021-10-22 17:46:48.907,7.0.20,1494453.0,78301.0,94.0,45.0,3.0,180.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,1063.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,61340.0,,2021-10-22 17:46:48.907,37.0,,,,,,,,,,,,
26,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,2660.0,,803.0,135.0,851.0,352.0,462.0,5157.0,2022-11-15 17:33:00.905,0.7.0,,457525.0,18.0,273.0,20.0,135.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,253.0,436741.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1891376.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
27,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-03-07 14:28:38.963000,2024-03-06 14:52:20,787.0,13.0,371.0,74.0,284.0,58.0,508.0,4492.0,2024-03-07 14:03:25.000,3.11.0,,62484.0,142.0,1050.0,1050.0,30.0,https://pypi.org/project/dtale,,,56700.0,https://anaconda.org/conda-forge/dtale,2024-03-07 14:28:38.963,266102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
28,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-03-07 14:28:38.963000,2024-03-06 14:52:20,787.0,13.0,371.0,74.0,284.0,58.0,508.0,4492.0,2024-03-07 14:03:25.000,3.11.0,,62484.0,142.0,1050.0,1050.0,30.0,https://pypi.org/project/dtale,,,56700.0,https://anaconda.org/conda-forge/dtale,2024-03-07 14:28:38.963,266102.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
29,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,31,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2024-02-20 22:29:28.000000,2023-11-21 09:21:22,2132.0,,164.0,42.0,412.0,77.0,263.0,2580.0,2023-11-21 09:21:51.000,4.0.1,100.0,257848.0,36.0,296.0,137.0,50.0,https://pypi.org/project/nbdime,2023-11-21 09:21:36.000,154.0,204844.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,975527.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,29202.0,,2023-11-21 09:21:48.655,5.0,,,,,,,,,,,,
30,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2024-03-05 21:11:09.300000,2024-03-05 12:20:01,2941.0,76.0,137.0,20.0,527.0,181.0,367.0,1702.0,2024-03-05 12:26:52.000,jupyter-lsp-2.2.4,,77821.0,67.0,1867.0,1837.0,52.0,https://pypi.org/project/jupyterlab-lsp,2024-02-26 15:39:40.000,25.0,44924.0,https://anaconda.org/conda-forge/jupyter-lsp,2024-03-05 21:11:09.300,1342524.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,933.0,,2022-08-26 15:27:01.064,5.0,,,,,,,,,,,,
31,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2024-03-12 20:29:20.000000,2024-03-12 20:27:30,516.0,6.0,224.0,39.0,252.0,150.0,160.0,1508.0,2023-02-15 19:39:15.846,0.11.3,,303858.0,49.0,10739.0,10540.0,33.0,https://pypi.org/project/ipympl,2023-02-15 19:26:01.770,195.0,276260.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1532683.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,9777.0,,2023-02-15 19:39:15.846,4.0,,,,,,,,,,,,
32,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,31,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2024-02-21 08:05:02.000000,2024-02-21 08:05:01,1886.0,2.0,279.0,39.0,702.0,88.0,495.0,1369.0,2023-11-21 14:39:09.000,0.50.0,178.0,152421.0,56.0,2645.0,2645.0,94.0,https://pypi.org/project/jupyterlab-git,,,124068.0,https://anaconda.org/conda-forge/jupyterlab-git,2024-02-07 14:03:02.767,525721.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,16667.0,,,,,,,,,,,,,,,
33,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2024-03-13 08:16:55.142000,2024-03-13 00:25:11,382.0,7.0,53.0,11.0,205.0,41.0,70.0,133.0,2024-03-13 00:25:28.000,0.10.0,429.0,19560911.0,41.0,153288.0,153083.0,38.0,https://pypi.org/project/nbclient,2024-03-13 00:25:21.000,205.0,19256787.0,https://anaconda.org/conda-forge/nbclient,2024-03-13 08:16:55.142,13685016.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
34,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2024-03-11 16:24:21.000000,2023-10-04 07:40:23,3656.0,,478.0,100.0,1045.0,255.0,368.0,3540.0,2024-02-27 15:38:38.000,0.12.43,,151282.0,111.0,180.0,55.0,64.0,https://pypi.org/project/bqplot,2024-02-19 16:20:43.000,108.0,120562.0,https://anaconda.org/conda-forge/bqplot,2024-02-19 16:46:43.025,1263326.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,3257.0,,2023-10-17 10:48:26.195,17.0,,,,,,,,,,,,
35,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-03-11 09:14:36.000000,2024-03-11 09:14:30,2900.0,41.0,1055.0,122.0,513.0,61.0,299.0,2538.0,2024-03-04 11:18:50.000,8.7.0,,320293.0,46.0,309.0,,113.0,https://pypi.org/project/ipyparallel,2024-03-04 11:18:50.000,309.0,296779.0,https://anaconda.org/conda-forge/ipyparallel,2024-03-04 15:06:17.077,964100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
36,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2024-03-04 18:03:31.000000,2023-04-21 20:49:35,292.0,,297.0,49.0,97.0,111.0,43.0,1753.0,2023-02-27 00:06:57.430,0.5.0,,187608.0,19.0,6154.0,6086.0,55.0,https://pypi.org/project/ipython-sql,2023-02-27 00:06:57.430,68.0,184840.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,251964.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
