,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,cran_id,go_id,go_url,pypi,gem_id,hex_id,bitbucket_id
260,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,12,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,5.0,2.0,27.0,,,,1793.0,,115.0,115.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,,,1793.0,,,,3.0,,,,,,,,,,,,,,,,,,,
261,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,12,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,,,,2055.0,,103.0,103.0,7.0,https://pypi.org/project/nullauthenticator,,,2055.0,,,,3.0,,,,,,,,,,,,,,,,,,,
262,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,166.0,53.0,1.0,11.0,4.0,791.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
263,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,11,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,,5.0,159.0,,,,254.0,,8.0,8.0,3.0,https://pypi.org/project/ipyexperiments,,,254.0,,,,3.0,,,,,,,,,,,,,,,,,,,
264,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,11,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,147.0,,,,559.0,,3.0,3.0,4.0,,,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,559.0,,,,,,,,,,,
265,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,11,True,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:20:56.470000,2023-02-28 12:09:08,114.0,,8.0,4.0,14.0,11.0,9.0,105.0,2023-02-28 12:20:56.470,0.1.6,,213.0,18.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab_gitplus,2021-07-11 09:46:06.000,,183.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,30.0,,2023-02-28 12:20:56.470,2.0,,,,,,,,
266,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,11,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,BSD-3-Clause,2021-07-08 07:21:45.000,2023-08-31 14:20:55.000000,2023-08-07 05:58:13,2567.0,8.0,6.0,1.0,5.0,,,85.0,,,,,,,,50.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
267,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,11,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2023-01-03 15:16:54.000000,2020-10-16 21:38:08,114.0,,6.0,3.0,48.0,2.0,3.0,60.0,2020-03-12 15:14:07.198,1.0.0,,26.0,12.0,4.0,2.0,2.0,,,,,,,,3.0,,,,,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,26.0,,2020-03-12 15:14:07.198,2.0,,,,,,,,
268,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,11,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,9.0,12.0,40.0,2020-04-23 22:24:45.000,🐼,1.0,31.0,9.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,,,31.0,,,,3.0,,,,,,,,,,,,,,,,,,,
269,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,11,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2023-06-16 16:13:13.990000,2019-07-16 16:58:16,37.0,,15.0,7.0,13.0,7.0,4.0,19.0,2019-07-01 16:01:55.000,0.4.0,,739.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,2019-07-01 16:01:55.000,,86.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2023-06-16 16:13:13.990,35949.0,3.0,,,,,,,,,,,,,,,,,,,
270,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,11,False,remote_ikernel,tdaff/remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,12.0,2.0,4.0,11.0,18.0,14.0,2021-12-15 16:24:07.577,0.2.5,,194.0,19.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,2017-08-10 16:57:34.000,4.0,194.0,,,,3.0,,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
271,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,11,False,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2023-07-24 07:50:58.000000,2023-07-24 07:43:48,228.0,1.0,2.0,1.0,,,,5.0,,,,2853.0,,32.0,32.0,5.0,,,,,,,,3.0,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2853.0,,,,,,,,,,,
272,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,59.0,20.0,19.0,33.0,13.0,275.0,,,,,,,,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
273,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,10,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,16.0,8.0,14.0,2.0,15.0,148.0,,,,815.0,,7.0,7.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,,,513.0,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,302.0,,,,,,,,,,,
274,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,10,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,137.0,2018-10-05 14:26:44.945,0.1.0,,89.0,2.0,3.0,,3.0,https://pypi.org/project/ipyannotate,2018-07-29 08:53:50.000,1.0,74.0,,,,3.0,,,,,,ipyannotate,https://www.npmjs.com/package/ipyannotate,15.0,,2018-10-05 14:26:44.945,2.0,,,,,,,,
275,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,10,False,,jupyterlab/jupyterlab-celltags,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,441.0,,26.0,14.0,184.0,11.0,7.0,112.0,,,,,,,,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
276,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,10,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,7.0,8.0,11.0,39.0,,,,499.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,,,499.0,,,,3.0,,,,,,,,,,,,,,,,,,,
277,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,10,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2023-01-07 06:51:39.000000,2021-06-28 15:17:55,81.0,,1.0,4.0,22.0,3.0,,11.0,2021-06-28 15:15:13.000,1.2.3,,79.0,12.0,5.0,2.0,,https://pypi.org/project/ssh-ipykernel,2021-06-28 15:15:13.000,1.0,70.0,,,,3.0,,,,,,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,9.0,,2020-05-07 15:53:36.321,2.0,,,,,,,,
278,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-12-06 05:30:25.000000,2022-12-06 05:30:25,15.0,,16.0,14.0,14.0,1.0,4.0,101.0,2021-02-10 02:34:21.000,1.0.2,,,3.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
279,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,9,False,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2023-03-15 07:22:49.000000,2022-12-05 12:53:32,49.0,,4.0,1.0,10.0,,6.0,72.0,,,,800.0,,2.0,2.0,3.0,https://pypi.org/project/jupyterlab-horizon-theme,,,359.0,,,,3.0,,,,,,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,441.0,,,,,,,,,,,
280,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,9,False,jupyter_helpers,krassowski/jupyter-helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,27.0,,3.0,4.0,1.0,3.0,2.0,45.0,2021-02-10 16:36:22.000,0.2.3-2,,129.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,,,129.0,,,,3.0,,,,,,,,,,,,,,,,,,,
281,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,9,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2023-08-28 18:03:11.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,289.0,2.0,4.0,33.0,2018-05-20 05:09:14.000,0.1.6,,22.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,,,22.0,,,,3.0,,,,,,,,,,,,,,,,,,,
282,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2023-03-17 18:54:21.000000,2023-03-17 18:52:39,43.0,,11.0,4.0,8.0,3.0,12.0,21.0,,,,180.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,,,180.0,,,,3.0,,,,,,,,,,,,,,,,,,,
283,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,9,False,,jtpio/jupyterlab-theme-toggle,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2023-07-26 08:11:35.000000,2021-06-16 11:42:31,48.0,,3.0,2.0,19.0,1.0,4.0,11.0,,,,970.0,,4.0,4.0,2.0,,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,970.0,,,,,,,,,,,
284,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,9,False,jhub-authenticators,ucphhpc/jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2023-08-12 18:33:03.000000,2023-08-12 18:33:01,234.0,3.0,1.0,2.0,,,,1.0,2019-04-12 15:44:39.000,0.2.2,,334.0,3.0,1.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,,,334.0,,,,3.0,,,,,,,,,,,,,,,,,,,
285,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,,drillan/jupyter-black,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,23.0,5.0,3.0,11.0,13.0,430.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
286,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,8,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,8.0,7.0,2.0,,,50.0,,,,79.0,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,79.0,,,,,,,,,,,
287,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,False,,manuzhang/jupyterlab_spark,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,4.0,11.0,2.0,3.0,9.0,2021-09-05 06:59:55.000,0.4.0,,29.0,3.0,2.0,2.0,2.0,,,,,,,,3.0,,,,,,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,29.0,,,,,,,,,,,
288,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,40.0,,,2.0,4.0,1.0,1.0,8.0,2021-03-24 21:39:03.790,2021.1.6,3.0,358.0,4.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab-executor,2021-03-24 21:26:53.000,,338.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,20.0,,2021-03-24 21:39:03.790,2.0,,,,,,,,
289,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,8,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:30:16.000000,2023-01-06 07:29:25,42.0,,3.0,9.0,6.0,,,4.0,,,,63.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,,,63.0,,,,3.0,,,,,,,,,,,,,,,,,,,
290,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,34.0,13.0,2.0,1.0,2.0,248.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
291,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,7,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2023-01-04 06:51:10.000000,2020-10-16 21:38:41,60.0,,5.0,5.0,21.0,5.0,,34.0,,,,20.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,,,20.0,,,,3.0,,,,,,,,,,,,,,,,,,,
292,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,7,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,3.0,7.0,3.0,2.0,10.0,,,,211.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,,,211.0,,,,3.0,,,,,,,,,,,,,,,,,,,
293,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,False,jupyterterminals,willkessler/jupyterterminals,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2023-01-05 23:10:50.000000,2023-01-05 23:08:38,55.0,,2.0,3.0,15.0,,1.0,8.0,2020-04-28 05:56:20.000,0.1.2,,40.0,2.0,2.0,2.0,2.0,https://pypi.org/project/jupyterterminals,2020-04-28 05:56:20.000,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,,
294,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,7,False,easyexplore,GianniBalistreri/easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2023-07-06 22:15:29.000000,2023-04-01 21:00:35,335.0,,2.0,1.0,83.0,8.0,16.0,4.0,,,,110.0,,1.0,1.0,4.0,https://pypi.org/project/easyexplore,,,110.0,,,,3.0,,,,,,,,,,,,,,,,,,,
295,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,7,False,nb_black,,conda-forge/nb_black,,,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,,,,,,,,,,17672.0,4.0,,,,https://pypi.org/project/nb_black,,,15641.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,103624.0,3.0,,,,,,,,,,,,,,,,,,,
296,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,5,False,,Invictify/Jupter-Notebook-REST-API,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-12-08 03:56:51.000000,2020-03-31 23:00:06,2.0,,8.0,4.0,16.0,,,70.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
297,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,4,False,,kenshohara/theme-nord-extension,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,2.0,3.0,1.0,4.0,26.0,,,,45.0,,2.0,2.0,,,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,45.0,,,,,,,,,,,
298,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,4,False,,andreas-h/sshauthenticator,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,4.0,,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
299,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,3,False,,nteract/kernel-relay,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2023-01-04 02:47:40.000000,2019-07-10 04:14:14,12.0,,5.0,13.0,30.0,10.0,2.0,12.0,,,,,,2.0,2.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
