,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
173,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,jupyterlab_vim,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,46.0,63.0,42.0,920.0,3.0,3.0,8.0,,,2019-07-16 04:35:55.953,0.11.0,14.0,,,274.0,,,,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,274.0,2.0,,,,,,,,,,,,,,,,,,
174,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-08-15 12:29:55.000000,2021-12-29 07:49:50,283.0,,82.0,38.0,56.0,18.0,79.0,744.0,,,26.0,,,,,7.0,,,83.0,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2972.0,,,,,3.0,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,391.0,,,,,,,,,,,,
175,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,17,False,jupyternotify,ShopRunner/jupyter-notify,,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,34.0,63.0,26.0,11.0,12.0,560.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2018-01-08 14:52:15.000,0.1.15,14.0,2.0,2379.0,2379.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
176,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,67.0,36.0,123.0,13.0,127.0,434.0,,,28.0,,,2020-03-08 20:03:38.000,3.0.4,15.0,,,58.0,,,,,,,,3.0,5401.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,675.0,,,,,,,,,,,,
177,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,17,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,@danielfrg/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2022-07-21 14:30:24.000000,2022-06-22 18:38:58,342.0,1.0,46.0,5.0,70.0,12.0,44.0,258.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,2021-10-02 05:04:29.585,0.8.1,16.0,,833.0,1243.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,7883.0,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,68.0,3.0,,,,,,,,,,,,,,,,,,
178,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,17,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,jupyterlab-execute-time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-08-12 19:12:18.000000,2022-08-12 19:12:00,37.0,1.0,34.0,5.0,33.0,5.0,30.0,227.0,,,11.0,https://pypi.org/project/jupyterlab-execute-time,2021-10-01 15:42:18.000,2021-10-01 15:42:18.000,2.1.0,7.0,,11519.0,15237.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,17692.0,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,2787.0,2.0,,,,,,,,,,,,,,,,,,
179,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,17,True,notebookjs,jorgehpo/notebookJS,,notebookjs,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-03-03 01:40:42.101000,2021-10-26 05:50:22,55.0,,43.0,5.0,1.0,1.0,,216.0,17.0,4.0,2.0,https://pypi.org/project/notebookjs,2021-04-17 19:11:41.000,2022-03-03 01:40:42.101,0.6.7,25.0,,122.0,1137.0,,,,https://www.npmjs.com/package/notebookjs,2022-03-03 01:40:42.101,13.0,1015.0,3.0,,,,,,,,,,,,,,,,,,
180,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,False,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,@jupyter-widgets/jupyterlab-sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-07-20 03:28:49.000000,2021-07-04 21:12:58,69.0,,36.0,13.0,62.0,22.0,10.0,202.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,2021-01-15 16:35:10.000,2021-07-05 14:42:11.336,0.6.1,7.0,6.0,4137.0,5079.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,10829.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,541.0,2.0,,,,,,,,,,,,,,,,,,
181,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,33.0,28.0,16.0,14.0,193.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,2018-03-08 14:28:54.000,0.4.0,4.0,5.0,560.0,560.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
182,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,42.0,20.0,22.0,14.0,80.0,175.0,,,9.0,,,2017-06-02 21:19:27.000,0.5.0,15.0,,,1263.0,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,80806.0,,,,,3.0,86.0,,,,,,,,,,,,,,,,,
183,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,@aquirdturtle/collapsible_headings,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2022-07-20 03:22:41.000000,2021-05-22 01:41:35,98.0,,7.0,4.0,26.0,9.0,22.0,170.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,2021-05-22 01:50:04.000,3.1.0,18.0,4.0,1769.0,3243.0,,,,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,1474.0,2.0,,,,,,,,,,,,,,,,,,
184,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,@ijmbarr/jupyterlab_spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-07-20 04:32:58.000000,2022-02-22 17:17:32,152.0,,18.0,7.0,65.0,15.0,33.0,160.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,2021-10-08 10:09:24.361,0.7.2,19.0,,1990.0,6325.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,43517.0,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,1616.0,2.0,,,,,,,,,,,,,,,,,,
185,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:29:11.000000,2022-06-14 16:28:41,139.0,2.0,15.0,15.0,8.0,,41.0,151.0,13.0,12.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,2022-06-14 16:29:11.000,2.0.1,10.0,1.0,263.0,263.0,,,,,,,,3.0,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,
186,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-07-20 04:38:05.000000,2021-08-10 09:03:01,103.0,,25.0,8.0,34.0,18.0,13.0,91.0,5.0,,8.0,https://pypi.org/project/ipytree,2021-03-03 12:59:31.000,2021-03-03 12:59:31.000,0.2.1,11.0,5.0,30663.0,31957.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,44319.0,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,214.0,3.0,,,,,,,,,,,,,,,,,,
187,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,72.0,30.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,2020-06-18 03:31:10.000,0.5.10,23.0,4.0,739.0,739.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
188,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,17,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2022-07-21 12:41:47.000000,2022-07-21 12:41:46,282.0,22.0,9.0,3.0,70.0,3.0,29.0,58.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,2019-06-29 15:19:19.000,2022-04-11 15:35:12.000,0.3.6,14.0,,101.0,445.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2022-04-11 19:13:15.331,7295.0,https://www.npmjs.com/package/jupyterlab_autoversion,2022-04-11 15:34:49.164,,74.0,2.0,,,,,,,,,,,,,,,,,,
189,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,17,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-08-03 01:48:01.130000,2022-08-02 18:58:37,325.0,15.0,3.0,4.0,3.0,9.0,50.0,54.0,,,4.0,https://pypi.org/project/jupyterlab-sos,2022-02-15 23:26:01.000,2022-08-02 19:00:00.247,0.8.7,43.0,,287.0,917.0,https://anaconda.org/conda-forge/jupyterlab-sos,2022-08-03 01:48:01.130,17490.0,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,131.0,2.0,,,,,,,,,,,,,,,,,,
190,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,28.0,6.0,17.0,40.0,69.0,66.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,2021-10-28 11:35:32.000,1.0.0,8.0,3.0,3757.0,3757.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
191,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,17,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,jupyter-vue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-05-25 19:40:14.000000,2021-12-10 13:35:55,86.0,,11.0,5.0,52.0,2.0,5.0,40.0,42.0,20.0,3.0,https://pypi.org/project/ipyvue,2021-10-28 09:32:48.000,2021-11-19 19:10:31.000,1.7.0,23.0,12.0,70808.0,75670.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,54395.0,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,3352.0,3.0,,,,,,,widgetti/ipyvue,,,,,,,,,,,
192,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,17,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2022-07-21 13:47:04.000000,2022-07-21 13:47:02,235.0,43.0,6.0,1.0,59.0,2.0,22.0,37.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab-commands,2022-04-11 19:08:49.000,2022-04-11 19:08:49.000,0.3.4,13.0,,108.0,346.0,https://anaconda.org/conda-forge/jupyterlab_commands,2022-04-11 23:57:50.509,6444.0,,,,,2.0,,,,,,,,,,,,,,,,,,
193,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,67.0,90.0,39.0,46.0,1051.0,,,9.0,,,,,,,,1798.0,,,,,,,,3.0,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131280.0,,,,,,,,,,,,
194,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,16,True,jupyter-tabnine,codota/jupyter-tabnine,,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2022-05-08 10:19:47.000000,2021-08-23 11:44:08,105.0,,110.0,15.0,15.0,42.0,28.0,752.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,2021-08-23 11:45:07.000,1.2.3,8.0,,6267.0,6267.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
195,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,jupyterlab-sql,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2022-07-07 15:24:16.000000,2020-01-04 12:02:35,634.0,,44.0,12.0,89.0,44.0,37.0,375.0,,,2.0,https://pypi.org/project/jupyterlab_sql,2020-01-04 11:56:53.000,2020-01-04 11:56:53.000,0.3.3,41.0,,473.0,473.0,,,,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,3.0,,,,,,,,,,,,,,,,,,
196,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,16,True,,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2022-08-18 01:58:19.000000,2022-08-17 19:19:03,402.0,15.0,78.0,38.0,150.0,39.0,103.0,351.0,,,30.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
197,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,18.0,,12.0,11.0,7.0,5.0,5.0,299.0,161.0,158.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,2021-09-18 19:13:12.000,0.0.3,3.0,3.0,2670.0,2741.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1719.0,,,,,3.0,,,,,,,,,,,,,,,,,,
198,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,16,False,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,53.0,13.0,16.0,37.0,26.0,280.0,9.0,,10.0,https://pypi.org/project/nbopen,2018-04-25 07:36:48.000,2017-09-08 07:23:49.000,0.4.3,9.0,9.0,798.0,798.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
199,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,52.0,17.0,8.0,15.0,11.0,249.0,,,7.0,,,2020-02-03 15:59:07.000,1.0.0,8.0,,,1215.0,,,,,,,,3.0,1910.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44147.0,,,,,,,,,,,,
200,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,16,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2022-07-20 03:38:26.000000,2022-04-13 05:12:13,318.0,,27.0,10.0,108.0,32.0,12.0,198.0,,,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,2021-04-01 19:36:39.000,2021-04-01 19:36:39.000,0.4.0,5.0,,48.0,151.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,795.0,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,50.0,3.0,,,,,,,,,,,,,,,,,,
201,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,16,True,sparkmonitor,krishnan-r/sparkmonitor,,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,,51.0,7.0,23.0,30.0,7.0,166.0,,,3.0,https://pypi.org/project/sparkmonitor,2022-01-18 10:19:53.000,2022-01-18 10:19:53.000,2.1.1,9.0,,1571.0,1624.0,,,,,,,,3.0,2413.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,921.0,,,,,,,,,,,,
202,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,16,True,,quigleyj97/jupyterlab-spreadsheet,,jupyterlab-spreadsheet,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2022-07-18 18:08:54.000000,2022-07-18 18:08:51,129.0,4.0,14.0,7.0,35.0,6.0,18.0,155.0,3.0,3.0,4.0,,,2021-07-17 23:46:41.952,0.4.1,12.0,,,3812.0,,,,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,3812.0,3.0,,,,,,,,,,,,,,,,,,
203,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,158.0,,31.0,10.0,36.0,38.0,28.0,129.0,,,14.0,,,,,4.0,,,5361.0,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,391388.0,,,,,3.0,,,,,,,,,,,,,,,,,,
204,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,16,True,ipycache,rossant/ipycache,conda-forge/ipycache,,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2022-04-03 23:00:02.000000,2022-04-03 23:00:02,111.0,,24.0,9.0,34.0,17.0,21.0,128.0,29.0,23.0,10.0,https://pypi.org/project/ipycache,2013-10-13 16:56:18.000,2013-10-13 16:56:18.000,0.1.4,5.0,6.0,114.0,1062.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,71118.0,,,,,3.0,,,,,,,,,,,,,,,,,,
205,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,16,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2022-07-20 06:55:18.000000,2022-04-29 05:20:16,378.0,,24.0,13.0,87.0,13.0,42.0,122.0,,,9.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,2021-06-04 01:03:11.000,0.3.1,7.0,,325.0,492.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,3853.0,,,,,3.0,,,,,,,,,,,,,,,,,,
206,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,jupyterlab-tabular-data-editor,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,121.0,6.0,6.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,2021-03-24 19:56:11.000,2021-03-24 19:57:48.307,1.0.0,16.0,,3322.0,3557.0,,,,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,235.0,3.0,,,,,,,,,,,,,,,,,,
207,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,16,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2022-08-18 08:58:09.000000,2022-08-15 07:57:36,401.0,38.0,12.0,6.0,168.0,11.0,31.0,111.0,,,10.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,2022-08-08 17:39:03.286,0.0.35,30.0,,290.0,809.0,https://anaconda.org/conda-forge/fps-auth,2022-08-08 20:42:02.971,2154.0,,,,,3.0,890.0,,,,,,,,-1.0,,,,,,,,,
208,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,16,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,@jupyterlab/hdf5,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2022-07-07 10:57:13.000000,2022-02-21 08:59:58,337.0,,19.0,15.0,86.0,11.0,33.0,95.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,2022-02-21 09:56:36.997,1.2.0,14.0,1.0,974.0,1655.0,,,,https://www.npmjs.com/package/@jupyterlab/hdf5,2022-02-21 09:56:36.997,,681.0,3.0,,,,,,,,,,,,,,,,,,
209,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,80.0,293.0,289.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,2018-08-10 16:52:09.000,0.1.0,4.0,4.0,629.0,629.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
210,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,False,niwidgets,nipy/niwidgets,,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-08-10 18:32:21.000000,2020-03-24 14:27:42,242.0,,33.0,9.0,50.0,25.0,17.0,76.0,28.0,28.0,16.0,https://pypi.org/project/niwidgets,2019-04-23 08:43:52.000,2019-04-23 08:43:52.000,0.2.2,5.0,,126.0,126.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
