,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_dependent_project_count,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,45,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-09-28 16:51:33.000000,2022-09-09 12:17:42,26073.0,80.0,4380.0,775.0,6726.0,1528.0,5516.0,15530.0,2022-09-06 09:05:48.169,8.5.0,319366.0,17034869.0,152.0,343372.0,308372.0,907.0,https://pypi.org/project/ipython,2022-09-06 09:05:48.169,35000.0,16846803.0,https://anaconda.org/conda-forge/ipython,2022-09-06 16:42:49.564,14255565.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2022-09-29 13:48:29.000000,2022-09-26 13:24:46,13046.0,61.0,3901.0,321.0,2064.0,2041.0,2472.0,10369.0,2022-08-24 20:39:04.980,5.7.15,9158.0,10333861.0,101.0,8704.0,10.0,614.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,8694.0,9988577.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2394345.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-09-29 09:28:09.790916,946.0,27584873.0,,,,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,42,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-09-29 14:12:04.000000,2022-09-29 14:09:49,19750.0,170.0,3979.0,451.0,5324.0,688.0,6329.0,16727.0,2022-05-18 19:00:14.000,2.4.3,,3587581.0,136.0,3713.0,155.0,617.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,3440957.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8628993.0,1.0,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2022-09-17 18:30:27.804,5.0,13871.0,,,,,,,,,,,,
4,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,39,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-09-29 11:59:26.000000,2022-09-25 21:26:18,1112.0,101.0,1371.0,155.0,463.0,121.0,476.0,9658.0,2022-09-07 14:35:41.482,3.3.0,,1175636.0,33.0,9304.0,9140.0,95.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1171709.0,https://anaconda.org/conda-forge/pandas-profiling,2022-09-13 12:49:40.455,286671.0,1.0,,,,,,,,,,,ydataai/pandas-profiling,,,,,,,,,,,
5,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,39,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-09-29 11:17:53.000000,2022-09-27 09:40:04,7635.0,172.0,862.0,71.0,1776.0,616.0,1248.0,2597.0,2022-09-02 18:36:45.441,5.0.3,,7726503.0,142.0,13762.0,4960.0,198.0,https://pypi.org/project/ipywidgets,2022-07-06 21:32:24.000,8720.0,7565003.0,https://anaconda.org/conda-forge/ipywidgets,2022-09-06 16:41:24.351,6244032.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-09-02 18:36:45.441,82.0,80409.0,,,,,,,,,,,,
6,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2022-09-26 23:31:55.000000,2022-09-23 11:32:50,5900.0,133.0,1764.0,269.0,1841.0,149.0,2028.0,7118.0,2022-09-09 06:35:44.241,3.0.0,,168111.0,66.0,2270.0,1900.0,283.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,370.0,131610.0,https://anaconda.org/conda-forge/jupyterhub,2022-09-12 12:49:07.730,692665.0,1.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-09-23 09:08:15.248253,313.0,2711339.0,,,,,,,,,,,,,,,,,
7,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,38,False,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2022-09-26 23:57:57.000000,2022-09-12 13:17:29,3890.0,54.0,499.0,49.0,839.0,456.0,593.0,1385.0,2022-09-26 14:40:14.627,6.5.4,,11269779.0,61.0,174786.0,166462.0,251.0,https://pypi.org/project/nbconvert,2022-08-11 11:55:23.519,8324.0,11160321.0,https://anaconda.org/conda-forge/nbconvert,2022-08-23 07:15:28.466,8428297.0,1.0,,,,,,,,,,,,,,,,,,,,,,
8,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,37,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-09-29 14:07:00.000000,2022-09-29 13:43:18,2322.0,175.0,296.0,44.0,1928.0,586.0,1386.0,2191.0,2022-05-24 10:28:39.753,0.13.1,,640459.0,232.0,4279.0,4167.0,102.0,https://pypi.org/project/panel,2022-07-05 13:31:06.000,112.0,504309.0,https://anaconda.org/conda-forge/panel,2022-05-24 21:55:47.367,636595.0,1.0,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2022-09-27 18:59:48.722,,122606.0,,,,,,,,,,,,
9,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,36,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2022-09-27 01:26:23.000000,2022-09-27 01:26:21,2741.0,29.0,324.0,32.0,576.0,236.0,207.0,512.0,2022-09-26 17:53:39.000,6.16.0,586.0,11083844.0,93.0,9633.0,,156.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,9599.0,11078679.0,https://anaconda.org/anaconda/ipykernel,2022-09-06 16:04:23.662,420595.0,1.0,,,,,,,,,,,,34.0,,,,,,,,,,
10,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,35,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-09-29 13:51:38.000000,2022-09-29 10:22:01,1302.0,46.0,435.0,78.0,602.0,274.0,368.0,4346.0,2022-07-18 20:31:49.000,0.3.6,305.0,84799.0,77.0,7434.0,7372.0,62.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,62.0,78950.0,https://anaconda.org/conda-forge/voila,2022-07-18 23:28:25.603,213703.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,1278.0,,,1.0,,,,,,,,,
11,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-09-02 16:46:31.000000,2022-09-02 16:46:31,1895.0,8.0,178.0,22.0,243.0,101.0,217.0,332.0,2022-06-05 17:30:57.000,5.3.1,,3178129.0,41.0,116608.0,110286.0,116.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,6322.0,3138827.0,https://anaconda.org/conda-forge/qtconsole,2022-08-28 14:56:02.482,2987026.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-09-29 13:53:40.000000,2022-09-27 01:26:49,2419.0,69.0,238.0,36.0,514.0,155.0,183.0,291.0,2022-08-25 16:35:18.400,7.3.5,345.0,11978443.0,62.0,2189.0,,119.0,https://pypi.org/project/jupyter-client,2022-06-08 20:05:19.000,2189.0,11848934.0,https://anaconda.org/conda-forge/jupyter_client,2022-08-26 14:08:23.794,9970248.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,34,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-09-29 02:36:14.000000,2022-09-29 02:36:14,1440.0,944.0,379.0,40.0,446.0,48.0,630.0,3751.0,2022-09-26 00:15:03.326,2.3.7,,86273.0,148.0,77.0,,74.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,77.0,86273.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,34,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2022-09-29 13:55:39.000000,2022-09-28 15:23:44,12423.0,69.0,195.0,41.0,698.0,128.0,195.0,337.0,2022-09-28 00:04:41.254,1.19.1,468.0,1786984.0,98.0,153.0,,482.0,https://pypi.org/project/jupyter_server,2022-09-19 21:14:36.706,153.0,1739974.0,https://anaconda.org/conda-forge/jupyter_server,2022-09-28 01:18:49.609,2255817.0,3.0,,,,,,,,,,,,,,,,,,,,,,
15,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,33,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-09-26 16:38:24.000000,2022-09-23 16:21:40,11218.0,44.0,573.0,160.0,3964.0,180.0,1520.0,5883.0,2021-10-22 17:46:48.907,7.0.20,1373727.0,51159.0,94.0,37.0,,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,2703.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,32.0,30381.0,,,,,,,,,,,,
16,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,33,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-09-16 15:03:42.000000,2022-08-15 07:33:10,924.0,10.0,375.0,92.0,333.0,112.0,239.0,4902.0,2022-08-15 04:13:05.241,2.4.0,,800776.0,72.0,2638.0,2452.0,103.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,186.0,794371.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,313861.0,1.0,,,,,,,,,,,,,,,,,,,,,,
17,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-09-20 09:05:33.000000,2022-09-03 20:41:19,10292.0,10.0,415.0,81.0,1509.0,45.0,2061.0,2329.0,2022-08-01 21:01:18.000,8.2.3,,1720.0,86.0,577.0,440.0,231.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1720.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
18,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-09-26 08:23:19.000000,2022-09-23 11:46:14,1138.0,28.0,343.0,61.0,550.0,205.0,319.0,1296.0,2022-08-23 09:18:02.308,0.17.1,,167789.0,75.0,2944.0,2827.0,80.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,106318.0,https://anaconda.org/conda-forge/ipyleaflet,2022-08-23 09:37:45.585,892633.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-08-23 09:12:55.873,3.0,49726.0,,,,,,,,,,,,
19,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-09-26 23:57:44.000000,2022-09-26 14:32:02,939.0,50.0,140.0,24.0,183.0,53.0,74.0,185.0,2022-09-26 14:37:06.577,5.6.1,,9006105.0,30.0,8597.0,,68.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8597.0,8870350.0,https://anaconda.org/conda-forge/nbformat,2022-09-26 14:57:29.721,10424545.0,1.0,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-09-26 14:35:41.286,,372.0,,,,,,,,,,,,
20,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,32,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-08-14 23:11:31.000000,2022-07-29 10:20:53,2265.0,7.0,355.0,70.0,458.0,74.0,465.0,5588.0,2022-07-29 11:00:19.211,1.14.1,,298405.0,111.0,3541.0,3377.0,72.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,164.0,282956.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,402320.0,2.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,6703.0,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-08-19 14:33:20.000000,2022-07-17 11:19:32,2629.0,16.0,767.0,138.0,833.0,333.0,452.0,4914.0,2019-01-02 12:28:49.000,0.5.1,,361050.0,17.0,191.0,,130.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,191.0,341782.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2021-03-05 08:03:36.764,1406616.0,1.0,,,,,,,,,,,,,,,,,,,,,,
22,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,31,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-09-29 14:16:34.000000,2022-09-29 13:56:16,3543.0,23.0,468.0,106.0,957.0,240.0,361.0,3354.0,2022-09-02 15:04:31.743,0.12.36,,115674.0,102.0,143.0,35.0,59.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,95330.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1043574.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,6613.0,,,,,,,,,,,,
23,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,31,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-09-29 14:48:20.000000,2022-09-29 14:48:16,1330.0,343.0,284.0,29.0,215.0,35.0,93.0,2722.0,,,,268459.0,60.0,696.0,693.0,25.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,268333.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,1650.0,2.0,,,,,,,,,,,,,,,,,,,,,,
24,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-09-29 12:01:39.000000,2022-09-27 22:45:13,1770.0,83.0,265.0,46.0,1346.0,226.0,1280.0,1449.0,2022-09-01 21:55:17.000,3.11.1,,6130.0,114.0,44.0,37.0,55.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,3.0,2989.0,https://anaconda.org/conda-forge/elyra,2022-09-02 16:49:26.603,19720.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-09-27 22:56:35.157,4.0,2353.0,,,,,,,,,,,,
25,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-08-22 10:48:52.758000,2022-08-22 09:53:38,479.0,7.0,194.0,42.0,226.0,120.0,144.0,1350.0,2022-08-22 10:06:31.028,0.11.2,,313246.0,48.0,4051.0,3960.0,28.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,91.0,265848.0,https://anaconda.org/conda-forge/ipympl,2022-08-22 10:48:52.758,1099685.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-08-22 10:06:31.028,,31227.0,,,,,,,,,,,,
26,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-09-29 08:09:39.000000,,,,2463.0,,,2142.0,,12347.0,2022-09-19 20:21:32.304,3.4.7,,2230780.0,445.0,2202.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1897.0,1802204.0,https://anaconda.org/conda-forge/jupyterlab,2022-09-29 08:02:27.001,6342124.0,2.0,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-09-13 07:51:48.115,305.0,344015.0,,,,,,,,,,,,
27,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-09-29 13:55:20.000000,2022-09-29 13:55:11,3168.0,137.0,2759.0,193.0,1014.0,41.0,746.0,7244.0,,,,1005277.0,,,,222.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-09-29 09:27:19.301133,367.0,86453906.0,,,,,,,,,,,,,,,,,
28,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-09-27 03:59:42.000000,2022-09-25 23:38:02,5340.0,110.0,516.0,106.0,1316.0,91.0,472.0,4870.0,2022-08-26 16:59:28.795,1.6.5,,10133.0,86.0,13.0,4.0,72.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,3255.0,https://anaconda.org/conda-forge/perspective,2022-09-10 17:40:30.872,157777.0,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-08-26 15:51:30.145,,1035.0,,,,,,,,,,,,
29,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-09-27 20:33:57.000000,2022-09-27 20:33:50,625.0,18.0,300.0,66.0,220.0,45.0,434.0,3647.0,2022-09-09 14:55:58.000,2.8.1,,144223.0,151.0,511.0,499.0,28.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,139172.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,156584.0,2.0,,,,,,,,,,,,,,,,,,,,,,
30,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-09-27 20:33:57.000000,2022-09-27 20:33:50,625.0,18.0,300.0,66.0,220.0,45.0,434.0,3647.0,2022-09-09 14:55:58.000,2.8.1,,144223.0,151.0,511.0,499.0,28.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,139172.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,156584.0,1.0,,,,,,,,,,,,,,,,,,,,,,
31,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-09-28 14:06:21.000000,2022-09-21 04:28:58,1380.0,8.0,538.0,62.0,669.0,475.0,670.0,3046.0,2022-08-16 07:22:00.869,0.13.1,,60109.0,42.0,65.0,,111.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,65.0,58299.0,https://anaconda.org/conda-forge/jupyter-book,2022-08-22 02:39:14.822,34399.0,2.0,,,,,,,,,,,,,-1.0,,,,,,,,,
32,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-09-26 23:40:03.000000,2022-09-01 07:44:49,2696.0,14.0,915.0,116.0,403.0,55.0,282.0,2267.0,2022-06-20 10:37:35.000,8.4.1,,185248.0,41.0,287.0,,111.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,176281.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,690478.0,2.0,,,,,,,,,,,,,,,,,,,,,,
33,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-07-28 00:45:28.000000,2022-06-12 04:14:20,285.0,,258.0,51.0,74.0,105.0,40.0,1569.0,2022-06-12 04:51:46.000,0.4.1,,110799.0,18.0,3525.0,3456.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,108445.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,171887.0,1.0,,,,,,,,,,,,,,,,,,,,,,
34,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-09-28 16:07:12.000000,2022-09-28 16:07:11,2497.0,83.0,114.0,17.0,432.0,165.0,278.0,1349.0,2022-08-26 15:33:43.000,3.10.2,,33198.0,67.0,244.0,235.0,45.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,7.0,25821.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,55932.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,2.0,5047.0,,,,,,,,,,,,
35,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,30,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-09-28 08:21:26.000000,2022-05-02 22:12:52,1212.0,,408.0,52.0,371.0,148.0,275.0,1164.0,2022-05-02 22:18:06.000,0.20.0,,34789.0,50.0,271.0,251.0,57.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,33901.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,54226.0,1.0,,,,,,,,,,,,,,,,,,,,,,
36,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-09-28 12:47:10.000000,2022-09-26 07:23:59,1796.0,21.0,252.0,35.0,615.0,84.0,451.0,1155.0,2022-09-06 13:58:05.579,0.39.2,,162013.0,64.0,40.0,16.0,77.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,126019.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-09-06 18:08:51.868,264865.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-09-06 13:29:46.190,4.0,30109.0,,,,,,,,,,,,
