,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
175,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2023-07-20 06:35:35.164000,2022-11-06 15:47:40,299.0,,82.0,38.0,59.0,16.0,85.0,787.0,,,,71.0,8.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2023-07-20 06:35:35.164,3365.0,3.0,simplect/clojupyter,,,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,414.0,,,,,,,,,,,,,,,,,
176,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2023-06-16 19:23:43.370000,2022-05-09 10:21:01,216.0,,75.0,24.0,33.0,27.0,105.0,460.0,2022-05-09 10:21:42.000,0.17.1,,1874.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,686.0,https://anaconda.org/conda-forge/matlab_kernel,2023-06-16 19:23:43.370,39213.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
177,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,17,False,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,,2016-11-07 14:08:25.000,2023-07-28 17:17:57.000000,2023-04-14 07:14:04,272.0,,39.0,20.0,112.0,13.0,24.0,438.0,,,,1798.0,4.0,34.0,34.0,4.0,https://pypi.org/project/nbtutor,80.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,137498.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
178,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-11-22 01:33:40.000000,2022-11-22 01:33:39,534.0,,20.0,14.0,25.0,11.0,188.0,336.0,2020-02-02 22:32:28.000,0.1.6,,83.0,26.0,21.0,19.0,3.0,https://pypi.org/project/pylantern,83.0,,,,3.0,,2020-02-02 22:31:39.000,2.0,,,,,,,,,,,,,,,,,,,,,
179,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-07-10 13:47:01.000000,2023-07-10 13:47:01,83.0,1.0,40.0,13.0,75.0,38.0,11.0,224.0,2023-02-03 18:42:15.154,0.5.1,,4933.0,7.0,15.0,6.0,16.0,https://pypi.org/project/sidecar,4262.0,https://anaconda.org/conda-forge/sidecar,2023-06-16 19:19:19.627,18798.0,3.0,,2021-01-15 16:35:10.000,7.0,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,189.0,,2021-07-05 14:42:11.336,2.0,,,,,,,,,,,
180,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2023-06-16 13:16:28.691000,2022-08-22 19:50:43,113.0,,24.0,10.0,35.0,17.0,22.0,137.0,2013-10-13 16:56:18.000,0.1.4,,1026.0,5.0,33.0,27.0,10.0,https://pypi.org/project/ipycache,115.0,https://anaconda.org/conda-forge/ipycache,2023-06-16 13:16:28.691,79305.0,2.0,,2013-10-13 16:56:18.000,6.0,,,,,,,,,,,,,,,,,,,,,
181,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,10.0,159.0,88.0,93.0,72.0,2020-06-18 03:31:10.000,0.5.10,,250.0,23.0,37.0,33.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,250.0,,,,3.0,,2020-06-18 03:31:10.000,4.0,,,,,,,,,,,,,,,,,,,,,
182,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,17,True,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,MIT,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,7.0,,,,,62.0,2019-11-30 08:56:06.000,1.0.7,,81380.0,4.0,24.0,,,https://pypi.org/project/nb_black,79495.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,96139.0,2.0,,2019-11-30 08:56:06.000,24.0,,,,,,,,,,,,9.0,,,,,,,,,
183,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,17,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-07-18 22:23:42.000000,2023-07-18 22:23:40,330.0,7.0,6.0,5.0,98.0,4.0,17.0,59.0,2022-09-23 17:10:56.000,0.3.7,,60806.0,16.0,2.0,2.0,3.0,https://pypi.org/project/ipydagred3,273.0,https://anaconda.org/conda-forge/ipydagred3,2023-06-15 21:19:08.323,23233.0,3.0,,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,59938.0,,,,,-7.0,,,,,,,,,
184,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2023-06-30 06:50:09.000000,2023-06-30 06:50:08,100.0,2.0,26.0,5.0,29.0,7.0,17.0,46.0,2021-10-28 11:35:32.000,1.0.0,,4903.0,8.0,80.0,77.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,4903.0,,,,2.0,,2021-10-28 11:35:32.000,3.0,,,,,,,,,,,,,,,,,,,,,
185,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,17,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2023-07-19 16:07:45.000000,2023-07-19 16:07:43,264.0,13.0,5.0,3.0,72.0,1.0,23.0,44.0,2023-07-12 22:24:19.000,0.4.0,,514.0,14.0,6.0,6.0,2.0,https://pypi.org/project/jupyterlab-commands,230.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-07-13 15:10:21.540,10822.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
186,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1078.0,,,,1544.0,,,,9.0,,,,,,3.0,geonotebook/geonotebook,,,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,9.0,131299.0,,,,,,,,,,,,,,,,,
187,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-04-05 12:21:41.000000,2019-07-16 04:37:36,60.0,,73.0,20.0,49.0,59.0,42.0,949.0,2019-07-16 04:33:54.000,0.11.0,,250.0,14.0,5.0,5.0,8.0,,,,,,3.0,,,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,250.0,,,,,,,,,,,,,,
188,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,16,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2023-02-05 13:08:34.000000,2021-08-23 11:44:08,105.0,,117.0,18.0,16.0,42.0,28.0,781.0,2021-08-23 11:45:05.000,1.2.3,,4211.0,2.0,,,10.0,https://pypi.org/project/jupyter-tabnine,4211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
189,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,36.0,69.0,26.0,13.0,12.0,575.0,2018-01-08 14:52:15.000,0.1.15,,1228.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,1228.0,,,,3.0,,2018-01-08 14:52:15.000,2.0,,,,,,,,,,,,,,,,,,,,,
190,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2023-07-30 00:09:09.000000,2023-03-17 16:46:08,577.0,,106.0,30.0,322.0,35.0,148.0,489.0,2023-01-31 21:35:49.000,0.1.0,,,1.0,,,36.0,,,,,,3.0,,,,,,,,,,,tweag/jupyenv,,,,,,,,,,,,,
191,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,16,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-07-12 00:25:41.000000,2022-11-28 19:10:54,345.0,,30.0,13.0,48.0,9.0,18.0,481.0,2020-02-06 15:50:53.838,0.6.1,,38.0,9.0,4.0,2.0,13.0,,,,,,3.0,,,,,,,,nbgather,https://www.npmjs.com/package/nbgather,38.0,,2020-02-06 15:50:53.838,2.0,,,,,,,,,,,
192,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,304.0,2020-06-27 13:40:43.778,0.2.1,,6984.0,9.0,6.0,4.0,7.0,,,,,,3.0,,,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6984.0,,2020-06-27 13:40:43.778,2.0,,,,,,,,,,,
193,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2023-06-16 19:21:13.443000,2021-09-18 19:09:46,18.0,,13.0,12.0,7.0,5.0,5.0,303.0,,,,3004.0,1.0,226.0,226.0,3.0,https://pypi.org/project/blackcellmagic,2925.0,https://anaconda.org/conda-forge/blackcellmagic,2023-06-16 19:21:13.443,2847.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
194,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,16,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,49.0,13.0,2.0,21.0,9.0,260.0,,,,91989.0,1.0,,,3.0,https://pypi.org/project/jupyter_http_over_ws,90914.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,38728.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
195,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,9.0,22.0,176.0,2021-05-22 01:50:04.000,3.1.0,,3645.0,3.0,5.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2986.0,,,,3.0,,2021-05-22 01:50:04.000,5.0,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,659.0,,,,,,,,,,,,,,
196,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,16,False,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,,49.0,8.0,23.0,15.0,7.0,172.0,2018-05-29 18:46:14.000,0.0.9,2459.0,1320.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1275.0,,,,3.0,krishnanr/sparkmonitor,,,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,948.0,,,,,,,,,,,,,,,,,
197,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,16,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2023-06-16 19:19:11.464000,2023-03-16 20:36:26,286.0,,22.0,6.0,84.0,15.0,31.0,156.0,,,,760.0,9.0,,,12.0,,,https://anaconda.org/conda-forge/xeus-sqlite,2023-06-16 19:19:11.464,29648.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
198,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,140.0,,15.0,14.0,8.0,,41.0,153.0,2022-06-14 16:29:11.000,2.0.1,,351.0,10.0,15.0,13.0,5.0,https://pypi.org/project/igv-jupyter,351.0,,,,3.0,,2022-06-14 16:29:11.000,2.0,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,,,
199,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,16,True,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:45:34.886000,2022-11-23 11:42:26,83.0,,19.0,6.0,12.0,7.0,23.0,149.0,2022-11-23 11:45:34.886,1.2.0,,2269.0,4.0,5.0,5.0,8.0,https://pypi.org/project/environment_kernels,2269.0,,,,3.0,,2022-11-23 11:45:34.886,,,,,,,,,,,,,,,,,,,,,,
200,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2023-07-31 14:10:59.000000,2020-09-11 21:06:00,158.0,,30.0,12.0,37.0,35.0,28.0,136.0,,,,6584.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2023-06-16 13:21:18.593,559656.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
201,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,128.0,2021-03-24 19:57:48.307,1.0.0,,1711.0,16.0,4.0,2.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,1569.0,,,,3.0,,2021-03-24 19:56:11.000,,,,,,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,142.0,,2021-03-24 19:57:48.307,2.0,,,,,,,,,,,
202,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,16,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2023-06-16 19:17:31.930000,2023-05-02 16:09:30,149.0,,11.0,7.0,48.0,5.0,5.0,63.0,2021-11-06 14:18:45.000,0.4.0,,49853.0,5.0,,,3.0,https://pypi.org/project/altair_viewer,48256.0,https://anaconda.org/conda-forge/altair_viewer,2023-06-16 19:17:31.930,68711.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
203,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-07-30 16:26:02.000000,2023-07-19 14:25:54,226.0,2.0,12.0,4.0,82.0,1.0,35.0,62.0,2023-01-08 16:33:54.000,3.3.4,3252.0,10586.0,27.0,2.0,2.0,10.0,https://pypi.org/project/jupyter-archive,9144.0,https://anaconda.org/conda-forge/jupyter-archive,2023-06-16 16:18:14.578,51163.0,3.0,,,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,260.0,,,,,,,,,,,,,,
204,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,16,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,113.0,,21.0,32.0,40.0,17.0,15.0,34.0,2020-07-13 15:59:02.000,0.0.9,13.0,7030.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,7030.0,,,,2.0,,2020-07-13 15:59:02.000,,,,,,,,,,,,,,,,,,,,,,
205,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,False,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-08-23 18:11:54.000000,2022-02-19 09:55:04,143.0,,111.0,50.0,40.0,37.0,71.0,889.0,,,8059.0,161.0,3.0,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
206,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,41.0,23.0,6.0,1.0,15.0,451.0,2018-03-28 15:38:57.000,0.3.0,,203.0,9.0,,,4.0,https://pypi.org/project/py_d3,203.0,,,,3.0,,2018-03-28 15:38:57.000,,,,,,,,,,,,,,,,,,,,,,
207,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,15,False,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,65.0,36.0,123.0,13.0,127.0,437.0,2020-03-08 20:03:38.000,3.0.4,5508.0,54.0,15.0,,,28.0,,,,,,3.0,fsprojects/ifsharp,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,708.0,,,,,,,,,,,,,,,,,
208,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,15,False,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,59.0,17.0,8.0,16.0,11.0,285.0,2020-02-03 15:59:07.000,1.0.0,2037.0,941.0,8.0,,,7.0,,,,,,3.0,mltooling/ml-hub,,,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44939.0,,,,,,,,,,,,,,,,,
209,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,15,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,45.0,6.0,1.0,1.0,,248.0,2022-03-03 01:40:42.101,0.6.7,,627.0,25.0,27.0,12.0,2.0,https://pypi.org/project/notebookjs,72.0,,,,3.0,,2021-04-17 19:11:41.000,,,,,,notebookjs,https://www.npmjs.com/package/notebookjs,555.0,,2022-03-03 01:40:42.101,15.0,,,,,,,,,,,
210,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,10.0,4.0,10.0,13.0,219.0,2019-07-05 21:26:30.000,0.5.0,,4533.0,5.0,15.0,15.0,2.0,,,,,,3.0,,,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,4533.0,,,,,,,,,,,,,,
211,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,30.0,35.0,28.0,13.0,14.0,193.0,,,,522.0,,18.0,18.0,12.0,https://pypi.org/project/jupyter-spark,522.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
212,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,False,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-05-06 22:45:04.000000,2022-07-18 18:08:51,129.0,,15.0,8.0,37.0,8.0,18.0,179.0,2021-07-17 23:45:44.000,0.4.1,,2086.0,5.0,5.0,5.0,4.0,,,,,,3.0,,,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2086.0,,,,,,,,,,,,,,
213,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,15,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,1.0,5.0,159.0,2021-12-07 18:44:34.000,0.1.28,,101.0,24.0,10.0,8.0,3.0,https://pypi.org/project/ipyexperiments,101.0,,,,3.0,,2021-12-07 18:44:34.000,2.0,,,,,,,,,,,,5.0,,,,,,,,,
214,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,25.0,27.0,32.0,25.0,10.0,97.0,2020-05-01 11:39:08.310,0.3.0,,58.0,4.0,4.0,2.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,27.0,,,,3.0,,2019-10-18 14:13:09.000,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,31.0,,2020-05-01 11:39:08.310,2.0,,,,,,,,,,,
215,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,15,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,22.0,7.0,24.0,8.0,8.0,91.0,2021-08-04 03:02:45.000,4.1.0,,6549.0,15.0,2.0,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,6486.0,,,,3.0,itsjafer/sparkmonitor,2021-08-04 03:02:45.000,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,324.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,56.0,,2020-07-29 07:52:58.288,2.0,,,,,,,,,,,
