,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
141,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,21,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2024-04-12 19:03:39.000000,2024-04-03 16:48:08,389.0,4.0,54.0,8.0,114.0,12.0,51.0,312.0,2023-03-28 23:50:00.718,0.9.1,,1843.0,18.0,49.0,46.0,4.0,https://pypi.org/project/jupyter-flex,2023-03-28 23:50:00.718,,1441.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,17093.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,3.0,5.0,,,,,,,,,,,,,,,,,,
142,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,21,True,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2024-02-13 21:24:04.000000,2024-02-13 21:24:04,595.0,5.0,22.0,7.0,117.0,66.0,42.0,230.0,2021-01-05 06:49:39.135,0.2.6,,4209.0,46.0,46.0,4.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,4141.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,3.0,68.0,,,,,,,,,,,,,,,,,,
143,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,21,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-10-07 22:03:22.000000,2023-07-28 20:05:17,217.0,,19.0,9.0,84.0,18.0,39.0,199.0,2023-07-28 20:19:38.000,0.8.4,,10482.0,19.0,241.0,236.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2023-07-28 20:19:38.000,2.0,7110.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-28 22:34:41.159,114112.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,3.0,203.0,,,,,,,,,,,,,,,,,,
144,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,21,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2024-04-19 09:03:21.591000,2024-04-17 13:26:40,141.0,8.0,18.0,7.0,77.0,5.0,9.0,65.0,2024-04-17 13:34:56.068,1.11.0,,122694.0,33.0,836.0,804.0,6.0,https://pypi.org/project/ipyvue,2024-04-17 13:34:49.000,19.0,116143.0,https://anaconda.org/conda-forge/ipyvue,2024-04-19 09:03:21.591,127073.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2024-04-17 13:34:56.068,13.0,3789.0,,,,,,,widgetti/ipyvue,,,,,,,,,,,
145,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2024-04-02 07:54:29.000000,2024-04-02 07:54:28,471.0,9.0,50.0,7.0,145.0,4.0,47.0,64.0,2024-01-04 13:15:25.000,1.6.2,,4111.0,14.0,116.0,107.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2024-01-04 13:15:25.000,9.0,4111.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
146,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,21,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,,9.0,6.0,47.0,8.0,10.0,40.0,2023-06-14 12:41:06.000,4.3.5,,79697.0,22.0,1131.0,1101.0,5.0,https://pypi.org/project/ipydatawidgets,2023-06-14 11:16:58.611,30.0,75910.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,265094.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
147,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-09-08 15:20:37.000000,2022-04-28 20:49:58,640.0,,552.0,40.0,255.0,53.0,39.0,6129.0,2020-10-27 19:53:29.453,5.11.0,,53.0,71.0,5.0,2.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,3.0,53.0,,,,,,,,,,,,,,,,,,
148,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2024-03-08 20:52:07.000000,2024-03-08 20:50:01,722.0,4.0,404.0,116.0,274.0,142.0,709.0,2748.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
149,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2024-03-19 12:12:34.255000,2023-10-31 13:44:58,446.0,,67.0,15.0,131.0,38.0,57.0,603.0,2023-05-31 04:26:11.000,3.2.0,,2595.0,16.0,5.0,,23.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,2.0,1861.0,https://anaconda.org/conda-forge/jupyterlab-latex,2024-03-19 12:12:34.255,13851.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,3.0,315.0,,,,,,,,,,,,,,,,,,
150,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,58.0,21.0,51.0,17.0,29.0,529.0,2022-02-11 15:19:00.000,1.0.0,,1405.0,11.0,13.0,13.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,190.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,15209.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66768.0,,,,,,,,,,,,,
151,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2024-04-14 01:51:23.000000,2023-04-14 07:14:04,272.0,,39.0,19.0,112.0,19.0,24.0,449.0,2022-04-19 10:58:08.000,2.0.3,,2442.0,8.0,42.0,39.0,4.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,794.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,145041.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
152,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,20,False,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,40.0,17.0,65.0,48.0,47.0,403.0,2020-08-11 16:50:08.000,0.1.3,,1628.0,7.0,357.0,357.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,23.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,65836.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
153,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2024-03-25 09:01:34.000000,2024-03-25 09:01:33,248.0,1.0,104.0,32.0,91.0,29.0,41.0,402.0,2023-08-03 14:12:11.000,4.0.0,30.0,3057.0,24.0,10.0,6.0,18.0,https://pypi.org/project/jupyterlab-github,2023-08-03 14:12:04.000,2.0,2586.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2023-08-02 17:40:03.884,2.0,471.0,,,,,,,,,,,,,,,,,,
154,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,,30.0,6.0,60.0,27.0,44.0,294.0,2021-02-04 22:39:49.000,0.8.0,,8083.0,20.0,177.0,173.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,5857.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,32833.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,2.0,1362.0,,,,,,,,,,,,,,,,,,
155,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,35.0,5.0,46.0,21.0,17.0,205.0,2022-07-20 12:04:00.552,4.0.0,,2486.0,13.0,1330.0,1327.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,1738.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,24265.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,3.0,74.0,,,,,,,,,,,,,,,,,,
156,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,20,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2024-04-25 07:10:06.000000,2024-04-24 14:34:45,670.0,17.0,25.0,8.0,335.0,28.0,45.0,193.0,2024-04-12 07:34:51.000,0.5.0,5625.0,2054.0,62.0,3.0,3.0,12.0,https://pypi.org/project/jupyverse,2024-04-12 07:34:44.000,,855.0,https://anaconda.org/conda-forge/fps-auth,2024-04-13 15:22:17.526,25308.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
157,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,20,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2024-03-26 16:36:01.000000,2024-02-29 16:28:43,1703.0,10.0,36.0,10.0,506.0,33.0,457.0,151.0,,,,1963.0,,,,25.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2024-02-29 16:29:47.151305,5.0,170786.0,,,,,,,,,,,,,
158,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,20,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-08-11 12:01:01.000000,2023-08-11 11:59:53,1742.0,,20.0,2.0,1078.0,36.0,26.0,127.0,2023-08-07 10:13:29.000,0.8.0,,13712.0,866.0,566.0,533.0,14.0,https://pypi.org/project/mknotebooks,2023-08-11 12:01:01.000,33.0,13712.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
159,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,20,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2024-04-17 12:40:20.000000,2024-04-17 12:40:19,238.0,4.0,14.0,5.0,92.0,4.0,36.0,71.0,2023-08-15 15:28:38.000,3.4.0,3269.0,28980.0,36.0,166.0,159.0,10.0,https://pypi.org/project/jupyter-archive,2023-08-15 15:28:33.000,4.0,27481.0,https://anaconda.org/conda-forge/jupyter-archive,2023-08-16 14:54:33.988,61831.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2023-08-15 15:28:31.802,3.0,65.0,,,,,,,,,,,,,,,,,,
160,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,195.0,38.0,33.0,13.0,14.0,1073.0,2021-06-14 15:07:13.000,1.1.0,,3757.0,10.0,9.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,9.0,3757.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
161,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,19,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2023-10-02 12:02:47.993000,2022-05-09 10:21:01,216.0,,77.0,23.0,33.0,27.0,106.0,467.0,2022-05-09 10:23:00.581,0.17.1,,3644.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2017-04-20 00:39:18.000,5.0,2520.0,https://anaconda.org/conda-forge/matlab_kernel,2023-10-02 12:02:47.993,46092.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
162,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,19,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2024-02-05 14:28:40.000000,2024-02-05 14:28:39,541.0,3.0,21.0,13.0,28.0,6.0,194.0,342.0,2020-02-02 22:32:28.000,0.1.6,,87.0,26.0,21.0,19.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,2.0,87.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
163,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,19,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2023-09-08 12:57:22.000000,2023-09-08 12:54:36,64.0,,58.0,15.0,18.0,40.0,27.0,300.0,2017-09-08 07:23:49.000,0.4.3,,1673.0,10.0,139.0,129.0,11.0,https://pypi.org/project/nbopen,2023-09-08 12:57:09.000,10.0,1673.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
164,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,12.0,12.0,4.0,10.0,294.0,2022-08-04 11:25:18.993,0.1.4,,32386.0,5.0,117.0,110.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,32099.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,9780.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
165,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,False,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,46.0,14.0,220.0,,111.0,281.0,2022-05-04 07:37:18.000,0.3.21,2797.0,2218.0,50.0,28.0,18.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,637.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,52858.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,7.0,2.0,,,,,,,,,,,,,,,,,,
166,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2024-02-27 13:56:14.000000,2024-02-27 13:56:13,626.0,1.0,29.0,6.0,153.0,21.0,43.0,256.0,2023-05-05 13:05:52.701,5.2.1,2.0,1099.0,30.0,7.0,5.0,26.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,75.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,40753.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,2.0,31.0,,,,,,,,,,,,,,,,,,
167,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,19,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2024-04-11 12:43:03.000000,2023-11-11 18:56:51,567.0,,34.0,15.0,123.0,17.0,59.0,183.0,2023-11-11 19:03:07.000,0.4.1,,778.0,9.0,7.0,6.0,15.0,https://pypi.org/project/jupyter-fs,2023-11-11 19:03:07.000,1.0,560.0,https://anaconda.org/conda-forge/jupyter-fs,2023-11-12 01:40:07.839,9379.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
168,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2024-01-11 09:22:04.000000,2018-09-20 15:43:57,188.0,,34.0,12.0,29.0,22.0,20.0,181.0,2018-03-23 20:36:58.000,0.4.1,,4370.0,14.0,166.0,166.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2861.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,129840.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
169,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-10-20 11:44:29.000000,2023-10-20 08:08:59,359.0,,13.0,5.0,18.0,53.0,155.0,172.0,2023-06-15 13:54:02.722,0.24.2,,1682.0,30.0,34.0,30.0,6.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,1369.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2023-06-15 13:50:38.516,3.0,313.0,,,,,,,medialab/ipysigma,,,,,,,,,,,
170,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,19,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2024-02-01 09:30:12.000000,2024-02-01 09:30:12,240.0,2.0,47.0,9.0,70.0,27.0,49.0,89.0,2023-06-08 13:14:00.415,1.0.1,,5312.0,20.0,42.0,41.0,21.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-06-08 13:14:00.415,1.0,4728.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,33335.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
171,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2024-01-28 02:10:35.000000,2019-12-08 22:22:20,90.0,,209.0,34.0,14.0,86.0,59.0,1035.0,2019-05-06 03:28:50.000,1.3.0,171723.0,2453.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
172,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,79.0,16.0,10.0,45.0,29.0,464.0,2020-02-16 07:15:03.000,0.2.0,,6987.0,19.0,32.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,32.0,6987.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
173,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-08-03 16:55:22.000000,2023-08-03 16:55:22,516.0,,78.0,34.0,118.0,50.0,99.0,399.0,2020-05-27 00:10:19.202,2.0.0,,244.0,32.0,7.0,5.0,17.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,2.0,244.0,,,,,,,,,,,,,,,,,,
174,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2024-01-25 21:07:30.000000,2023-08-11 05:18:21,385.0,,40.0,11.0,126.0,7.0,73.0,282.0,2023-08-11 02:56:40.000,2.8.3,123240.0,1521.0,35.0,,,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
175,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,51.0,13.0,2.0,21.0,9.0,266.0,2020-03-12 16:09:39.000,0.0.8,,55699.0,10.0,20.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,20.0,54335.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,60034.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
176,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,18,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 18:18:16.177000,2023-08-30 15:29:37,94.0,,40.0,15.0,76.0,37.0,13.0,241.0,2023-08-30 15:33:27.000,0.7.0,,10373.0,8.0,19.0,7.0,16.0,https://pypi.org/project/sidecar,2023-08-30 15:33:27.000,9.0,9666.0,https://anaconda.org/conda-forge/sidecar,2023-08-30 18:18:16.177,22842.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,3.0,122.0,,,,,,,,,,,,,,,,,,
177,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,18,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,23.0,19.0,109.0,35.0,39.0,201.0,2021-12-15 14:37:42.138,0.0.0,,154.0,19.0,18.0,17.0,7.0,https://pypi.org/project/bookstore,2021-12-15 14:37:42.138,1.0,154.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
178,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,18,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2024-04-10 13:45:27.000000,2024-04-10 13:45:27,468.0,4.0,38.0,7.0,19.0,35.0,59.0,199.0,2022-09-19 18:15:56.375,0.6.3,,1801.0,44.0,,,14.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,512.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,58042.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
