,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
20,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,32,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-03-03 13:30:30.000000,2022-03-03 13:30:28,3507.0,71.0,458.0,109.0,923.0,228.0,355.0,3242.0,2022-02-11 15:29:07.544,0.5.34,,111399.0,100.0,132.0,30.0,56.0,https://pypi.org/project/bqplot,Apache-2.0,2022-02-11 15:27:16.000,92.0,72440.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,926435.0,1.0,bqplot,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,25725.0,,,,,,,,,,,,,,,,,
21,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,32,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-03-02 02:52:44.000000,2022-02-26 22:33:02,1371.0,86.0,331.0,38.0,233.0,87.0,277.0,3155.0,2022-02-24 05:10:31.000,1.2.2,,81806.0,98.0,69.0,,63.0,https://pypi.org/project/nbdev,Apache-2.0,2022-02-24 05:11:00.000,69.0,81806.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
22,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-03-03 07:42:15.000000,2022-02-17 09:26:35,995.0,26.0,316.0,66.0,462.0,181.0,293.0,1230.0,2021-12-06 12:34:17.000,0.15.0,,119062.0,72.0,1589.0,1485.0,74.0,https://pypi.org/project/ipyleaflet,MIT,2021-12-06 12:34:17.000,102.0,62374.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,794170.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-12-06 12:32:39.669,2.0,45343.0,,,,,,,,,,,,,,,,,
23,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,31,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-03-02 20:59:56.311748,2022-03-02 17:32:40,2706.0,312.0,2560.0,192.0,913.0,67.0,686.0,6863.0,,,,1066281.0,,,,215.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-03-02 20:59:56.311748,335.0,85302512.0,,,,,,,,,,,,
24,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-02-28 04:40:11.000000,2022-02-21 08:29:31,439.0,35.0,178.0,41.0,199.0,105.0,134.0,1228.0,2022-02-18 05:57:25.000,0.8.8,,135779.0,45.0,2700.0,2628.0,26.0,https://pypi.org/project/ipympl,BSD-3-Clause,2022-02-18 06:03:00.000,72.0,87150.0,https://anaconda.org/conda-forge/ipympl,2022-02-18 08:56:09.718,856591.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-01-20 10:11:27.612,,34814.0,,,,,,,,,,,,,,,,,
25,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,31,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000,2022-02-25 20:40:51.000000,2022-02-25 20:40:50,1100.0,86.0,246.0,30.0,304.0,60.0,222.0,396.0,2022-02-15 22:22:29.000,2.0.1,,376334.0,26.0,117.0,103.0,66.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2022-02-15 22:22:29.000,14.0,376150.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-02-16 03:55:39.557,2219.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,
26,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,31,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000,2022-03-03 11:30:10.000000,2022-03-03 11:30:10,12222.0,56.0,152.0,37.0,461.0,88.0,163.0,296.0,2022-02-05 18:34:41.000,1.13.5,272.0,1654148.0,53.0,,,455.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000,,1625769.0,https://anaconda.org/conda-forge/jupyter_server,2022-02-10 15:04:16.691,1191517.0,3.0,,,,,,,,,,,,,,,,,,,,,,
27,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-02-28 21:03:04.000000,2022-02-28 21:03:04,267.0,30.0,42.0,9.0,123.0,33.0,56.0,85.0,2022-02-14 19:51:31.000,0.5.11,25.0,9247472.0,21.0,45371.0,45301.0,30.0,https://pypi.org/project/nbclient,BSD-3-Clause,2022-02-14 19:51:25.000,70.0,9128800.0,https://anaconda.org/conda-forge/nbclient,2022-02-15 00:21:17.882,2966746.0,2.0,,,,,,,,,,,,,,,,,,,,,,
28,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000,2022-03-02 18:25:06.104000,,,,2251.0,,,2095.0,,11836.0,2022-03-02 17:21:52.917,3.3.0,,1979954.0,422.0,2053.0,,395.0,https://pypi.org/project/jupyterlab,BSD-3-Clause,2022-03-02 17:17:46.000,1812.0,1737748.0,https://anaconda.org/conda-forge/jupyterlab,2022-03-02 18:25:06.104,5151402.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-02-24 19:30:06.690,241.0,167548.0,,,,,,,,-14.0,,,,,,,,,
29,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-03-03 12:58:41.000000,2022-03-03 12:58:40,569.0,30.0,241.0,63.0,195.0,46.0,400.0,3177.0,2022-02-20 21:45:49.000,2.0.0,,72320.0,142.0,310.0,299.0,22.0,https://pypi.org/project/dtale,LGPL-2.1,2022-02-20 21:44:16.000,11.0,68074.0,https://anaconda.org/conda-forge/dtale,2022-02-20 22:21:03.887,106155.0,2.0,,,,,,,,,,,,,,,,,,,,,,
30,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-03-03 12:58:41.000000,2022-03-03 12:58:40,569.0,30.0,241.0,63.0,195.0,46.0,400.0,3177.0,2022-02-20 21:45:49.000,2.0.0,,72320.0,142.0,310.0,299.0,22.0,https://pypi.org/project/dtale,LGPL-2.1,2022-02-20 21:44:16.000,11.0,68074.0,https://anaconda.org/conda-forge/dtale,2022-02-20 22:21:03.887,106155.0,1.0,,,,,,,,,,,,,,,,,,,,,,
31,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-03-02 17:32:12.000000,2022-02-28 16:48:14,1337.0,32.0,455.0,62.0,617.0,395.0,624.0,2688.0,2022-02-22 01:14:10.000,0.12.2,,45040.0,39.0,52.0,,102.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2022-02-22 01:14:10.000,52.0,44313.0,https://anaconda.org/conda-forge/jupyter-book,2022-02-22 14:10:17.074,9455.0,2.0,,,,,,,,,,,,,,,,,,,,,,
32,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-03-03 00:45:07.000000,2022-03-01 23:06:07,1509.0,110.0,210.0,43.0,1132.0,227.0,1106.0,1241.0,2022-02-14 17:16:10.000,3.5.3,,7534.0,90.0,36.0,29.0,43.0,https://pypi.org/project/elyra,Apache-2.0,2022-02-09 00:22:13.000,3.0,4544.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105,9506.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-02-09 00:25:31.007,4.0,2490.0,,,,,,,,,,,,,,,,,
33,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,29,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000,2021-12-03 07:25:49.000000,2021-04-06 05:51:36,2608.0,,750.0,142.0,824.0,333.0,450.0,4778.0,2019-01-02 12:23:07.000,0.5.1,,322357.0,16.0,251.0,,126.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000,251.0,304436.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2021-03-05 08:03:36.764,1200731.0,1.0,,,,,,,,,,,,,,,,,,,,,,
34,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,29,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-03-02 20:11:41.000000,2022-02-28 10:52:19,1954.0,1.0,133.0,46.0,338.0,67.0,219.0,2181.0,2021-10-25 23:48:13.575,2.1.1,,303377.0,27.0,206.0,65.0,35.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-10-25 23:22:53.000,141.0,232220.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,452389.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-25 23:48:13.575,,63977.0,,,,,,,,,,,,,,,,,
35,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-01-26 02:39:28.000000,2021-06-29 17:43:55,253.0,,237.0,50.0,70.0,102.0,38.0,1490.0,2020-05-02 15:29:58.000,0.4.0,,86634.0,17.0,2843.0,2776.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000,67.0,84611.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,135578.0,1.0,,,,,,,,,,,,,,,,,,,,,,
36,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-02-25 11:04:17.000000,2022-02-14 20:52:59,2309.0,107.0,303.0,46.0,680.0,167.0,318.0,1318.0,2022-02-06 14:43:19.000,2022.02.0,,6219.0,18.0,168.0,143.0,106.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2022-02-06 14:20:14.000,25.0,6219.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
37,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,29,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-02-28 04:55:59.000000,2022-02-24 21:54:32,2331.0,110.0,89.0,20.0,370.0,138.0,258.0,1196.0,2022-01-01 02:38:14.000,3.10.0,,23638.0,65.0,128.0,122.0,38.0,https://pypi.org/project/jupyterlab-lsp,BSD-3-Clause,2022-01-01 02:16:51.000,4.0,17161.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,31397.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-01-01 02:15:32.759,2.0,4733.0,,,,,,,,,,,,,,,,,
38,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,29,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-02-26 15:20:27.907000,2021-09-09 18:47:00,1163.0,,372.0,51.0,360.0,131.0,257.0,1103.0,2021-08-27 16:28:41.000,0.19.1,,43750.0,48.0,251.0,231.0,54.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-08-19 13:52:26.000,20.0,43044.0,https://anaconda.org/conda-forge/sparkmagic,2022-02-26 15:20:27.907,38873.0,1.0,,,,,,,,,,,,,,,,,,,,,,
39,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,29,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-02-28 08:55:35.000000,2022-02-28 08:55:34,1745.0,13.0,214.0,38.0,559.0,87.0,419.0,1046.0,2022-01-14 16:39:20.355,0.34.2,,160128.0,56.0,38.0,14.0,71.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2022-01-14 16:38:41.000,20.0,122117.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-01-14 18:45:44.379,123668.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-01-14 16:39:20.355,4.0,34841.0,,,,,,,,,,,,,,,,,
40,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-03-03 00:35:57.000000,2022-03-02 22:59:11,9026.0,938.0,39.0,25.0,841.0,77.0,491.0,623.0,2022-02-27 22:07:52.000,1.1.0,1408.0,386.0,100.0,24.0,16.0,32.0,,Apache-2.0,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,91.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,,,,,,
41,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,True,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-02-24 19:27:37.326000,2021-03-31 14:20:34,1174.0,,2251.0,23.0,322.0,31.0,245.0,11836.0,2022-03-02 17:18:42.610,3.3.0,,86550.0,151.0,2.0,,11.0,,BSD-3-Clause,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-02-24 19:27:37.326,2.0,86550.0,,,,,,,,,,,,,,,,,
42,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,2.0,996.0,160.0,76.0,205.0,197.0,8988.0,2018-11-22 17:02:16.000,0.20.0,,39400.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000,99.0,39400.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
43,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,28,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000,2022-03-02 18:31:19.000000,2022-03-02 18:31:18,684.0,12.0,275.0,73.0,251.0,66.0,151.0,3462.0,2022-02-19 00:48:20.000,0.5.1,,13317.0,18.0,72.0,72.0,20.0,https://pypi.org/project/lux-api,Apache-2.0,2022-02-19 00:46:49.000,,12139.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,3769.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,889.0,,,,,,,,2.0,,,,,,,,,
44,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2021-12-23 15:55:32.000000,2021-11-26 23:05:35,739.0,,373.0,81.0,192.0,136.0,281.0,3205.0,2020-10-29 01:31:20.000,5.7.1,,13772.0,28.0,1945.0,1782.0,40.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000,163.0,9889.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,189217.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,22.0,,,,,,,,,,,,,,,,,
45,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-12-16 15:02:23.000000,2021-01-21 14:02:57,1689.0,,381.0,127.0,3797.0,345.0,4174.0,2632.0,2021-12-16 15:02:23.000,2.3.11,31.0,20837.0,53.0,23.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2021-12-16 15:02:23.000,22.0,8792.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,489684.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,506.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244681.0,,,,,,,,,,,,
46,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000,2022-03-03 05:29:51.000000,2022-03-03 00:55:44,6629.0,238.0,112.0,32.0,1878.0,653.0,6189.0,548.0,2022-02-16 20:38:09.000,2022.1.130,,1919.0,22.0,,,244.0,,MIT,,,,https://anaconda.org/conda-forge/vscode-jupyter,2021-12-26 06:57:49.648,23034.0,2.0,,,,,,,,,,,,,,,,,,,,,,
47,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,28,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-03-02 13:34:52.000000,2022-01-31 22:56:47,949.0,15.0,305.0,23.0,273.0,29.0,186.0,331.0,2021-07-19 12:33:35.000,14.1.0,,38624.0,28.0,292.0,251.0,104.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000,41.0,38052.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,20020.0,1.0,,,,,,,,,,,,,,,,,,,,,,
48,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-02-26 17:33:28.000000,2022-02-25 15:50:18,7503.0,4.0,28.0,8.0,28.0,63.0,1358.0,217.0,2022-02-26 17:33:28.000,0.23.2,,7688.0,161.0,1830.0,1797.0,33.0,https://pypi.org/project/sos-notebook,BSD-3-Clause,2022-02-26 17:33:28.000,33.0,5108.0,https://anaconda.org/conda-forge/sos,2022-02-17 14:56:36.979,100635.0,2.0,,,,,,,,,,,,,,,,,,,,,,
49,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-02-24 19:29:53.528000,2021-08-10 23:33:21,523.0,,2251.0,30.0,61.0,64.0,51.0,11836.0,2022-03-02 17:21:28.817,5.3.0,,98736.0,142.0,6.0,,14.0,,BSD-3-Clause,,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-02-24 19:29:53.528,6.0,98736.0,,,,,,,,-2.0,,,,,,,,,
50,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,834.0,276.0,93.0,76.0,76.0,6787.0,2019-07-24 15:57:06.000,1.0.0,,136126.0,4.0,106.0,102.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000,4.0,136126.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
51,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,27,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2022-02-23 14:32:16.000000,2021-11-01 12:36:42,970.0,,213.0,53.0,114.0,177.0,128.0,1730.0,2019-07-07 19:46:13.862,0.5.2,,41554.0,48.0,751.0,700.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-10-29 20:42:04.000,48.0,33778.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,340836.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2189.0,,,,,,,widgetti/ipyvolume,,,,,,,,,,
52,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1031.0,2021-02-01 03:34:36.000,1.1.19,,19742.0,92.0,259.0,230.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000,29.0,18495.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,34924.0,2.0,,,,,,,,,,,,,,,,,,,,,,
53,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000,2022-01-02 03:12:21.000000,2021-11-14 19:51:55,568.0,,123.0,22.0,118.0,58.0,82.0,189.0,2021-03-24 00:04:25.000,6.4.0,,3705658.0,16.0,62.0,,57.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-12-15 16:07:19.993,62.0,3676521.0,https://anaconda.org/conda-forge/jupyter_console,2021-09-14 22:03:55.344,2068795.0,2.0,,,,,,,,,,,,,,,,,,,,,,
54,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-03-02 14:35:46.371000,2022-02-16 17:29:09,126.0,7.0,178.0,25.0,25.0,41.0,16.0,689.0,2022-02-16 17:16:49.000,0.4.1,65.0,75755.0,13.0,1296.0,1265.0,4.0,https://pypi.org/project/jupyter-dash,MIT,2022-02-16 15:15:34.000,31.0,58757.0,https://anaconda.org/conda-forge/jupyter-dash,2022-03-02 14:35:46.371,82622.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,11833.0,,,,,,,,,,,,,,,,,
55,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,446.0,9.0,42.0,11.0,84.0,35.0,61.0,374.0,2020-07-30 10:58:32.000,0.9.6,,95720.0,19.0,1529.0,1326.0,29.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000,203.0,92591.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,184657.0,2.0,,,,,,,,,,,,,,,,,,,,,,
56,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000,2022-03-01 18:24:47.000000,2022-02-28 06:11:28,783.0,17.0,104.0,16.0,179.0,64.0,92.0,214.0,2022-01-24 23:18:09.000,3.2.1,,404938.0,27.0,93.0,4.0,61.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2022-01-24 23:18:09.000,89.0,373654.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,599072.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-01-24 23:17:43.903,,15093.0,,,,,,,,,,,,,,,,,
