,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,36,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-11-12 16:50:57.000000,2023-11-12 10:15:14,2401.0,65.0,384.0,69.0,532.0,121.0,513.0,6202.0,2023-10-22 19:32:53.859,1.3.11,,587761.0,123.0,6433.0,6171.0,83.0,https://pypi.org/project/jupytext,2023-09-16 21:41:00.000,260.0,562610.0,https://anaconda.org/conda-forge/jupytext,2023-09-17 11:30:21.079,720071.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7589.0,,,,,,,,2023-10-22 19:32:53.859,2.0,,,,,,,,,,,
11,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,35,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-11-16 14:10:15.000000,2023-11-16 11:27:24,1874.0,97.0,449.0,41.0,572.0,112.0,179.0,4027.0,2023-11-16 11:20:06.000,0.4.9,,691908.0,88.0,2611.0,2604.0,56.0,https://pypi.org/project/evidently,2023-11-16 11:17:33.000,7.0,691478.0,https://anaconda.org/conda-forge/evidently,2023-11-01 15:27:10.033,11631.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,35,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-11-16 11:51:36.000000,2023-11-16 11:51:36,12680.0,36.0,249.0,37.0,935.0,165.0,273.0,426.0,2023-11-15 13:58:09.000,2.10.1,2260.0,17372265.0,139.0,408.0,,516.0,https://pypi.org/project/jupyter_server,2023-11-15 13:58:01.000,408.0,17125277.0,https://anaconda.org/conda-forge/jupyter_server,2023-11-15 14:41:49.340,9383113.0,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,
13,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,34,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,11271.0,10.0,579.0,154.0,3989.0,189.0,1522.0,6094.0,2021-10-22 17:46:48.907,7.0.20,1473675.0,126420.0,94.0,43.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,7666.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,102380.0,,,,,,,,2021-10-22 17:46:48.907,36.0,,,,,,,,,,,
14,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,34,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-11-16 00:12:03.000000,2023-11-15 07:14:02,958.0,19.0,402.0,91.0,362.0,130.0,249.0,5432.0,2023-11-01 22:59:26.000,2.5.0,,1391397.0,74.0,5609.0,5370.0,113.0,https://pypi.org/project/papermill,2023-11-01 22:59:26.000,239.0,1378507.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,528508.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-11-14 12:51:36.000000,2023-11-14 12:51:36,1433.0,22.0,477.0,77.0,716.0,281.0,421.0,4984.0,2023-10-31 09:04:25.000,0.5.5,971.0,84120.0,102.0,10545.0,10459.0,68.0,https://pypi.org/project/voila,2023-10-31 09:04:11.000,84.0,75624.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,307435.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,369.0,,,,,,,,2020-05-19 10:24:11.555,2.0,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-11-16 01:50:51.000000,2023-11-16 01:50:51,1039.0,12.0,143.0,22.0,247.0,60.0,80.0,225.0,2023-07-31 10:35:35.000,5.9.2,217.0,17340099.0,26.0,248651.0,248651.0,79.0,https://pypi.org/project/nbformat,,,16829811.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20406028.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,132.0,,,,,,,,,,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,337.0,63.0,572.0,229.0,342.0,1417.0,2023-06-02 07:09:46.000,0.17.3,,245299.0,67.0,5985.0,5985.0,85.0,https://pypi.org/project/ipyleaflet,,,166024.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1086285.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,53412.0,,,,,,,,,,,,,,,,,,,,
18,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-11-16 09:18:33.000000,2023-11-16 09:18:24,3595.0,145.0,2923.0,189.0,1174.0,25.0,841.0,7971.0,,,,899584.0,,21.0,21.0,238.0,,,,,,,,2.0,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,433.0,89958491.0,,,,,,,,,,,,,,,
19,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,32,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-11-13 17:47:46.000000,2023-11-07 09:39:15,10468.0,15.0,614.0,106.0,2582.0,270.0,2200.0,7377.0,2023-08-16 07:03:44.000,0.14.1,9283.0,8224.0,123.0,97.0,,317.0,https://pypi.org/project/xonsh,2023-08-16 07:03:44.000,97.0,8135.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
20,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-11-11 13:27:53.000000,2023-09-22 07:25:13,7805.0,10.0,899.0,75.0,1880.0,661.0,1316.0,2935.0,2023-09-13 09:49:35.000,8.1.1,,11767987.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,,,11403315.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12265546.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,41895.0,,,,,,,,,,,,,,,,,,,,
21,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,32,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-11-10 23:30:26.000000,2023-11-10 23:30:26,2126.0,121.0,163.0,42.0,405.0,81.0,260.0,2529.0,2023-04-30 16:02:31.000,3.2.1,14.0,235445.0,33.0,282.0,131.0,50.0,https://pypi.org/project/nbdime,2023-11-06 13:56:04.000,148.0,196028.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,949557.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,27975.0,,,,,,,,2023-11-06 13:56:18.819,3.0,4.0,,,,,,,,,,
22,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,32,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-11-11 08:58:55.000000,2023-11-10 23:27:39,2853.0,158.0,124.0,20.0,498.0,172.0,342.0,1622.0,2023-10-08 12:30:31.000,5.0.0,,67635.0,53.0,1691.0,1691.0,50.0,https://pypi.org/project/jupyterlab-lsp,,,39117.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-09-18 22:02:19.126,1032945.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,1336.0,,,,,,,,,,,,,,,,,,,,
23,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,32,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-11-15 04:34:16.000000,2023-11-15 04:34:15,8441.0,211.0,259.0,43.0,4105.0,615.0,8825.0,1133.0,2023-11-14 18:47:44.000,2023.10.1100000000,,1949.0,33.0,2.0,2.0,266.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,62398.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
24,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,32,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-11-13 21:35:25.000000,2023-11-10 02:16:50,373.0,10.0,49.0,11.0,199.0,34.0,69.0,126.0,2023-11-07 18:01:22.000,0.9.0,393.0,13431519.0,32.0,133998.0,133998.0,37.0,https://pypi.org/project/nbclient,,,13144456.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,12917233.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
25,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-11-15 13:59:26.752000,,,,2778.0,,,2386.0,,13249.0,2023-11-02 20:07:50.372,4.0.8,,12158337.0,496.0,2748.0,,430.0,https://pypi.org/project/jupyterlab,2023-11-12 18:47:21.000,2377.0,11758984.0,https://anaconda.org/conda-forge/jupyterlab,2023-11-15 13:59:26.752,9379620.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,176029.0,,,,,,,,2023-11-12 18:52:18.109,371.0,,,,,,,,,,,
26,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-15 22:13:15.000000,2023-11-14 16:20:36,5797.0,76.0,856.0,112.0,1560.0,101.0,580.0,6931.0,2023-11-01 07:55:13.000,2.6.1,1572.0,20832.0,115.0,117.0,101.0,93.0,https://pypi.org/project/perspective-python,2023-11-01 07:50:20.000,13.0,7848.0,https://anaconda.org/conda-forge/perspective,2023-11-06 15:43:21.069,480330.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,876.0,,,,,,,,2023-11-01 07:49:51.309,3.0,,,,,,,,,,,
27,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,850.0,352.0,461.0,5107.0,2022-11-15 17:33:00.905,0.7.0,,498527.0,18.0,259.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,239.0,477295.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1847243.0,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,
28,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-11-11 16:19:02.000000,2023-10-23 13:17:06,765.0,32.0,355.0,71.0,275.0,56.0,493.0,4339.0,2023-10-02 20:11:29.000,3.7.0,,126068.0,175.0,952.0,931.0,30.0,https://pypi.org/project/dtale,2023-10-02 19:47:12.000,21.0,119956.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,256745.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
29,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-11-11 16:19:02.000000,2023-10-23 13:17:06,765.0,32.0,355.0,71.0,275.0,56.0,493.0,4339.0,2023-10-02 20:11:29.000,3.7.0,,126068.0,137.0,931.0,931.0,30.0,https://pypi.org/project/dtale,,,119956.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,256745.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
30,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-11-13 16:33:48.000000,2023-10-29 20:21:13,1426.0,2.0,626.0,61.0,739.0,573.0,729.0,3550.0,2023-03-14 01:34:01.609,0.15.1,,141316.0,46.0,11882.0,11772.0,128.0,https://pypi.org/project/jupyter-book,2020-04-28 17:42:58.000,110.0,137873.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,113622.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
31,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-11-14 18:05:35.000000,2023-11-14 18:05:35,10383.0,6.0,441.0,78.0,1529.0,59.0,2094.0,2491.0,2023-04-30 10:43:00.749,8.2.4,25.0,1482.0,87.0,629.0,493.0,237.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,136.0,1482.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
32,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,510.0,,214.0,39.0,246.0,136.0,154.0,1468.0,2023-02-15 19:21:40.000,0.9.3,,246551.0,42.0,9267.0,9267.0,32.0,https://pypi.org/project/ipympl,,,216365.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1493492.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,11973.0,,,,,,,,,,,,,,,,,,,,
33,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,31,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-09-21 17:39:34.000000,2023-09-12 14:04:24,3405.0,10.0,319.0,44.0,929.0,249.0,640.0,1229.0,2023-09-05 12:35:02.000,0.9.1,281.0,11767.0,39.0,512.0,491.0,105.0,https://pypi.org/project/nbgrader,2023-09-05 12:34:49.000,21.0,6983.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,153040.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
34,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,31,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-11-13 11:46:46.000000,2023-11-13 11:46:46,1570.0,78.0,303.0,29.0,451.0,83.0,277.0,495.0,2023-09-28 16:53:53.000,6.1.0,,86110.0,37.0,158.0,144.0,83.0,https://pypi.org/project/jupyterhub-kubespawner,2023-09-28 16:53:53.000,14.0,85497.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-09-28 19:05:20.782,19631.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
35,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,30,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-11-15 17:18:25.000000,2023-11-13 05:45:49,1679.0,31.0,464.0,46.0,539.0,129.0,712.0,4591.0,2023-10-19 04:40:00.000,2.3.13,,55825.0,155.0,142.0,,94.0,https://pypi.org/project/nbdev,2023-10-19 04:40:00.000,142.0,55825.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,30,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-11-10 09:47:15.000000,2023-11-07 09:03:02,2716.0,33.0,354.0,48.0,795.0,174.0,362.0,1541.0,2023-06-13 07:26:00.805,2023.6.0,,7774.0,20.0,223.0,197.0,119.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,7774.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
