,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
117,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,22,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2023-06-16 19:25:17.752000,2023-05-23 12:07:37,618.0,5.0,74.0,35.0,195.0,38.0,72.0,473.0,2023-05-23 12:27:01.602,3.4.0,,2157.0,32.0,7.0,3.0,31.0,https://pypi.org/project/jupyterlab-katex,2022-01-17 16:38:22.000,1.0,478.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2023-06-16 19:25:17.752,2922.0,2.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2022-11-15 08:09:59.040,3.0,1575.0,,,,,,,,,,,,,,,,,
118,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2023-06-16 16:14:17.776000,2023-04-27 13:42:24,900.0,4.0,65.0,16.0,405.0,62.0,122.0,384.0,2023-03-22 11:55:54.747,0.15.8,,28966.0,84.0,3.0,,21.0,https://pypi.org/project/xeus-python,2022-08-23 14:45:52.749,3.0,5468.0,https://anaconda.org/conda-forge/xeus-python,2023-06-16 16:14:17.776,1292434.0,2.0,,,,,,,,,,,,,,,,,,,,,,
119,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,22,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-06-16 19:22:49.073000,2023-05-26 14:01:46,372.0,3.0,52.0,7.0,94.0,9.0,49.0,291.0,2023-03-28 23:50:00.718,0.9.1,,1550.0,18.0,46.0,44.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,1123.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,14293.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,2.0,7.0,,,,,,,,,,,,,,,,,
120,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,22,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2023-06-16 19:19:30.692000,2023-03-14 10:04:23,136.0,,42.0,21.0,93.0,18.0,82.0,221.0,2023-03-14 10:13:01.307,3.0.7,,56721.0,19.0,20.0,2.0,18.0,https://pypi.org/project/jupyter-bokeh,2022-09-20 16:25:47.708,16.0,45996.0,https://anaconda.org/conda-forge/jupyter_bokeh,2023-06-16 19:19:30.692,59348.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2023-03-14 10:13:01.307,2.0,9121.0,,,,,,,,,,,,,,,,,
121,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,22,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-07-06 01:09:10.162000,2023-07-05 18:54:28,209.0,29.0,18.0,8.0,80.0,16.0,37.0,174.0,2023-07-05 19:01:47.227,0.8.3,,6163.0,19.0,172.0,169.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,1.0,2355.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-06 01:09:10.162,81924.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,2.0,774.0,,,,,,,,,,,,,,,,,
122,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,False,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-06-16 13:24:13.395000,2022-06-25 19:26:22,372.0,,55.0,22.0,88.0,51.0,86.0,164.0,2022-06-25 19:35:21.000,0.4.0,,95091.0,13.0,,,25.0,https://pypi.org/project/jupyter_sphinx,,,92231.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,217409.0,3.0,,,,,,,,,,,,,,,,,,,,,,
123,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,22,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-07-04 06:28:32.000000,2023-06-08 13:13:25,228.0,70.0,47.0,9.0,64.0,27.0,49.0,90.0,2023-06-08 13:14:00.415,1.0.1,,5803.0,20.0,28.0,27.0,20.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-01-11 00:33:05.122,1.0,5196.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,29137.0,2.0,,,,,,,,,,,,,,,,,,,,,,
124,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,22,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2023-07-04 07:17:46.000000,2023-04-15 13:12:28,431.0,2.0,50.0,12.0,140.0,13.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,58.0,250198.0,39.0,55.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-03-24 23:59:54.000,55.0,236786.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,509598.0,3.0,,,,,,,,,,,,,,,,,,,,,,
125,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-07-05 07:56:10.000000,2023-07-05 07:56:08,434.0,42.0,49.0,7.0,125.0,3.0,43.0,58.0,2023-06-16 08:44:01.377,1.6.1,,2017.0,13.0,99.0,90.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2021-11-15 20:11:03.000,9.0,2017.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
126,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,22,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-06-28 18:05:27.000000,2023-06-16 12:52:37,117.0,10.0,13.0,6.0,66.0,4.0,6.0,50.0,2023-06-16 12:58:00.913,1.9.2,,110860.0,22.0,524.0,508.0,4.0,https://pypi.org/project/ipyvue,2021-10-28 09:32:48.000,16.0,104462.0,https://anaconda.org/conda-forge/ipyvue,2023-06-16 16:16:23.273,95333.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,,,4370.0,,,,,,,widgetti/ipyvue,,,,,,,,,,
127,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,75.0,32.0,3.0,91.0,3117.0,2021-07-13 22:12:59.000,0.13.2,,10629.0,4.0,,,11.0,,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,531455.0,,,,,,,,,,,,
128,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-06-21 18:45:44.000000,2023-06-21 18:45:43,522.0,6.0,263.0,63.0,218.0,148.0,122.0,2685.0,,,,3749.0,18.0,,,24.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-06-16 16:12:37.512,206223.0,2.0,,,,,,,,,,,,,,,,,,,,,,
129,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,21,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-06-02 22:50:55.000000,2023-06-02 22:48:38,718.0,5.0,397.0,121.0,268.0,125.0,701.0,2644.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
130,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,21,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,191.0,36.0,33.0,13.0,14.0,1037.0,2021-06-14 15:07:13.000,1.1.0,,12403.0,10.0,9.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,9.0,12403.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
131,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-06-16 19:25:32.000000,2023-01-10 15:02:24,169.0,,85.0,25.0,102.0,40.0,123.0,990.0,2021-04-10 13:07:39.934,3.0.9,,10554.0,11.0,7.0,5.0,19.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,,,6582.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-06-16 19:25:32.000,17936.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,2.0,3308.0,,,,,,,,,,,,,,,,,
132,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-06-16 19:20:28.498000,2023-04-27 23:44:02,329.0,1.0,149.0,29.0,104.0,64.0,56.0,819.0,2021-10-12 17:36:36.000,1.8.1,,63514.0,4.0,,,20.0,https://pypi.org/project/witwidget,,,10243.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,1926970.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,,,1191.0,,,,,,,,,,,,,,,,,
133,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,21,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-06-16 19:18:37.104000,2023-05-24 16:27:35,442.0,4.0,67.0,14.0,127.0,38.0,57.0,552.0,2023-05-31 04:26:11.000,3.2.0,,3118.0,16.0,9.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,2.0,2139.0,https://anaconda.org/conda-forge/jupyterlab-latex,2023-06-16 19:18:37.104,10654.0,2.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,2.0,706.0,,,,,,,,,,,,,,,,,
134,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,21,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,39.0,16.0,65.0,45.0,47.0,361.0,2020-08-11 16:50:08.000,0.1.3,,1555.0,7.0,246.0,246.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,21.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,49092.0,3.0,,,,,,,,,,,,,,,,,,,,,,
135,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,21,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,45.0,15.0,220.0,,111.0,277.0,2022-05-04 07:37:18.000,0.3.21,1222.0,3768.0,50.0,135.0,135.0,17.0,https://pypi.org/project/retrolab,,,2030.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,43762.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,,,16.0,,,,,,,,,,,,,,,,,
136,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,23.0,21.0,109.0,35.0,39.0,194.0,2021-12-15 14:37:42.138,0.0.0,,50387.0,19.0,15.0,14.0,7.0,https://pypi.org/project/bookstore,2013-09-26 04:24:45.000,1.0,50387.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
137,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-06-24 12:37:24.000000,2023-06-19 06:43:35,374.0,3.0,115.0,18.0,141.0,67.0,78.0,156.0,2022-10-05 04:48:28.224,1.2.0,,5185.0,10.0,32.0,28.0,42.0,https://pypi.org/project/batchspawner,2022-10-05 04:48:28.224,4.0,5185.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
138,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-01-06 01:49:20.000000,2022-04-28 20:49:58,640.0,,577.0,41.0,254.0,52.0,39.0,5990.0,2020-10-27 19:53:29.453,5.11.0,,108.0,71.0,7.0,5.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,2.0,108.0,,,,,,,,,,,,,,,,,
139,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,20,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-05-06 04:56:43.000000,2023-05-06 01:38:13,2161.0,2.0,250.0,48.0,640.0,50.0,721.0,2481.0,2018-08-01 13:19:52.714,0.0.6,,16.0,6.0,2.0,,112.0,,,,,,,,3.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,2.0,16.0,,,,,,,IHaskell/IHaskell,,,,,,,,,,
140,datapane,Build and share data reports in 100% Python.,https://github.com/datapane/datapane,,others,20,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-06-16 19:20:42.042000,2023-04-21 13:42:57,345.0,15.0,73.0,16.0,118.0,6.0,106.0,1249.0,,,,18876.0,45.0,,,11.0,https://pypi.org/project/datapane,,,17008.0,https://anaconda.org/conda-forge/datapane,2023-06-16 19:20:42.042,67270.0,3.0,,,,,,,,,,,,,-4.0,,,,,,,,,
141,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,20,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-09-06 18:43:48.845,2023-06-16 16:17:01.999000,2022-10-24 07:11:22,467.0,,57.0,1.0,,,,647.0,2022-08-29 08:25:21.510,0.13.1,,20695.0,34.0,35.0,,21.0,https://pypi.org/project/ipycanvas,2022-08-29 08:25:21.510,32.0,16044.0,https://anaconda.org/conda-forge/ipycanvas,2023-06-16 16:17:01.999,160427.0,3.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-08-29 08:22:51.872,3.0,1164.0,,,,,,,,,,,,,,,,,
142,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,57.0,6.0,26.0,4.0,5.0,614.0,2022-11-21 06:29:00.831,2.2.0,,82683.0,29.0,146.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,146.0,82683.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
143,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,20,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2023-06-16 13:16:37.337000,2020-11-30 15:55:07,335.0,,61.0,21.0,86.0,43.0,100.0,527.0,2020-09-05 22:35:32.000,2.3.0,,13117.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2023-06-16 13:16:37.337,1115015.0,3.0,,,,,,,,,,,,,,,,,,,,,,
144,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,20,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2023-06-16 16:13:19.853000,2022-11-28 09:20:26,307.0,,63.0,20.0,122.0,62.0,60.0,520.0,,,,61935.0,15.0,6.0,6.0,13.0,https://pypi.org/project/ipysheet,,,58903.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,86059.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,,,1439.0,,,,,,,,,,,,,,,,,
145,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,20,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-06-16 16:21:24.095000,2023-04-12 13:35:06,229.0,1.0,67.0,16.0,91.0,33.0,38.0,508.0,2023-04-12 13:50:00.731,0.8.0,,54412.0,120.0,5.0,2.0,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-11-23 09:59:00.656,1.0,53175.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,33875.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,2.0,450.0,,,,,,,,,,,,,,,,,
146,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,20,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2023-06-16 19:23:43.370000,2022-05-09 10:21:01,216.0,,75.0,24.0,33.0,27.0,105.0,459.0,2022-05-09 10:23:00.581,0.17.1,,2070.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2017-04-20 00:39:18.000,5.0,887.0,https://anaconda.org/conda-forge/matlab_kernel,2023-06-16 19:23:43.370,37860.0,3.0,,,,,,,,,,,,,,,,,,,,,,
147,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2023-07-03 19:08:31.000000,2023-04-14 07:14:04,272.0,5.0,39.0,20.0,111.0,19.0,24.0,437.0,2022-04-19 10:58:08.000,2.0.3,,1850.0,8.0,37.0,34.0,4.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,135.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,135533.0,3.0,,,,,,,,,,,,,,,,,,,,,,
148,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-06-19 14:56:38.000000,2022-09-05 14:24:06,238.0,,99.0,31.0,84.0,29.0,37.0,365.0,2021-11-27 17:02:34.000,3.0.1,,6545.0,23.0,9.0,5.0,16.0,https://pypi.org/project/jupyterlab-github,2021-11-27 16:59:30.000,2.0,1367.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,2.0,5178.0,,,,,,,,,,,,,,,,,
149,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,41.0,,55.0,50.0,12.0,20.0,8.0,360.0,,,,9224.0,2.0,420.0,420.0,7.0,https://pypi.org/project/jupyterlab-dash,,,1318.0,,,,3.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,,,7906.0,,,,,,,,,,,,,,,,,
150,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,20,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-06-27 14:10:35.000000,2023-06-14 19:45:36,406.0,1.0,59.0,17.0,119.0,45.0,97.0,291.0,2023-02-19 00:41:36.000,6.1.0,,23989.0,19.0,2.0,2.0,24.0,https://pypi.org/project/dask-labextension,,,4851.0,https://anaconda.org/conda-forge/dask-labextension,2023-06-16 16:15:46.810,893260.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,,,909.0,,,,,,,,,,,,,,,,,
151,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,False,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-06-16 19:24:50.049000,2022-02-15 08:27:46,176.0,,29.0,6.0,59.0,27.0,21.0,290.0,2021-02-04 22:39:49.000,0.8.0,,11113.0,20.0,6.0,2.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,7179.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,25164.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,2.0,3067.0,,,,,,,,,,,,,,,,,
152,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,20,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2023-07-05 12:19:18.000000,2023-07-05 12:19:17,1795.0,6.0,22.0,4.0,219.0,41.0,139.0,246.0,2023-03-02 15:00:44.247,2.10.2,,3283.0,565.0,4.0,4.0,20.0,https://pypi.org/project/naas,2023-01-26 14:36:27.520,,3283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
153,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-06-24 05:16:57.000000,2023-05-05 12:59:07,621.0,2.0,29.0,6.0,148.0,21.0,41.0,244.0,2023-05-05 13:05:52.701,5.2.1,2.0,1209.0,30.0,6.0,4.0,26.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,116.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,32908.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,2.0,65.0,,,,,,,,,,,,,,,,,
154,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,21.0,8.0,117.0,67.0,41.0,225.0,2021-01-05 06:49:39.135,0.2.6,,2362.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,2268.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,2.0,94.0,,,,,,,,,,,,,,,,,
