,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,45,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-07-14 10:23:26.000000,2022-06-27 09:20:00,25989.0,49.0,4346.0,774.0,6691.0,1549.0,5496.0,15428.0,2022-05-28 12:34:24.000,8.4.0,319014.0,18913511.0,151.0,324844.0,289942.0,889.0,https://pypi.org/project/ipython,2022-05-28 12:34:24.000,34902.0,18741024.0,https://anaconda.org/conda-forge/ipython,2022-05-28 16:47:29.603,12712962.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,43,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-07-14 02:18:22.000000,2022-07-12 19:45:10,19594.0,68.0,3956.0,455.0,5197.0,715.0,6244.0,16482.0,2022-05-18 19:00:14.000,2.4.3,,3025368.0,129.0,57247.0,53690.0,607.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3553.0,2889099.0,https://anaconda.org/conda-forge/bokeh,2022-05-19 15:00:53.638,7821074.0,1.0,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2022-07-05 19:06:20.010,4.0,12125.0,,,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2022-07-12 22:51:52.000000,2022-07-12 07:18:11,12992.0,106.0,3807.0,317.0,2020.0,2102.0,2437.0,10127.0,2022-06-15 01:21:43.000,6.4.12,8552.0,11126549.0,95.0,8692.0,9.0,611.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,8683.0,10781378.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2148383.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-07-11 19:12:47.406627,930.0,27186952.0,,,,,,,,,,,,
4,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,39,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-07-12 18:04:09.000000,2022-07-12 18:04:01,7519.0,122.0,845.0,70.0,1729.0,621.0,1219.0,2531.0,2022-06-22 17:40:24.000,7.7.1,,7677271.0,136.0,13207.0,4411.0,197.0,https://pypi.org/project/ipywidgets,2022-07-06 21:32:24.000,8719.0,7492392.0,https://anaconda.org/conda-forge/ipywidgets,2022-06-23 08:47:23.441,5395378.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-07-06 21:23:04.374,77.0,112941.0,,,,,,,,,,,,,,,,,
5,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,38,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-07-14 07:26:57.000000,2022-07-08 09:49:41,1014.0,54.0,1313.0,153.0,420.0,112.0,465.0,9226.0,2022-05-02 02:53:44.000,3.2.0,,1296392.0,32.0,8596.0,8438.0,88.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1293125.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,232000.0,1.0,,,,,,,,,,,ydataai/pandas-profiling,,,,,,,,,,,
6,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2022-07-14 10:23:14.000000,2022-07-14 03:38:36,5780.0,131.0,1716.0,268.0,1797.0,133.0,1999.0,7046.0,2022-06-06 14:27:26.000,2.3.1,,167542.0,64.0,2173.0,1804.0,280.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,369.0,132169.0,https://anaconda.org/conda-forge/jupyterhub,2022-06-06 18:07:49.815,605088.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-07-14 03:53:46.828550,312.0,2638128.0,,-1.0,,,,,,,,,,
7,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,37,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2022-07-11 22:37:26.000000,2022-07-11 22:37:24,2717.0,74.0,314.0,31.0,554.0,229.0,201.0,495.0,2022-07-08 10:58:07.000,6.15.1,469.0,12300596.0,90.0,9629.0,,154.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,9599.0,12296383.0,https://anaconda.org/anaconda/ipykernel,2022-05-02 20:19:38.840,334444.0,1.0,,,,,,,,,,,,,30.0,,,,,,,,,
8,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,37,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-06-27 01:14:14.000000,2022-06-19 17:26:07,1887.0,27.0,178.0,22.0,240.0,100.0,216.0,318.0,2022-03-28 17:07:14.000,5.3.0,,4879116.0,40.0,111046.0,104726.0,116.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,6320.0,4842783.0,https://anaconda.org/conda-forge/qtconsole,2022-06-05 21:52:17.510,2688665.0,1.0,,,,,,,,,,,,,,,,,,,,,,
9,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,36,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-07-14 12:14:13.000000,2022-07-14 11:59:16,2154.0,132.0,268.0,41.0,1808.0,570.0,1309.0,2009.0,2022-05-24 10:28:39.753,0.13.1,,528307.0,203.0,3800.0,3688.0,97.0,https://pypi.org/project/panel,2022-07-05 13:31:06.000,112.0,408405.0,https://anaconda.org/conda-forge/panel,2022-05-24 21:55:47.367,524330.0,1.0,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2022-07-05 13:35:02.394,,108251.0,,,,,,,,,,,,,,,,,
10,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,36,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2022-07-13 14:49:11.000000,2022-06-27 21:40:27,3836.0,25.0,491.0,45.0,811.0,424.0,585.0,1338.0,2022-04-11 09:11:31.000,6.5,,11093793.0,55.0,8310.0,,246.0,https://pypi.org/project/nbconvert,2022-06-15 13:14:05.000,8310.0,10995822.0,https://anaconda.org/conda-forge/nbconvert,2022-04-11 11:35:00.503,7347829.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-07-11 22:38:28.000000,2022-07-11 22:38:26,2356.0,83.0,231.0,33.0,492.0,152.0,181.0,280.0,2022-06-08 20:05:27.000,7.3.4,307.0,13901478.0,61.0,2182.0,,118.0,https://pypi.org/project/jupyter-client,2022-06-08 20:05:19.000,2182.0,13786669.0,https://anaconda.org/conda-forge/jupyter_client,2022-06-08 23:34:27.965,8608696.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,34,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-07-07 19:52:59.000000,2022-07-07 19:52:58,1462.0,62.0,350.0,39.0,246.0,76.0,316.0,3298.0,2022-07-07 18:44:24.776,1.2.11,,68450.0,107.0,1122.0,1045.0,70.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,77.0,68450.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-07-11 00:52:54.000000,2022-07-08 12:51:44,1114.0,61.0,339.0,63.0,527.0,198.0,310.0,1279.0,2022-07-07 04:26:05.000,0.17.0,,177832.0,74.0,2233.0,2117.0,79.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,114511.0,https://anaconda.org/conda-forge/ipyleaflet,2022-07-07 10:08:41.198,851105.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-07-07 04:20:21.542,2.0,51820.0,,,,,,,,,,,,,,,,,
14,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,34,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2022-07-13 18:09:07.000000,2022-07-13 14:31:59,12368.0,73.0,178.0,40.0,634.0,125.0,186.0,321.0,2022-07-05 20:25:48.000,1.18.1,391.0,1800209.0,92.0,153.0,,473.0,https://pypi.org/project/jupyter_server,2022-07-05 21:01:08.000,153.0,1761593.0,https://anaconda.org/conda-forge/jupyter_server,2022-07-06 11:43:59.420,1775826.0,3.0,,,,,,,,,,,,,,,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-07-08 09:55:22.000000,2022-06-26 16:12:10,10282.0,23.0,415.0,82.0,1507.0,44.0,2056.0,2307.0,2022-05-01 17:07:03.000,8.2.2,,1397.0,85.0,568.0,431.0,230.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1397.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
16,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-07-08 22:34:31.000000,2022-07-08 22:34:26,11189.0,26.0,562.0,158.0,3950.0,162.0,1520.0,5847.0,2021-10-22 17:46:48.907,7.0.20,1353871.0,41398.0,94.0,37.0,,177.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,3194.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,32.0,19909.0,,,,,,,,,,,,,,,,,
17,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,32,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-07-04 07:20:32.000000,2022-07-04 07:20:32,2263.0,7.0,349.0,68.0,451.0,74.0,458.0,5441.0,2022-07-03 09:09:53.000,1.14.0,,374314.0,110.0,3201.0,3037.0,71.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,164.0,358676.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,347455.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,7742.0,,,,,,,,,,,,,,,,,
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,32,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-07-14 09:36:55.000000,2022-07-14 09:36:55,1256.0,6.0,409.0,76.0,565.0,269.0,361.0,4192.0,2022-03-29 17:16:03.000,0.3.5,267.0,45441.0,75.0,7064.0,7005.0,60.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,59.0,37922.0,https://anaconda.org/conda-forge/voila,2022-03-29 20:27:37.534,190231.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,3266.0,,,,,,,,,,,,,,,,,
19,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,32,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-07-11 22:15:52.000000,2022-06-30 13:29:13,870.0,28.0,131.0,24.0,169.0,50.0,74.0,176.0,2022-05-03 15:51:25.740,5.4.0,,10599887.0,26.0,8578.0,,66.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8578.0,10477727.0,https://anaconda.org/conda-forge/nbformat,2022-05-03 19:45:12.925,9159593.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-05-03 15:51:25.740,,33.0,,,,,,,-1.0,,,,,,,,,,
20,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,31,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-07-11 19:22:58.465437,2022-07-11 17:59:24,3107.0,263.0,2704.0,188.0,989.0,46.0,718.0,7097.0,,,,1022061.0,,,,221.0,,,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-07-11 19:22:58.465437,350.0,85853158.0,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-07-12 17:54:58.000000,2022-07-09 08:51:15,2627.0,14.0,758.0,139.0,831.0,333.0,451.0,4868.0,2019-01-02 12:28:49.000,0.5.1,,284332.0,17.0,191.0,,129.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,191.0,265806.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2021-03-05 08:03:36.764,1315369.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
22,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,31,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-07-03 17:57:24.000000,2022-06-28 07:18:54,914.0,6.0,356.0,92.0,327.0,104.0,239.0,4783.0,2022-01-22 22:46:54.000,2.3.4,,870039.0,71.0,2455.0,2277.0,101.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,178.0,864155.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,276560.0,1.0,,,,,,,,,,,,,,,,,,,,,,
23,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-07-14 14:06:01.000000,2022-07-14 14:05:59,5273.0,151.0,484.0,102.0,1287.0,83.0,462.0,4713.0,2022-07-08 06:08:00.859,1.5.1,,8018.0,80.0,272.0,263.0,72.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,2574.0,https://anaconda.org/conda-forge/perspective,2022-07-08 14:04:24.920,99539.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-07-08 06:08:00.859,,1463.0,,,,,,,,,,,,,,,,,
24,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,31,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-06-12 04:51:46.000000,2022-06-12 04:14:20,285.0,17.0,258.0,50.0,73.0,105.0,40.0,1542.0,2022-06-12 04:51:46.000,0.4.1,,135142.0,18.0,3305.0,3236.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,132956.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,155221.0,1.0,,,,,,,,,,,,,,,,,,,,,,
25,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-05-20 09:05:22.000000,2022-05-02 22:12:52,1212.0,33.0,398.0,52.0,369.0,138.0,271.0,1139.0,2022-05-02 22:18:06.000,0.20.0,,29377.0,50.0,258.0,238.0,57.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,28580.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,47080.0,1.0,,,,,,,,,,,,,,,,,,,,,,
26,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2022-07-05 06:47:48.000000,2022-07-05 06:47:44,320.0,23.0,46.0,8.0,153.0,35.0,62.0,100.0,2022-07-01 09:13:33.000,0.6.6,81.0,10138620.0,30.0,61753.0,61667.0,33.0,https://pypi.org/project/nbclient,2022-07-01 09:13:27.000,86.0,9980539.0,https://anaconda.org/conda-forge/nbclient,2022-07-01 15:10:26.686,4584153.0,2.0,,,,,,,,,,,,,,,,,,,,,,
27,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-07-11 14:44:44.000000,,,,2389.0,,,2126.0,,12170.0,2022-06-07 15:06:19.493,3.4.3,,2103635.0,438.0,2151.0,,395.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1897.0,1780226.0,https://anaconda.org/conda-forge/jupyterlab,2022-06-07 17:06:34.769,5774802.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-06-09 13:13:33.279,254.0,244303.0,,,,,,,,,,,,,,,,,
28,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-07-11 20:31:55.000000,2022-07-11 20:31:49,610.0,18.0,284.0,66.0,212.0,43.0,429.0,3530.0,2022-06-17 17:53:49.000,2.6.0,,75454.0,148.0,426.0,414.0,26.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,70884.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,132545.0,2.0,,,,,,,,,,,,,,,,,,,,,,
29,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-07-11 20:31:55.000000,2022-07-11 20:31:49,610.0,18.0,284.0,66.0,212.0,43.0,429.0,3530.0,2022-06-17 17:53:49.000,2.6.0,,75454.0,148.0,426.0,414.0,26.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,70884.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,132545.0,1.0,,,,,,,,,,,,,,,,,,,,,,
30,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-07-11 15:14:11.000000,2022-07-05 20:37:15,3522.0,9.0,458.0,108.0,937.0,228.0,358.0,3319.0,2022-02-11 15:29:07.544,0.5.34,,129726.0,100.0,136.0,34.0,58.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,92.0,97716.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,996207.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,18548.0,,,,,,,,,,,,,,,,,
31,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-07-14 02:09:15.000000,2022-07-14 02:09:14,1373.0,25.0,526.0,62.0,657.0,444.0,654.0,2957.0,2022-06-03 14:18:41.000,0.13.0,,44319.0,41.0,65.0,,110.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,65.0,43035.0,https://anaconda.org/conda-forge/jupyter-book,2022-06-03 19:20:51.874,21828.0,2.0,,,,,,,,,,,,,,,,,,,,,,
32,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-07-12 03:50:43.000000,2022-07-12 03:50:39,2684.0,77.0,901.0,114.0,395.0,54.0,278.0,2225.0,2022-06-20 10:37:35.000,8.4.1,,57959.0,41.0,287.0,,111.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,49424.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,640171.0,2.0,,,,,,,,,,,,,,,,,,,,,,
33,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-07-13 21:42:22.000000,2022-07-12 03:08:29,1700.0,121.0,248.0,46.0,1291.0,222.0,1236.0,1394.0,2022-07-07 22:40:12.000,3.10.0,,6058.0,109.0,39.0,32.0,51.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,3.0,3798.0,https://anaconda.org/conda-forge/elyra,2022-07-08 18:11:54.915,14413.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-07-07 22:29:53.182,4.0,1634.0,,,,,,,,,,,,,,,,,
34,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,30,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-07-08 09:35:54.000000,2022-07-07 05:42:06,474.0,7.0,184.0,41.0,222.0,112.0,142.0,1306.0,2022-04-25 12:06:36.481,0.11.1,,216492.0,47.0,3536.0,3455.0,28.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,81.0,174500.0,https://anaconda.org/conda-forge/ipympl,2022-04-25 12:22:35.098,1002210.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-04-25 12:06:36.481,,26807.0,,,,,,,-1.0,,,,,,,,,,
35,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-07-14 02:13:54.000000,2022-07-09 05:06:15,1777.0,18.0,233.0,36.0,596.0,90.0,440.0,1119.0,2022-04-26 06:32:46.362,0.37.1,,143070.0,60.0,38.0,14.0,75.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,107902.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-04-26 12:22:32.707,198012.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-04-26 06:32:46.362,4.0,30564.0,,,,,,,,,,,,,,,,,
36,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,30,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-07-12 06:02:33.000000,2022-07-12 06:02:33,1210.0,44.0,261.0,32.0,333.0,55.0,238.0,418.0,2022-05-19 17:08:22.000,4.1.0,,44253.0,31.0,123.0,109.0,71.0,https://pypi.org/project/jupyterhub-kubespawner,2022-05-19 17:08:22.000,14.0,43896.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-05-20 01:38:00.807,5724.0,1.0,,,,,,,,,,,,-1.0,,,,,,,,,,
37,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-07-13 11:59:23.000000,2022-07-05 07:56:17,1090.0,121.0,329.0,23.0,299.0,45.0,195.0,341.0,2022-06-06 06:48:58.000,15.0.0,,38043.0,30.0,319.0,276.0,107.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,43.0,37408.0,https://anaconda.org/conda-forge/oauthenticator,2022-06-09 13:33:38.024,24784.0,1.0,,,,,,,,,,,,,,,,,,,,,,
