,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
192,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,16,False,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,,49.0,8.0,23.0,15.0,7.0,172.0,2018-05-29 18:46:14.000,0.0.9,2467.0,2393.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2349.0,,,,3.0,,,,krishnanr/sparkmonitor,,,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,948.0,,,,,,,,,,,,,,
193,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,16,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2023-08-29 16:38:41.000000,2023-03-16 20:36:26,286.0,,23.0,6.0,86.0,15.0,31.0,158.0,,,,762.0,9.0,,,12.0,,,https://anaconda.org/conda-forge/xeus-sqlite,2023-06-16 19:19:11.464,31269.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
194,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,140.0,,14.0,14.0,8.0,,41.0,154.0,2022-02-07 18:33:52.000,1.0.0,,565.0,9.0,13.0,13.0,5.0,https://pypi.org/project/igv-jupyter,565.0,,,,3.0,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,,
195,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,16,True,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:45:34.886000,2022-11-23 11:42:26,83.0,,19.0,6.0,12.0,7.0,23.0,149.0,2022-11-23 11:45:34.886,1.2.0,,3825.0,4.0,5.0,5.0,8.0,https://pypi.org/project/environment_kernels,3825.0,,,,3.0,,,,,2022-11-23 11:45:34.886,,,,,,,,,,,,,,,,,,,
196,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,16,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,9.0,13.0,8.0,33.0,109.0,2021-09-16 15:37:05.151,0.7.1,,25435.0,21.0,5.0,2.0,5.0,https://pypi.org/project/jupyterlab-flake8,25307.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,128.0,,2021-09-16 15:36:42.000,1.0,,,,,,,2021-09-16 15:37:05.151,2.0,,,,,,,,,,
197,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,16,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,22.0,7.0,24.0,8.0,8.0,92.0,2021-08-04 03:02:45.000,4.1.0,,6601.0,15.0,4.0,2.0,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,6557.0,,,,3.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,37.0,itsjafer/sparkmonitor,2021-08-04 03:02:45.000,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,330.0,,,2020-07-29 07:52:58.288,2.0,,,,,,,,,,
198,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,16.0,7.0,12.0,9.0,5.0,82.0,,,,11778.0,,367.0,367.0,6.0,https://pypi.org/project/nbzip,11778.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
199,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,16,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,570.0,,21.0,11.0,149.0,33.0,85.0,80.0,2020-10-05 14:26:38.000,0.2.3,,324.0,11.0,3.0,3.0,7.0,https://pypi.org/project/nbcelltests,99.0,https://anaconda.org/conda-forge/nbcelltests,2023-06-16 19:19:22.434,8437.0,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,20.0,,2020-10-05 14:26:38.000,,,,,,,,,,,,,,,,,,,
200,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,15,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-04-05 12:21:41.000000,2019-07-16 04:37:36,60.0,,73.0,20.0,49.0,58.0,44.0,951.0,2019-07-16 04:33:54.000,0.11.0,,188.0,14.0,2.0,2.0,8.0,,,,,,3.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,188.0,,,,,,,,,,,,,,,,,,,,,
201,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,False,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-08-23 18:11:54.000000,2022-02-19 09:55:04,143.0,,111.0,50.0,40.0,37.0,73.0,916.0,,,8450.0,162.0,3.0,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
202,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,15,True,,tweag/jupyterWith,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2023-10-08 00:08:50.000000,2023-09-11 21:32:13,578.0,1.0,113.0,30.0,339.0,40.0,148.0,512.0,2023-01-31 21:35:49.000,0.1.0,,,1.0,,,37.0,,,,,,3.0,,,,,,,,,,,,tweag/jupyenv,,,,,,,,,,,,
203,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,15,False,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,65.0,36.0,123.0,13.0,127.0,439.0,2020-03-08 20:03:38.000,3.0.4,5516.0,53.0,15.0,,,28.0,,,,,,3.0,,,,fsprojects/ifsharp,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,709.0,,,,,,,,,,,,,,
204,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,15,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2023-09-05 19:34:12.000000,2023-09-05 19:30:52,691.0,2.0,36.0,2.0,,,,407.0,2023-05-10 10:40:01.245,0.2.1,,896.0,18.0,,,7.0,https://pypi.org/project/tributary,67.0,https://anaconda.org/conda-forge/tributary,2023-06-16 19:20:23.415,33183.0,3.0,,,,,2022-05-11 00:34:12.000,,,,,,,,,,,,,,,,,,,
205,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,15,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,47.0,13.0,92.0,44.0,37.0,399.0,2020-01-04 11:56:53.000,0.3.3,,387.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,387.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,,,2020-01-04 11:56:53.000,,,,,,,,2019-08-11 12:22:58.915,,,,,,,,,,,
206,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,15,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2023-06-16 19:21:13.443000,2021-09-18 19:09:46,18.0,,13.0,12.0,7.0,5.0,5.0,303.0,,,,1722.0,1.0,228.0,228.0,3.0,https://pypi.org/project/blackcellmagic,1644.0,https://anaconda.org/conda-forge/blackcellmagic,2023-06-16 19:21:13.443,2992.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
207,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,15,False,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,60.0,18.0,8.0,16.0,11.0,286.0,2020-02-03 15:59:07.000,1.0.0,2052.0,907.0,8.0,,,7.0,,,,,,3.0,,,,mltooling/ml-hub,,,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,45058.0,,,,,,,,,,,,,,
208,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,15,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,45.0,6.0,1.0,1.0,,248.0,2022-03-03 01:40:42.101,0.6.7,,673.0,25.0,30.0,15.0,2.0,https://pypi.org/project/notebookjs,53.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,620.0,,2021-04-17 19:11:41.000,,,,,,,,2022-03-03 01:40:42.101,15.0,3.0,,,,,,,,,
209,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,15,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,27.0,11.0,4.0,13.0,15.0,220.0,2019-11-22 07:33:04.000,0.3.9,,1318.0,9.0,,,4.0,https://pypi.org/project/jupyter-datatables,1318.0,,,,3.0,,,,,2019-11-22 07:33:04.000,,,,,,,,,,,,,,,,,,,
210,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,15,False,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2023-06-16 19:25:52.504000,2022-04-13 05:12:13,318.0,,26.0,9.0,113.0,32.0,12.0,208.0,2021-04-01 19:36:39.000,0.4.0,,134.0,5.0,4.0,2.0,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,44.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2023-06-16 19:25:52.504,1672.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,33.0,,2021-04-01 19:36:39.000,,,,,,,,2021-01-27 19:15:26.231,2.0,3.0,,,,,,,,,
211,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,30.0,37.0,28.0,13.0,14.0,193.0,,,,594.0,,18.0,18.0,12.0,https://pypi.org/project/jupyter-spark,594.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
212,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,False,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-05-06 22:45:04.000000,2022-07-18 18:08:51,129.0,,15.0,8.0,37.0,8.0,18.0,180.0,2021-07-17 23:45:44.000,0.4.1,,2282.0,5.0,5.0,5.0,4.0,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2282.0,,,,,,,,,,,,,,,,,,,,,
213,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,15,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,1.0,5.0,160.0,2021-12-07 18:44:34.000,0.1.28,,32.0,24.0,10.0,8.0,3.0,https://pypi.org/project/ipyexperiments,32.0,,,,3.0,,,,,2021-12-07 18:44:34.000,2.0,,,,,,,,,,,,,,,,,,
214,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,15,False,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2023-06-16 13:16:28.691000,2022-08-22 19:50:43,113.0,,24.0,10.0,35.0,17.0,22.0,138.0,,,,1002.0,5.0,28.0,28.0,10.0,https://pypi.org/project/ipycache,107.0,https://anaconda.org/conda-forge/ipycache,2023-06-16 13:16:28.691,79694.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
215,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2023-07-31 14:10:59.000000,2020-09-11 21:06:00,158.0,,30.0,12.0,37.0,35.0,28.0,137.0,,,,6790.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2023-06-16 13:21:18.593,590789.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
216,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/jupyter-widgets-contrib/ipytree,,widgets,15,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/jupyter-widgets-contrib/ipytree,MIT,2018-09-15 13:17:27.000,2023-07-20 07:28:33.000000,2022-11-23 09:34:00,111.0,,28.0,9.0,46.0,21.0,18.0,116.0,2022-08-24 12:33:17.000,0.2.2,,56573.0,8.0,,,9.0,https://pypi.org/project/ipytree,54390.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,91180.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,526.0,,,,,,,,,jupyter-widgets-contrib/ipytree,,,,,,,,,,,,
217,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,15,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2023-10-07 01:27:32.000000,2023-10-07 01:27:31,307.0,9.0,9.0,5.0,82.0,5.0,29.0,66.0,2022-04-11 15:35:12.000,0.3.6,,849.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,398.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2023-06-16 19:19:04.178,17187.0,3.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,32.0,,,,,,,,,,,,,,,,,,,,,
218,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,15,True,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,MIT,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,7.0,,,,,62.0,2019-11-30 08:56:06.000,1.0.7,,15550.0,4.0,24.0,,,https://pypi.org/project/nb_black,13400.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,113953.0,3.0,,,,,2019-11-30 08:56:06.000,24.0,,,,,,,,,,,,,,,,,,
219,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,15,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-10-07 01:28:44.000000,2023-10-07 01:28:43,234.0,19.0,2.0,4.0,55.0,2.0,36.0,51.0,2023-08-17 16:44:39.000,0.3.1,,196.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab-email,68.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,128.0,,,,,,,,,,,,,,,,,,,,,
220,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,15,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2023-10-07 01:29:02.000000,2023-10-07 01:29:01,266.0,4.0,5.0,3.0,74.0,1.0,23.0,47.0,2023-07-12 22:35:00.619,0.4.0,,412.0,14.0,,,2.0,https://pypi.org/project/jupyterlab-commands,127.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-07-13 15:10:21.540,11408.0,3.0,,,,,2023-07-12 22:35:00.619,,,,,,,,,,,,,,,,,,,
221,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,15,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-09-06 18:43:48.845,2023-07-25 08:05:00.000000,2023-07-20 09:03:10,473.0,1.0,,1.0,,,,,2022-08-29 08:25:21.510,0.13.1,,79301.0,34.0,41.0,7.0,21.0,https://pypi.org/project/ipycanvas,74521.0,https://anaconda.org/conda-forge/ipycanvas,2023-06-16 16:17:01.999,182916.0,3.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,1048.0,,2022-08-29 08:25:21.510,31.0,,,,,,,2022-08-29 08:22:51.872,3.0,,,,,,,,,,
222,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,121.0,48.0,16.0,23.0,54.0,2330.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
223,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,22.0,11.0,3.0,2.0,3.0,1016.0,,,,761.0,,41.0,41.0,3.0,https://pypi.org/project/py-heat-magic,761.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
224,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2023-05-08 16:23:56.000000,2023-04-04 08:01:17,265.0,,199.0,20.0,39.0,8.0,73.0,578.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,12.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
225,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,12.0,32.0,11.0,20.0,348.0,2021-05-11 21:22:51.418,0.0.1,,11.0,8.0,4.0,2.0,19.0,,,,,,3.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,8.0,pprzetacznik/ielixir,,,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,351.0,,,2021-05-11 21:22:51.418,2.0,,,,,,,,,ielixir,
226,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,306.0,,,,6432.0,,4.0,4.0,7.0,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6432.0,,,,,,,,,,,,,,,,,,,,,
227,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,14,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,10.0,4.0,10.0,13.0,222.0,2020-03-14 15:54:46.503,1.0.0,,1005.0,19.0,20.0,15.0,2.0,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,1005.0,,,,,,,,,,2020-03-14 15:54:46.503,5.0,,,,,,,,,,
228,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,24.0,42.0,35.0,12.0,19.0,219.0,2021-03-10 20:57:44.000,4.14.3,,896.0,6.0,6.0,6.0,5.0,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,896.0,,,,,,,,,,,,,,,,,,,,,
229,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,192.0,,,,1641.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,249.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,54288.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
230,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,14,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:51:34.000000,2021-03-24 19:48:15,225.0,,17.0,7.0,189.0,31.0,103.0,128.0,2021-03-24 19:51:34.000,1.0.0,,1192.0,1.0,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,1065.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,127.0,,,,,,,,,,,,,,,,,,,,,
231,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,367.0,6.0,23.0,15.0,98.0,14.0,36.0,113.0,,,,965.0,,,,9.0,https://pypi.org/project/jupyterlab_hdf,551.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,414.0,,,,,,,,,,,,,,,,,,,,,
232,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,14,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-10-07 01:28:44.000000,2023-10-07 01:28:43,234.0,19.0,2.0,4.0,55.0,2.0,36.0,51.0,2023-08-17 16:44:39.000,0.3.1,,125.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,68.0,,,,3.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,57.0,,,,,,,,,,,,,,,,,,,,,
233,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,14,False,ppextensions,paypal/PPExtensions,,https://github.com/paypal/PPExtensions,BSD-3-Clause,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,31.0,21.0,30.0,20.0,22.0,49.0,2019-08-02 20:26:21.257,0.0.6,,46.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,46.0,,,,3.0,,,,,2018-08-23 23:53:16.000,,,,,,,,,,,,,,,,,,,
