,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,36,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2024-01-11 03:08:02.000000,2023-12-15 18:30:09,2419.0,66.0,385.0,69.0,559.0,115.0,531.0,6298.0,2023-12-03 17:52:42.000,1.16.0,,526311.0,125.0,6848.0,6558.0,84.0,https://pypi.org/project/jupytext,504213.0,https://anaconda.org/conda-forge/jupytext,2023-12-03 21:51:00.119,735690.0,1.0,jupyterlab-jupytext,2023-12-03 17:52:42.000,287.0,https://www.npmjs.com/package/jupyterlab-jupytext,2023-12-02 20:21:59.802,3.0,4989.0,,,,,,,,,,,,,,,,,,
11,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,36,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2024-01-02 11:47:04.000000,2023-12-19 12:53:50,7816.0,1.0,940.0,76.0,1883.0,734.0,1318.0,2974.0,2023-09-13 09:49:35.000,8.1.1,,10104777.0,154.0,9626.0,3.0,212.0,https://pypi.org/project/ipywidgets,9749479.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12521270.0,1.0,@jupyter-widgets/jupyterlab-manager,2023-09-13 09:43:29.000,9526.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-09-13 09:33:59.145,97.0,42267.0,,,,,,,,,,,,,,,,,,
12,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,36,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2024-01-11 12:09:48.000000,2024-01-11 12:09:41,12716.0,63.0,255.0,38.0,953.0,165.0,277.0,433.0,2024-01-11 12:09:55.000,2.12.4,2588.0,19034562.0,147.0,436.0,,518.0,https://pypi.org/project/jupyter_server,18791439.0,https://anaconda.org/conda-forge/jupyter_server,2024-01-09 21:25:22.910,9722098.0,3.0,,2024-01-11 12:09:48.000,436.0,,,,,,,,,,,,4.0,,,,,,,,,,
13,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,35,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2024-01-11 13:37:03.000000,2024-01-10 14:12:15,1935.0,99.0,473.0,43.0,640.0,118.0,189.0,4308.0,2023-12-29 16:13:14.000,0.4.13,4.0,999071.0,92.0,2792.0,2785.0,57.0,https://pypi.org/project/evidently,998625.0,https://anaconda.org/conda-forge/evidently,2024-01-03 22:09:58.422,12934.0,1.0,,2023-12-29 16:12:57.000,7.0,,,,,,,,,,,,,,,,,,,,,,
14,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,34,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2024-01-01 20:19:05.000000,2024-01-01 18:09:07,974.0,35.0,402.0,93.0,379.0,130.0,252.0,5494.0,2023-11-01 22:59:26.000,2.5.0,,1333334.0,74.0,5801.0,5552.0,114.0,https://pypi.org/project/papermill,1320812.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,538481.0,1.0,,2023-11-01 22:59:26.000,249.0,,,,,,,,,,,,,,,,,,,,,,
15,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-01-11 13:55:30.000000,2024-01-10 14:09:16,1167.0,17.0,341.0,66.0,591.0,230.0,346.0,1436.0,2023-12-15 14:14:28.000,0.18.1,,154904.0,69.0,6790.0,6790.0,87.0,https://pypi.org/project/ipyleaflet,94842.0,https://anaconda.org/conda-forge/ipyleaflet,2023-12-15 15:24:03.988,1094526.0,1.0,jupyter-leaflet,,,https://www.npmjs.com/package/jupyter-leaflet,,,35187.0,,,,,,,,,,,,,,,,,,
16,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2024-01-07 02:51:20.000000,2024-01-02 13:33:54,2592.0,16.0,271.0,35.0,635.0,184.0,197.0,343.0,2023-11-06 12:55:30.000,8.6.0,1454.0,19289806.0,93.0,2417.0,,131.0,https://pypi.org/project/jupyter-client,18809839.0,https://anaconda.org/conda-forge/jupyter_client,2023-11-06 15:36:13.460,20156550.0,1.0,,2023-11-06 12:55:23.000,2417.0,,,,,,,,,,,,5.0,,,,,,,,,,
17,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2024-01-11 08:23:01.000000,2024-01-11 08:22:54,1442.0,16.0,487.0,77.0,725.0,290.0,423.0,5049.0,2023-10-31 09:04:25.000,0.5.5,1026.0,58328.0,102.0,10780.0,10689.0,68.0,https://pypi.org/project/voila,50165.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,313753.0,1.0,@jupyter-voila/jupyterlab-preview,2023-10-31 09:04:11.000,88.0,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,3.0,284.0,,,,,,,,,,,,,,,,,,
18,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2024-01-09 13:36:41.000000,2023-12-05 10:47:47,1459.0,21.0,626.0,63.0,748.0,584.0,731.0,3591.0,2023-03-14 01:34:01.609,0.15.1,,83203.0,46.0,12456.0,12294.0,134.0,https://pypi.org/project/jupyter-book,79836.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,117864.0,1.0,,2023-03-14 01:34:01.609,162.0,,,,,,,,,,,,,,,,,,,,,,
19,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,33,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2024-01-11 02:47:51.000000,2023-11-21 09:21:22,2132.0,82.0,164.0,42.0,410.0,77.0,263.0,2559.0,2023-11-21 09:21:51.000,4.0.1,74.0,257804.0,36.0,291.0,136.0,50.0,https://pypi.org/project/nbdime,205859.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,960407.0,1.0,nbdime-jupyterlab,2023-11-21 09:21:36.000,152.0,https://www.npmjs.com/package/nbdime-jupyterlab,2023-11-21 09:21:48.655,3.0,27312.0,,,,,,,,4.0,,,,,,,,,,
20,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2024-01-11 09:08:11.000000,2024-01-10 20:56:48,10394.0,14.0,367.0,78.0,1537.0,57.0,2100.0,2510.0,2024-01-10 20:52:22.000,8.3.0,52.0,1667.0,79.0,498.0,498.0,237.0,https://pypi.org/project/nikola,1667.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,33,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2024-01-11 10:01:13.000000,2024-01-11 09:59:17,8560.0,212.0,265.0,43.0,4256.0,349.0,9160.0,1159.0,2023-11-14 18:47:44.000,2023.10.1100000000,,1860.0,33.0,3.0,3.0,266.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,63258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2024-01-08 07:04:00.000000,2024-01-08 07:03:49,3664.0,160.0,2923.0,191.0,1207.0,25.0,856.0,8070.0,,,,883935.0,,21.0,21.0,240.0,,,,,,2.0,,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,439.0,90161414.0,,,,,,,,,,,,,
23,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,11273.0,2.0,579.0,154.0,3990.0,189.0,1522.0,6116.0,2021-10-22 17:46:48.907,7.0.20,1484517.0,72820.0,94.0,45.0,3.0,180.0,https://pypi.org/project/nteract_on_jupyter,686.0,,,,2.0,@nteract/messaging,2019-07-16 03:59:16.000,5.0,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,37.0,55998.0,,,,,,,,,,,,,,,,,,
24,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,32,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2024-01-02 13:34:29.000000,2024-01-02 13:34:27,1041.0,8.0,143.0,22.0,250.0,60.0,80.0,231.0,2023-07-31 10:35:35.000,5.9.2,223.0,15492557.0,26.0,258509.0,258509.0,79.0,https://pypi.org/project/nbformat,14997189.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20805200.0,1.0,nbformat-schema,,,https://www.npmjs.com/package/nbformat-schema,,,1.0,,,,,,,,,,,,,,,,,,
25,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-12-29 20:29:34.948000,,,,2946.0,,,2434.0,,13505.0,2023-12-29 17:38:50.318,4.0.10,,11453237.0,500.0,2835.0,,472.0,https://pypi.org/project/jupyterlab,11111598.0,https://anaconda.org/conda-forge/jupyterlab,2023-12-29 20:29:34.948,9562702.0,2.0,@jupyterlab/ui-components,2023-12-29 17:32:08.000,2457.0,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-12-29 17:38:50.318,378.0,124305.0,,,,,,,,,,,,,,,,,,
26,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-10 07:59:13.000000,2024-01-10 07:55:34,5880.0,122.0,909.0,111.0,1591.0,92.0,620.0,7068.0,2023-11-29 21:48:30.000,2.7.1,1932.0,16285.0,117.0,127.0,109.0,93.0,https://pypi.org/project/perspective-python,4199.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,499227.0,1.0,@finos/perspective-jupyterlab,2023-11-29 16:47:42.000,15.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-11-29 16:47:08.922,3.0,155.0,,,,,,,,,,,,,,,,,,
27,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-10 10:17:42.000000,2024-01-05 20:03:54,779.0,20.0,370.0,73.0,280.0,58.0,503.0,4398.0,2024-01-08 14:23:02.000,3.9.0,,88503.0,179.0,1007.0,984.0,30.0,https://pypi.org/project/dtale,82556.0,https://anaconda.org/conda-forge/dtale,2024-01-05 22:01:34.870,261699.0,2.0,,2024-01-05 20:43:17.000,23.0,,,,,,,,,,,,,,,,,,,,,,
28,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-10 10:17:42.000000,2024-01-05 20:03:54,779.0,20.0,359.0,73.0,280.0,57.0,503.0,4398.0,2024-01-08 14:23:02.000,3.9.0,,88503.0,140.0,984.0,984.0,30.0,https://pypi.org/project/dtale,82556.0,https://anaconda.org/conda-forge/dtale,2024-01-05 22:01:34.870,261699.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2024-01-10 10:01:42.000000,2023-11-26 21:37:30,2865.0,15.0,132.0,20.0,510.0,172.0,355.0,1660.0,2023-11-26 21:44:38.000,5.0.1,,63017.0,67.0,1782.0,1754.0,51.0,https://pypi.org/project/jupyterlab-lsp,32823.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-11-27 13:42:47.825,1156772.0,1.0,@krassowski/jupyterlab-lsp,2023-11-26 21:42:57.000,23.0,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,5.0,1275.0,,,,,,,,,,,,,,,,,,
30,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2024-01-01 17:29:50.000000,2023-06-16 01:18:19,510.0,,217.0,39.0,246.0,138.0,154.0,1490.0,2023-02-15 19:21:40.000,0.9.3,,233746.0,42.0,9837.0,9837.0,32.0,https://pypi.org/project/ipympl,206514.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1509689.0,2.0,jupyter-matplotlib,,,https://www.npmjs.com/package/jupyter-matplotlib,,,9260.0,,,,,,,,,,,,,,,,,,
31,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2024-01-10 20:51:50.000000,2024-01-01 19:50:50,1354.0,27.0,436.0,49.0,430.0,151.0,300.0,1272.0,2023-09-13 15:53:21.000,0.21.0,,24410.0,56.0,348.0,326.0,64.0,https://pypi.org/project/sparkmagic,21621.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,111572.0,1.0,,2023-09-13 15:53:21.000,22.0,,,,,,,,,,,,,,,,,,,,,,
32,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2024-01-09 22:02:09.000000,2024-01-08 08:54:47,1552.0,44.0,359.0,21.0,425.0,54.0,245.0,388.0,2023-11-27 17:40:41.000,16.2.1,,22561.0,44.0,450.0,401.0,120.0,https://pypi.org/project/oauthenticator,21393.0,https://anaconda.org/conda-forge/oauthenticator,2023-11-28 06:31:15.831,45581.0,1.0,,2023-11-27 17:40:41.000,49.0,,,,,,,,,,,,,,,,,,,,,,
33,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2024-01-02 13:44:54.000000,2024-01-02 13:44:52,376.0,9.0,49.0,11.0,201.0,34.0,69.0,129.0,2023-11-07 18:01:22.000,0.9.0,409.0,11863343.0,32.0,142446.0,142446.0,37.0,https://pypi.org/project/nbclient,11581522.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13244940.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,851.0,352.0,462.0,5136.0,2022-11-15 17:33:00.905,0.7.0,,378406.0,18.0,273.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,357376.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1871712.0,1.0,,2022-11-15 17:33:00.905,253.0,,,,,,,,,,,,,,,,,,,,,,
35,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,30,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-29 22:24:56.000000,2023-11-13 05:45:49,1679.0,30.0,464.0,46.0,542.0,131.0,713.0,4658.0,2023-10-19 04:40:00.000,2.3.13,,42373.0,155.0,148.0,,94.0,https://pypi.org/project/nbdev,42373.0,,,,2.0,,2023-10-19 04:40:00.000,148.0,,,,,,,,,,,,,,,,,,,,,,
