,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
10,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,35,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-11-09 13:05:26.000000,2023-11-03 12:52:49,1860.0,87.0,440.0,41.0,565.0,106.0,178.0,4002.0,2023-10-26 23:01:15.000,0.4.8,,542300.0,60.0,2570.0,2570.0,56.0,https://pypi.org/project/evidently,541876.0,https://anaconda.org/conda-forge/evidently,2023-11-01 15:27:10.033,11471.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-11-06 04:20:25.171000,2023-11-06 02:45:47,1957.0,18.0,184.0,23.0,257.0,105.0,226.0,378.0,,,,5373236.0,40.0,153676.0,153676.0,120.0,https://pypi.org/project/qtconsole,5261765.0,https://anaconda.org/conda-forge/qtconsole,2023-11-06 04:20:25.171,4570344.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,34,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,11271.0,10.0,579.0,155.0,3989.0,189.0,1522.0,6090.0,2021-10-22 17:46:48.907,7.0.20,1472300.0,112922.0,94.0,43.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,9778.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,36.0,86786.0,,2019-07-16 03:59:16.000,5.0,,,,,,,,,,,,,,,,,
13,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-11-07 08:01:57.000000,2023-11-07 08:01:55,1432.0,24.0,477.0,77.0,715.0,281.0,421.0,4975.0,2023-10-31 09:04:25.000,0.5.5,965.0,84772.0,102.0,10517.0,10431.0,67.0,https://pypi.org/project/voila,76330.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,306507.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,340.0,,2023-10-31 09:04:11.000,84.0,,,,,,,,,,,,,,,,,
14,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-11-09 12:57:51.000000,2023-11-06 12:55:13,2586.0,21.0,271.0,35.0,629.0,184.0,197.0,336.0,2023-11-06 12:55:30.000,8.6.0,1348.0,21726297.0,93.0,2382.0,,130.0,https://pypi.org/project/jupyter-client,21235569.0,https://anaconda.org/conda-forge/jupyter_client,2023-11-06 15:36:13.460,19627168.0,1.0,,,,,,,2023-11-06 12:55:23.000,2382.0,,,,,,,,,,,,,,,,,
15,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,348.0,63.0,572.0,249.0,342.0,1417.0,2023-09-11 09:06:03.000,0.17.4,,253269.0,78.0,6040.0,5877.0,85.0,https://pypi.org/project/ipyleaflet,175840.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1085153.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2023-06-02 07:27:55.785,5.0,51593.0,,2023-09-11 09:06:03.000,158.0,,,,,,,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-11-07 10:14:44.000000,2023-11-05 02:07:41,1036.0,9.0,143.0,22.0,247.0,59.0,80.0,225.0,2023-07-31 10:35:35.000,5.9.2,217.0,17505499.0,26.0,246991.0,246991.0,78.0,https://pypi.org/project/nbformat,16997232.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20327673.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,,,70.0,,,,,,,,,,,,,,,,,,,,
17,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-11-07 13:50:39.000000,2023-11-07 13:50:38,3590.0,147.0,2923.0,188.0,1172.0,25.0,840.0,7958.0,,,,899325.0,,21.0,21.0,238.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,,,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,433.0,89932520.0,,,,,,,,,,,,,
18,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-11-09 12:19:39.000000,2023-11-02 22:53:42,951.0,12.0,386.0,91.0,353.0,129.0,249.0,5419.0,,,,1289135.0,18.0,5343.0,5343.0,113.0,https://pypi.org/project/papermill,1276287.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,526807.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-10-23 11:16:12.000000,2023-09-22 07:25:13,7805.0,12.0,898.0,75.0,1879.0,661.0,1316.0,2926.0,2023-09-13 09:49:35.000,8.1.1,,11653116.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,11289568.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12216280.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,,,42067.0,,,,,,,,,,,,,,,,,,,,
20,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,32,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-11-08 10:44:20.000000,2023-10-17 15:58:59,2852.0,160.0,124.0,19.0,497.0,171.0,341.0,1619.0,2023-10-08 12:30:31.000,5.0.0,,60779.0,53.0,1678.0,1678.0,50.0,https://pypi.org/project/jupyterlab-lsp,32952.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-09-18 22:02:19.126,1012195.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,,,1191.0,,,,,,,,,,,,,,,,,,,,
21,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,32,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-10-31 03:07:00.000000,2023-10-31 03:05:42,1344.0,53.0,435.0,49.0,422.0,145.0,300.0,1262.0,2023-09-13 15:53:21.000,0.21.0,,33481.0,56.0,339.0,317.0,64.0,https://pypi.org/project/sparkmagic,30602.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,109403.0,1.0,,,,,,,2023-09-13 15:53:21.000,22.0,,,,,,,,,,,,,,,,,
22,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-11-02 20:33:58.269000,,,,2778.0,,,2386.0,,13247.0,2023-11-02 20:07:50.372,4.0.8,,11933752.0,495.0,2738.0,,430.0,https://pypi.org/project/jupyterlab,11541327.0,https://anaconda.org/conda-forge/jupyterlab,2023-11-02 20:33:58.269,9347839.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-11-02 20:07:50.372,370.0,169858.0,,2023-11-02 20:02:01.000,2368.0,,,,,,,,,,,,,,,,,
23,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,31,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-11-07 09:39:16.000000,2023-11-07 09:39:15,10468.0,19.0,614.0,106.0,2581.0,270.0,2199.0,7370.0,2023-08-16 07:03:44.000,0.14.1,9273.0,7097.0,123.0,97.0,,317.0,https://pypi.org/project/xonsh,7008.0,,,,1.0,,,,,,,2023-08-16 07:03:44.000,97.0,,,,,,,,,,,,,,,,,
24,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-09 06:28:14.000000,2023-11-09 05:58:22,5784.0,71.0,852.0,112.0,1554.0,100.0,577.0,6910.0,2023-11-01 07:55:13.000,2.6.1,1507.0,20924.0,115.0,117.0,101.0,93.0,https://pypi.org/project/perspective-python,8100.0,https://anaconda.org/conda-forge/perspective,2023-11-06 15:43:21.069,478615.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-11-01 07:49:51.309,3.0,775.0,,2023-11-01 07:50:20.000,13.0,,,,,,,,,,,,,,,,,
25,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-10-23 13:17:55.000000,2023-10-23 13:17:06,765.0,32.0,356.0,72.0,274.0,55.0,493.0,4333.0,2023-10-02 20:11:29.000,3.7.0,,106609.0,175.0,944.0,923.0,30.0,https://pypi.org/project/dtale,100516.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,255918.0,2.0,,,,,,,2023-10-02 19:47:12.000,21.0,,,,,,,,,,,,,,,,,
26,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-10-23 13:17:55.000000,2023-10-23 13:17:06,765.0,32.0,356.0,72.0,274.0,55.0,493.0,4333.0,2023-10-02 20:11:29.000,3.7.0,,106609.0,137.0,923.0,923.0,30.0,https://pypi.org/project/dtale,100516.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,255918.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-11-04 14:30:48.000000,2023-10-29 20:21:13,1426.0,2.0,592.0,61.0,739.0,572.0,729.0,3544.0,2023-03-14 01:24:58.000,0.15.1,,109248.0,42.0,11718.0,11718.0,128.0,https://pypi.org/project/jupyter-book,105829.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,112835.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-10-21 20:54:41.000000,2023-10-21 20:54:41,10381.0,4.0,370.0,78.0,1528.0,56.0,2094.0,2490.0,2023-04-30 10:42:55.000,8.2.4,21.0,1507.0,78.0,492.0,492.0,237.0,https://pypi.org/project/nikola,1507.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,510.0,,214.0,39.0,246.0,136.0,154.0,1464.0,2023-02-15 19:21:40.000,0.9.3,,236671.0,42.0,9181.0,9181.0,32.0,https://pypi.org/project/ipympl,206476.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1489689.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,,,12029.0,,,,,,,,,,,,,,,,,,,,
30,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,31,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-09-21 17:39:34.000000,2023-09-12 14:04:24,3405.0,12.0,295.0,44.0,929.0,248.0,640.0,1229.0,2023-09-05 12:35:02.000,0.9.1,281.0,12275.0,34.0,490.0,490.0,105.0,https://pypi.org/project/nbgrader,7495.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,152904.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,31,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-11-08 08:52:08.000000,2023-11-08 08:52:08,1567.0,77.0,303.0,30.0,450.0,83.0,277.0,495.0,2023-09-28 16:53:53.000,6.1.0,,97443.0,37.0,155.0,141.0,83.0,https://pypi.org/project/jupyterhub-kubespawner,96833.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-09-28 19:05:20.782,19536.0,1.0,,,,,,,2023-09-28 16:53:53.000,14.0,,,,,,,,,,,,,,,,,
32,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,31,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-11-09 12:56:12.000000,2023-11-06 19:53:08,12674.0,40.0,246.0,37.0,933.0,143.0,273.0,423.0,2023-11-06 13:46:25.000,2.10.0,2206.0,17109530.0,100.0,,,515.0,https://pypi.org/project/jupyter_server,16864224.0,https://anaconda.org/conda-forge/jupyter_server,2023-11-06 17:06:34.230,9319262.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-11-07 09:02:52.000000,2023-11-07 09:02:51,1512.0,54.0,348.0,23.0,410.0,47.0,241.0,383.0,2023-10-18 13:35:14.000,16.1.1,,35879.0,42.0,429.0,381.0,118.0,https://pypi.org/project/oauthenticator,34685.0,https://anaconda.org/conda-forge/oauthenticator,2023-10-18 18:07:07.629,44186.0,1.0,,,,,,,2023-10-18 13:35:14.000,48.0,,,,,,,,,,,,,,,,,
34,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-11-07 17:48:52.000000,2023-11-07 17:48:49,372.0,9.0,49.0,11.0,198.0,34.0,69.0,125.0,2023-11-07 18:01:22.000,0.9.0,385.0,13309342.0,32.0,132593.0,132593.0,37.0,https://pypi.org/project/nbclient,13023688.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,12853834.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-11-06 15:37:32.000000,2023-04-21 20:49:35,292.0,,297.0,47.0,96.0,111.0,43.0,1729.0,2023-02-27 00:06:57.430,0.5.0,,129888.0,19.0,5433.0,5365.0,55.0,https://pypi.org/project/ipython-sql,127071.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,245128.0,1.0,,,,,,,2022-06-12 04:51:46.000,68.0,,,,,,,,,,,,,,,,,
36,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,30,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-11-07 09:03:03.000000,2023-11-07 09:03:02,2716.0,33.0,354.0,48.0,794.0,174.0,362.0,1539.0,2023-06-13 07:26:00.805,2023.6.0,,6900.0,20.0,221.0,195.0,119.0,https://pypi.org/project/jupyter-repo2docker,6900.0,,,,2.0,,,,,,,2022-10-18 19:00:01.421,26.0,,,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-11-08 15:51:54.000000,2023-11-07 07:56:46,1872.0,23.0,290.0,38.0,688.0,103.0,486.0,1322.0,2023-10-24 07:53:01.000,0.44.0,106.0,170242.0,76.0,37.0,2.0,93.0,https://pypi.org/project/jupyterlab-git,142770.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-10-24 11:11:25.254,502307.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2023-11-07 07:57:03.562,6.0,15219.0,,2023-11-07 07:57:08.000,29.0,,,,,,,,,,,,,,,,,
38,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,30,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-11-09 04:50:47.000000,2023-11-09 04:50:46,8426.0,216.0,240.0,43.0,4085.0,568.0,8817.0,1134.0,2022-10-12 16:44:26.000,2022.09.120,,1948.0,32.0,2.0,2.0,266.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,62341.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
39,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,6.0,414.0,83.0,199.0,153.0,294.0,3614.0,2020-10-29 01:31:20.000,5.7.1,,19554.0,31.0,2824.0,2652.0,44.0,https://pypi.org/project/RISE,15430.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,283759.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,1.0,12.0,,2022-11-03 16:45:29.021,171.0,,,,,,,,,,,,,,,,,
40,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,2.0,445.0,102.0,1043.0,223.0,368.0,3490.0,2023-08-04 08:28:46.000,0.12.41,,172374.0,63.0,50.0,50.0,64.0,https://pypi.org/project/bqplot,138619.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1239098.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,,,4253.0,,,,,,,,,,,,,,,,,,,,
41,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-11-08 11:24:35.000000,2023-11-07 09:04:03,2855.0,25.0,962.0,121.0,492.0,53.0,291.0,2497.0,2023-04-14 13:35:06.415,8.6.1,,270706.0,45.0,299.0,,112.0,https://pypi.org/project/ipyparallel,260464.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,932100.0,2.0,,,,,,,2023-04-14 13:35:06.415,299.0,,,,,,,,,,,,,,,,,
42,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-11-07 20:15:10.000000,2023-11-03 19:59:34,1843.0,134.0,254.0,22.0,2118.0,44.0,224.0,1016.0,2023-10-30 19:02:36.000,0.31.0,,5909.0,34.0,71.0,71.0,39.0,https://pypi.org/project/raiwidgets,5909.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2023-11-02 20:07:31.652000,2021-08-10 23:33:21,523.0,,2778.0,30.0,63.0,64.0,51.0,13247.0,2023-10-11 19:41:35.030,6.0.7,,92454.0,221.0,17.0,,14.0,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2023-11-02 20:07:31.652,17.0,92454.0,,,,,,,,,,9.0,,,,,,,,,,
44,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,1.0,1069.0,160.0,79.0,199.0,201.0,9657.0,2018-11-22 17:02:16.000,0.20.0,,39011.0,116.0,145.0,21.0,43.0,https://pypi.org/project/jupyterthemes,39011.0,,,,1.0,,,,,,,2018-11-22 17:02:16.000,124.0,,,,,,,3.0,,,,,,,,,,
45,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,269.0,98.0,82.0,81.0,7197.0,2023-05-24 15:58:01.158,1.1.1,,211056.0,9.0,211.0,203.0,31.0,https://pypi.org/project/facets-overview,211056.0,,,,2.0,,,,,,,2023-05-24 15:58:01.158,8.0,,,,,,,,,,,,,,,,,
46,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,False,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-11-08 18:34:55.000000,2023-11-06 13:55:43,2107.0,102.0,147.0,42.0,402.0,73.0,256.0,2527.0,2023-04-30 16:02:31.000,3.2.1,9.0,232049.0,23.0,130.0,130.0,50.0,https://pypi.org/project/nbdime,194326.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,947757.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,,,26304.0,,,,,,,,,,,,,,,,,,,,
47,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-11-09 09:34:53.000000,2023-10-04 15:09:09,1905.0,7.0,301.0,46.0,1468.0,267.0,1353.0,1687.0,2023-03-29 14:23:28.000,3.15.0,,3419.0,126.0,60.0,51.0,59.0,https://pypi.org/project/elyra,1539.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,41738.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,810.0,,2023-03-29 00:28:01.071,3.0,,,,,,,,,,,,,,,,,
48,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-11-08 17:34:51.000000,2023-11-07 10:18:18,11395.0,826.0,40.0,25.0,1148.0,9.0,578.0,738.0,2023-10-26 22:03:23.000,2.0.0-alpha.21,3746.0,432.0,100.0,19.0,19.0,38.0,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,,,169.0,stencila/cloud,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,,,
